enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
21711,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,>4,39
10769,city_134,0.698,,Has relevent experience,Full time course,Masters,Other,>20,<10,Early Stage Startup,,52
31373,city_159,0.843,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,246
11303,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,>4,54
28500,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,22
9569,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,12,100-500,Pvt Ltd,3,6
5471,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25
10888,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,Humanities,14,500-999,Public Sector,4,112
6267,city_93,0.865,Male,Has relevent experience,no_enrollment,High School,,15,50-99,Pvt Ltd,4,63
11467,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,70
20214,city_103,0.92,Male,No relevent experience,Part time course,High School,,2,,,1,47
11952,city_24,0.698,,No relevent experience,Full time course,High School,,5,,,never,22
32594,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,2,152
8568,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26
3518,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,23
4060,city_89,0.925,,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,>4,6
17819,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,,,1,69
11368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,82
16469,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,7
32349,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,61
1398,city_103,0.92,Male,Has relevent experience,no_enrollment,,,8,,,1,12
31046,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,9
14535,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,43
28627,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,160
1389,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,55
27397,city_57,0.866,Male,No relevent experience,Full time course,Graduate,STEM,8,,,never,111
3154,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,1,98
15031,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,8
23198,city_103,0.92,Other,No relevent experience,no_enrollment,Primary School,,2,10/49,,1,103
12494,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,112
11418,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,16,,,1,28
24100,city_36,0.893,Male,No relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,2,37
21267,city_160,0.92,,Has relevent experience,Full time course,High School,,>20,<10,Early Stage Startup,1,188
31860,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,NGO,2,25
11137,city_114,0.926,Female,No relevent experience,Full time course,High School,,10,10/49,Early Stage Startup,1,74
30072,city_173,0.878,,Has relevent experience,no_enrollment,High School,,10,,,2,66
15972,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,3,24
22498,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,10
31074,city_155,0.556,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,46
4444,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,102
27904,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,126
7763,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,3,,Pvt Ltd,,56
6843,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,,1,149
10546,city_70,0.698,Male,No relevent experience,Full time course,High School,,10,10/49,Early Stage Startup,1,102
223,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,17,,,3,48
28311,city_103,0.92,Male,Has relevent experience,Part time course,Masters,Humanities,10,10000+,Public Sector,1,32
14779,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,17,500-999,,1,13
18278,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,2,61
30555,city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,4,,,1,18
12907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,52
20026,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,,,2,37
7318,city_26,0.698,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,22
5136,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,1,62
31837,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,21
29509,city_73,0.754,Male,No relevent experience,Full time course,High School,,3,,,never,65
8777,city_114,0.926,Male,No relevent experience,Full time course,High School,,14,,,never,3
19341,city_19,0.682,,No relevent experience,Full time course,Graduate,STEM,3,,,,7
21003,city_73,0.754,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,23
25333,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,never,15
21910,city_21,0.624,Male,No relevent experience,Full time course,High School,,1,,,never,37
709,city_138,0.836,,No relevent experience,Full time course,Graduate,STEM,13,,,1,16
27290,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Other,>4,56
22167,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,8,50-99,Public Sector,3,174
4861,city_179,0.512,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,51
6567,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,56
26916,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,89
1120,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,65
14580,city_28,0.939,Other,No relevent experience,Full time course,High School,,3,100-500,Pvt Ltd,3,17
21402,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,1,42
11396,city_103,0.92,Male,No relevent experience,no_enrollment,,,4,,,never,190
6392,city_160,0.92,,No relevent experience,Full time course,High School,,4,,,never,17
23815,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,61
7115,city_173,0.878,,No relevent experience,no_enrollment,Primary School,,4,50-99,,2,8
23104,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Public Sector,4,5
8433,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,48
17051,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,34
8422,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Other,1,148
12808,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Other,1,16
9107,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,30
15710,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,1,15
16706,city_103,0.92,,No relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,2,148
31983,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,18,50-99,Pvt Ltd,1,134
6755,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,3,51
28994,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,152
10962,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,NGO,>4,11
13205,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,94
29227,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,No Major,6,,,1,26
12895,city_114,0.926,Male,Has relevent experience,Part time course,High School,,15,50-99,Pvt Ltd,3,72
30005,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,>4,58
27205,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,,,never,75
30917,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,33
4708,city_20,0.7959999999999999,Male,Has relevent experience,Full time course,Graduate,Arts,9,,Funded Startup,1,29
23239,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,never,18
18667,city_21,0.624,,Has relevent experience,Full time course,,,2,100-500,Pvt Ltd,1,12
22437,city_75,0.939,,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,110
20823,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,37
3920,city_106,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,4,39
2127,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,146
32762,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,,,1,117
7303,city_67,0.855,Male,No relevent experience,Full time course,High School,,4,,,1,39
26515,city_19,0.682,,No relevent experience,Full time course,Graduate,STEM,3,10/49,NGO,1,28
2365,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,never,141
29268,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,22
33326,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,21
6468,city_115,0.789,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,48
22476,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,NGO,1,154
29640,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,23
13847,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,10/49,Pvt Ltd,>4,96
10497,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,172
24154,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,7,50-99,Funded Startup,1,103
4548,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,40
2232,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,83
2493,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,,10,1000-4999,Pvt Ltd,2,52
1625,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,32
30829,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,23
9412,city_16,0.91,,No relevent experience,no_enrollment,High School,,5,,Pvt Ltd,1,70
9907,city_28,0.939,,Has relevent experience,Full time course,Masters,STEM,19,100-500,Pvt Ltd,4,134
23923,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,4,37
9612,city_16,0.91,,No relevent experience,no_enrollment,High School,,2,,,never,5
28975,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,336
13521,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,,149
30520,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Public Sector,2,130
14389,city_149,0.6890000000000001,,Has relevent experience,,Graduate,STEM,6,<10,Pvt Ltd,2,25
15610,city_26,0.698,,No relevent experience,Full time course,Graduate,STEM,4,<10,Public Sector,never,272
10240,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,,1,29
6691,city_123,0.738,Male,No relevent experience,Part time course,Graduate,STEM,9,,,4,55
4467,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,91
29878,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,50-99,Pvt Ltd,1,90
15369,city_21,0.624,,No relevent experience,no_enrollment,Graduate,No Major,4,10/49,Pvt Ltd,1,14
25901,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,43
8275,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,161
7080,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Public Sector,2,48
32773,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,1,182
30353,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Public Sector,1,21
10492,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25
24209,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,25
20796,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,44
2299,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,10/49,,,182
11421,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,10
9600,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,11
12560,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,32
8877,city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,Arts,6,50-99,Pvt Ltd,>4,146
20146,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,NGO,4,40
1462,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,27
17084,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,6,,,2,32
21931,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,84
12839,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Primary School,,<1,,,never,7
14049,city_114,0.926,Other,No relevent experience,Full time course,Masters,STEM,>20,,,2,50
16897,city_21,0.624,Female,No relevent experience,Full time course,High School,,3,,,never,140
9832,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,110
32362,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,32
5149,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,64
2286,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,40
28884,city_28,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,Pvt Ltd,4,29
31866,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,216
22551,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,5
21450,city_28,0.939,Male,Has relevent experience,Full time course,High School,,5,10000+,Pvt Ltd,2,66
28243,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,46
30199,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,36
10901,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,162
21112,city_116,0.743,Male,Has relevent experience,Full time course,Masters,STEM,7,50-99,Public Sector,1,17
9963,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,,3,156
23221,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,2,70
22841,city_73,0.754,Male,No relevent experience,Full time course,Masters,STEM,14,,,>4,10
21507,city_114,0.926,,No relevent experience,Full time course,High School,,1,50-99,Public Sector,1,74
26923,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,51
19356,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,65
15858,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,82
9949,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,35
23653,city_100,0.887,Male,No relevent experience,Full time course,Graduate,Other,14,,,never,35
16182,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,16
27004,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,70
5177,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,4,87
9053,city_180,0.698,,No relevent experience,Full time course,Graduate,STEM,1,,,1,77
23977,city_123,0.738,,Has relevent experience,Full time course,Graduate,STEM,17,,,3,13
8067,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,27
32542,city_64,0.6659999999999999,Other,Has relevent experience,no_enrollment,High School,,>20,<10,Pvt Ltd,never,76
30200,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,13
13943,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,7,100-500,NGO,1,14
14608,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,never,30
1619,city_103,0.92,,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,1,12
8075,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,,90
11453,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,214
32676,city_114,0.926,,No relevent experience,Full time course,Graduate,Other,1,10/49,Early Stage Startup,1,14
18017,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,1,<10,NGO,never,53
16012,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,28
21368,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,17
24567,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,20
22205,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,2,160
29088,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,51
17404,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,124
24847,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,25
21497,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,never,11
24598,city_7,0.647,,Has relevent experience,no_enrollment,Graduate,STEM,12,,,3,133
4820,city_16,0.91,Male,No relevent experience,Full time course,Phd,STEM,8,,,1,20
32509,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,1,42
13608,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,46
7103,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,>4,4
12302,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,4
6706,city_21,0.624,,No relevent experience,no_enrollment,Graduate,Other,<1,,,never,154
2144,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,4,2
13152,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96
9355,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,11,,,1,156
19605,city_126,0.479,,No relevent experience,,Graduate,STEM,1,100-500,Pvt Ltd,1,110
30740,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,50
29444,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,50-99,Public Sector,1,10
5866,city_16,0.91,Male,Has relevent experience,no_enrollment,,,6,,,1,22
16008,city_128,0.527,Female,No relevent experience,Full time course,High School,,<1,,,never,48
30340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,9
23946,city_103,0.92,Male,No relevent experience,Full time course,High School,,2,50-99,Pvt Ltd,1,220
5351,city_114,0.926,Male,No relevent experience,no_enrollment,,,9,,,never,30
15344,city_74,0.579,Male,No relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,2,32
32903,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,>4,15
8119,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,2,26
32829,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,23
12010,city_64,0.6659999999999999,,No relevent experience,no_enrollment,Graduate,STEM,18,,,>4,18
28952,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,12
10543,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,5,10/49,Funded Startup,1,11
31097,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,19
32724,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,21
32967,city_98,0.949,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,3,27
24743,city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,84
5998,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,,2,5
2760,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,9
12377,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,66
27783,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,50-99,Pvt Ltd,1,66
4886,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,174
9467,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,60
6595,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,3,60
10600,city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,14,,,>4,334
18602,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,21
15752,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,41
31917,city_99,0.915,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,57
23197,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,69
7988,city_97,0.925,Male,Has relevent experience,Part time course,Graduate,Arts,3,500-999,Pvt Ltd,1,40
15321,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,16
22452,city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,5,,,never,26
4133,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,never,144
7696,city_123,0.738,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,9
23871,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Other,>4,42
8516,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,46
26374,city_21,0.624,,No relevent experience,no_enrollment,Primary School,,<1,,,never,15
26955,city_16,0.91,Male,Has relevent experience,,Graduate,STEM,10,,,>4,13
2334,city_83,0.923,Female,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,10
30799,city_46,0.762,,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Other,4,51
11619,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,NGO,1,53
11623,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,68
17573,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,3,28
29224,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,1,,,1,20
16795,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,282
10741,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,84
26648,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,47
10939,city_16,0.91,Female,Has relevent experience,Full time course,Masters,STEM,12,100-500,Pvt Ltd,1,44
32715,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,2
3770,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Public Sector,2,116
15222,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,155
18151,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Pvt Ltd,1,90
6634,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,78
22874,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,48
15147,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,23
16590,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,290
14476,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,>4,39
339,city_73,0.754,,Has relevent experience,Part time course,High School,,14,,,1,23
14497,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,3,10/49,Early Stage Startup,1,15
22769,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,4,50-99,,1,44
31447,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,8
30508,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,1,222
19590,city_90,0.698,,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,2,38
29107,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,1,107
11847,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,116
25198,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,38
11315,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,,,4,24
