Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT)
17/02/2005,17.00.00,1.4,1023.0,-200.0,5.2
17/02/2005,18.00.00,2.4,1172.0,-200.0,10.0
17/02/2005,19.00.00,2.8,1172.0,-200.0,11.1
17/02/2005,20.00.00,3.3,1219.0,-200.0,12.9
17/02/2005,21.00.00,2.5,1106.0,-200.0,7.8
17/02/2005,22.00.00,2.1,1078.0,-200.0,6.3
17/02/2005,23.00.00,1.2,939.0,-200.0,2.8
18/02/2005,00.00.00,1.2,975.0,-200.0,3.3
18/02/2005,01.00.00,1.3,958.0,-200.0,3.1
18/02/2005,02.00.00,1.0,921.0,-200.0,2.1
18/02/2005,03.00.00,0.8,931.0,-200.0,1.9
18/02/2005,04.00.00,-200.0,874.0,-200.0,0.7
18/02/2005,05.00.00,0.4,872.0,-200.0,0.8
18/02/2005,06.00.00,0.5,904.0,-200.0,1.3
18/02/2005,07.00.00,0.7,951.0,-200.0,1.8
18/02/2005,08.00.00,2.1,1183.0,-200.0,7.9
18/02/2005,09.00.00,2.5,1187.0,-200.0,9.8
18/02/2005,10.00.00,2.0,1072.0,-200.0,7.4
18/02/2005,11.00.00,1.4,1011.0,-200.0,5.3
18/02/2005,12.00.00,1.3,997.0,-200.0,4.8
18/02/2005,13.00.00,1.4,989.0,-200.0,5.6
18/02/2005,14.00.00,1.6,1006.0,-200.0,6.6
18/02/2005,15.00.00,1.7,1016.0,-200.0,6.7
18/02/2005,16.00.00,1.8,1069.0,-200.0,8.4
18/02/2005,17.00.00,2.4,1109.0,-200.0,10.3
18/02/2005,18.00.00,2.8,1182.0,-200.0,12.6
18/02/2005,19.00.00,3.3,1253.0,-200.0,16.0
18/02/2005,20.00.00,4.8,1288.0,-200.0,17.6
18/02/2005,21.00.00,2.8,1153.0,-200.0,10.1
18/02/2005,22.00.00,2.4,1161.0,-200.0,9.8
18/02/2005,23.00.00,2.9,1271.0,-200.0,11.5
19/02/2005,00.00.00,2.7,1156.0,-200.0,8.2
19/02/2005,01.00.00,2.1,1106.0,-200.0,6.8
19/02/2005,02.00.00,1.5,1008.0,-200.0,4.3
19/02/2005,03.00.00,1.2,966.0,-200.0,3.9
19/02/2005,04.00.00,0.9,931.0,-200.0,2.6
19/02/2005,05.00.00,0.8,922.0,-200.0,2.4
19/02/2005,06.00.00,0.8,911.0,-200.0,2.3
19/02/2005,07.00.00,1.1,993.0,-200.0,4.5
19/02/2005,08.00.00,1.9,1100.0,-200.0,8.5
19/02/2005,09.00.00,2.5,1141.0,-200.0,9.0
19/02/2005,10.00.00,2.2,1085.0,-200.0,5.7
19/02/2005,11.00.00,2.1,1153.0,-200.0,6.9
19/02/2005,12.00.00,2.3,1122.0,-200.0,6.4
19/02/2005,13.00.00,1.2,992.0,-200.0,3.5
19/02/2005,14.00.00,1.2,1018.0,-200.0,3.7
19/02/2005,15.00.00,1.1,981.0,-200.0,2.9
19/02/2005,16.00.00,1.1,988.0,-200.0,3.4
19/02/2005,17.00.00,1.4,1059.0,-200.0,5.3
19/02/2005,18.00.00,1.7,1110.0,-200.0,7.3
19/02/2005,19.00.00,2.5,1204.0,-200.0,10.0
19/02/2005,20.00.00,2.7,1275.0,-200.0,12.3
19/02/2005,21.00.00,3.1,1297.0,-200.0,11.8
19/02/2005,22.00.00,2.8,1277.0,-200.0,10.4
19/02/2005,23.00.00,1.9,1207.0,-200.0,7.7
20/02/2005,00.00.00,1.9,1222.0,-200.0,7.5
20/02/2005,01.00.00,1.7,1141.0,-200.0,6.1
20/02/2005,02.00.00,2.2,1228.0,-200.0,8.3
20/02/2005,03.00.00,1.6,1120.0,-200.0,5.1
20/02/2005,04.00.00,1.5,1067.0,-200.0,4.9
20/02/2005,05.00.00,0.8,947.0,-200.0,1.9
20/02/2005,06.00.00,0.5,918.0,-200.0,1.0
20/02/2005,07.00.00,0.5,920.0,-200.0,1.1
20/02/2005,08.00.00,0.7,941.0,-200.0,1.5
20/02/2005,09.00.00,0.7,949.0,-200.0,1.6
20/02/2005,10.00.00,0.9,990.0,-200.0,2.3
20/02/2005,11.00.00,1.0,996.0,-200.0,2.5
20/02/2005,12.00.00,1.1,1023.0,-200.0,2.5
20/02/2005,13.00.00,1.1,1037.0,-200.0,2.8
20/02/2005,14.00.00,1.0,1017.0,-200.0,2.4
20/02/2005,15.00.00,1.1,1042.0,-200.0,3.3
20/02/2005,16.00.00,1.3,1037.0,-200.0,3.2
20/02/2005,17.00.00,1.2,1009.0,-200.0,2.8
20/02/2005,18.00.00,1.3,1033.0,-200.0,3.4
20/02/2005,19.00.00,1.1,1016.0,-200.0,2.9
20/02/2005,20.00.00,1.5,1076.0,-200.0,4.6
20/02/2005,21.00.00,1.4,1029.0,-200.0,3.8
20/02/2005,22.00.00,1.1,984.0,-200.0,3.1
20/02/2005,23.00.00,1.3,1003.0,-200.0,3.7
21/02/2005,00.00.00,1.4,1009.0,-200.0,3.3
21/02/2005,01.00.00,1.1,946.0,-200.0,2.1
21/02/2005,02.00.00,0.8,910.0,-200.0,1.2
21/02/2005,03.00.00,0.6,886.0,-200.0,0.7
21/02/2005,04.00.00,-200.0,879.0,-200.0,0.5
21/02/2005,05.00.00,0.5,907.0,-200.0,1.0
21/02/2005,06.00.00,0.6,949.0,-200.0,2.1
21/02/2005,07.00.00,1.2,1054.0,-200.0,5.5
21/02/2005,08.00.00,2.2,1214.0,-200.0,10.9
21/02/2005,09.00.00,2.9,1253.0,-200.0,13.3
21/02/2005,10.00.00,2.9,1197.0,-200.0,9.6
21/02/2005,11.00.00,2.0,1156.0,-200.0,7.0
21/02/2005,12.00.00,1.7,1132.0,-200.0,6.6
21/02/2005,13.00.00,2.2,1207.0,-200.0,9.3
21/02/2005,14.00.00,1.8,1127.0,-200.0,7.9
21/02/2005,15.00.00,1.6,1112.0,-200.0,6.9
21/02/2005,16.00.00,1.9,1186.0,-200.0,8.6
21/02/2005,17.00.00,2.2,1192.0,-200.0,10.0
21/02/2005,18.00.00,2.2,1177.0,-200.0,8.8
21/02/2005,19.00.00,4.9,1478.0,-200.0,20.2
21/02/2005,20.00.00,6.3,1486.0,-200.0,19.7
21/02/2005,21.00.00,2.7,1118.0,-200.0,7.1
21/02/2005,22.00.00,1.4,1019.0,-200.0,4.4
21/02/2005,23.00.00,1.2,961.0,-200.0,2.9
22/02/2005,00.00.00,0.8,931.0,-200.0,2.1
22/02/2005,01.00.00,0.8,938.0,-200.0,2.1
22/02/2005,02.00.00,0.7,888.0,-200.0,1.1
22/02/2005,03.00.00,0.4,844.0,-200.0,0.6
22/02/2005,04.00.00,0.4,851.0,-200.0,0.5
22/02/2005,05.00.00,0.5,905.0,-200.0,1.0
22/02/2005,06.00.00,0.9,987.0,-200.0,2.6
22/02/2005,07.00.00,1.5,1124.0,-200.0,6.7
22/02/2005,08.00.00,3.8,1408.0,-200.0,16.7
22/02/2005,09.00.00,5.4,1501.0,-200.0,24.0
22/02/2005,10.00.00,3.5,1266.0,-200.0,15.0
22/02/2005,11.00.00,1.7,1082.0,-200.0,6.9
22/02/2005,12.00.00,2.0,1123.0,-200.0,9.1
22/02/2005,13.00.00,2.1,1174.0,-200.0,10.0
22/02/2005,14.00.00,3.0,1209.0,-200.0,12.9
22/02/2005,15.00.00,2.1,1120.0,-200.0,9.0
22/02/2005,16.00.00,2.5,1174.0,-200.0,10.9
22/02/2005,17.00.00,2.2,1068.0,-200.0,7.9
22/02/2005,18.00.00,2.4,1146.0,-200.0,10.2
22/02/2005,19.00.00,3.6,1204.0,-200.0,13.2
22/02/2005,20.00.00,2.6,1062.0,-200.0,8.1
22/02/2005,21.00.00,2.7,1122.0,-200.0,8.5
22/02/2005,22.00.00,1.4,940.0,-200.0,3.6
22/02/2005,23.00.00,0.9,935.0,-200.0,2.6
23/02/2005,00.00.00,1.5,1011.0,-200.0,4.3
23/02/2005,01.00.00,1.1,952.0,-200.0,3.2
23/02/2005,02.00.00,0.8,899.0,-200.0,1.8
23/02/2005,03.00.00,0.6,880.0,-200.0,1.4
23/02/2005,04.00.00,0.6,882.0,-200.0,1.2
23/02/2005,05.00.00,0.6,844.0,-200.0,0.7
23/02/2005,06.00.00,0.6,860.0,-200.0,1.0
23/02/2005,07.00.00,0.7,917.0,-200.0,2.2
23/02/2005,08.00.00,1.7,1126.0,-200.0,7.7
23/02/2005,09.00.00,1.9,1033.0,-200.0,6.2
23/02/2005,10.00.00,1.4,944.0,-200.0,3.8
23/02/2005,11.00.00,1.3,955.0,-200.0,3.6
23/02/2005,12.00.00,1.2,992.0,-200.0,3.7
23/02/2005,13.00.00,1.9,1090.0,-200.0,8.3
23/02/2005,14.00.00,2.5,1151.0,-200.0,10.1
23/02/2005,15.00.00,2.3,1148.0,-200.0,9.9
23/02/2005,16.00.00,2.3,1140.0,-200.0,9.2
23/02/2005,17.00.00,2.5,1160.0,-200.0,10.3
23/02/2005,18.00.00,2.8,1167.0,-200.0,11.4
23/02/2005,19.00.00,2.7,1194.0,-200.0,11.7
23/02/2005,20.00.00,3.1,1224.0,-200.0,12.6
23/02/2005,21.00.00,2.9,1209.0,-200.0,11.4
23/02/2005,22.00.00,2.6,1145.0,-200.0,9.6
23/02/2005,23.00.00,1.5,1016.0,-200.0,4.6
24/02/2005,00.00.00,1.6,1018.0,-200.0,4.7
24/02/2005,01.00.00,1.1,937.0,-200.0,2.6
24/02/2005,02.00.00,0.9,949.0,-200.0,2.9
24/02/2005,03.00.00,0.7,895.0,-200.0,1.5
24/02/2005,04.00.00,-200.0,884.0,-200.0,1.3
24/02/2005,05.00.00,0.6,883.0,-200.0,1.2
24/02/2005,06.00.00,0.8,968.0,-200.0,3.0
24/02/2005,07.00.00,1.5,1071.0,-200.0,5.5
24/02/2005,08.00.00,3.1,1310.0,-200.0,12.9
24/02/2005,09.00.00,3.8,1332.0,-200.0,14.5
24/02/2005,10.00.00,2.7,1178.0,-200.0,9.0
24/02/2005,11.00.00,1.8,1093.0,-200.0,6.5
24/02/2005,12.00.00,1.4,1060.0,-200.0,5.4
24/02/2005,13.00.00,1.7,1121.0,-200.0,7.4
24/02/2005,14.00.00,1.9,1118.0,-200.0,7.7
24/02/2005,15.00.00,2.2,1205.0,-200.0,10.7
24/02/2005,16.00.00,3.0,1274.0,-200.0,13.3
24/02/2005,17.00.00,3.0,1301.0,-200.0,13.2
24/02/2005,18.00.00,3.9,1405.0,-200.0,17.5
24/02/2005,19.00.00,4.0,1375.0,-200.0,17.7
24/02/2005,20.00.00,3.9,1367.0,-200.0,17.5
24/02/2005,21.00.00,3.5,1324.0,-200.0,14.1
24/02/2005,22.00.00,2.4,1170.0,-200.0,8.4
24/02/2005,23.00.00,2.1,1169.0,-200.0,7.9
25/02/2005,00.00.00,2.5,1181.0,-200.0,8.1
25/02/2005,01.00.00,2.1,1146.0,-200.0,7.1
25/02/2005,02.00.00,1.5,1059.0,-200.0,5.2
25/02/2005,03.00.00,1.1,1010.0,-200.0,3.4
25/02/2005,04.00.00,1.0,1007.0,-200.0,3.4
25/02/2005,05.00.00,0.8,932.0,-200.0,2.1
25/02/2005,06.00.00,1.0,998.0,-200.0,4.1
25/02/2005,07.00.00,1.4,1072.0,-200.0,6.1
25/02/2005,08.00.00,3.6,1424.0,-200.0,18.7
25/02/2005,09.00.00,5.8,1527.0,-200.0,27.9
25/02/2005,10.00.00,4.2,1364.0,-200.0,17.8
25/02/2005,11.00.00,3.3,1190.0,-200.0,11.8
25/02/2005,12.00.00,1.7,1021.0,-200.0,6.6
25/02/2005,13.00.00,2.1,1051.0,-200.0,8.4
25/02/2005,14.00.00,2.2,1021.0,-200.0,7.6
25/02/2005,15.00.00,1.8,1016.0,-200.0,6.7
25/02/2005,16.00.00,2.0,1040.0,-200.0,7.9
25/02/2005,17.00.00,2.3,1089.0,-200.0,8.4
25/02/2005,18.00.00,2.8,1148.0,-200.0,12.1
25/02/2005,19.00.00,3.4,1162.0,-200.0,12.6
25/02/2005,20.00.00,4.0,1197.0,-200.0,13.6
25/02/2005,21.00.00,2.3,1059.0,-200.0,8.1
25/02/2005,22.00.00,2.7,1207.0,-200.0,11.2
25/02/2005,23.00.00,2.7,1188.0,-200.0,10.1
26/02/2005,00.00.00,2.8,1153.0,-200.0,8.8
26/02/2005,01.00.00,2.1,1061.0,-200.0,6.8
26/02/2005,02.00.00,1.9,1028.0,-200.0,6.4
26/02/2005,03.00.00,2.1,1082.0,-200.0,6.7
26/02/2005,04.00.00,1.7,1037.0,-200.0,5.2
26/02/2005,05.00.00,1.3,942.0,-200.0,3.6
26/02/2005,06.00.00,0.9,904.0,-200.0,2.7
26/02/2005,07.00.00,1.0,855.0,-200.0,1.9
26/02/2005,08.00.00,1.0,914.0,-200.0,3.9
26/02/2005,09.00.00,1.5,933.0,-200.0,4.1
26/02/2005,10.00.00,1.5,942.0,-200.0,3.7
26/02/2005,11.00.00,1.4,943.0,-200.0,3.6
26/02/2005,12.00.00,2.4,959.0,-200.0,4.1
26/02/2005,13.00.00,2.8,971.0,-200.0,4.5
26/02/2005,14.00.00,2.9,954.0,-200.0,4.5
26/02/2005,15.00.00,2.6,929.0,-200.0,2.9
26/02/2005,16.00.00,2.5,933.0,-200.0,3.1
26/02/2005,17.00.00,2.7,967.0,-200.0,3.9
26/02/2005,18.00.00,2.8,987.0,-200.0,4.2
26/02/2005,19.00.00,3.0,1003.0,-200.0,5.2
26/02/2005,20.00.00,3.7,1138.0,-200.0,10.2
26/02/2005,21.00.00,3.5,1087.0,-200.0,8.1
26/02/2005,22.00.00,3.8,1129.0,-200.0,8.5
26/02/2005,23.00.00,4.3,1191.0,-200.0,10.7
27/02/2005,00.00.00,4.8,1256.0,-200.0,11.5
27/02/2005,01.00.00,4.2,1171.0,-200.0,9.5
27/02/2005,02.00.00,3.3,1016.0,-200.0,5.3
27/02/2005,03.00.00,3.0,1035.0,-200.0,5.8
27/02/2005,04.00.00,-200.0,980.0,-200.0,4.6
27/02/2005,05.00.00,1.0,901.0,-200.0,2.7
27/02/2005,06.00.00,0.9,914.0,-200.0,3.1
27/02/2005,07.00.00,1.1,940.0,-200.0,3.2
27/02/2005,08.00.00,1.1,935.0,-200.0,3.6
27/02/2005,09.00.00,1.2,970.0,-200.0,3.7
27/02/2005,10.00.00,1.7,1064.0,-200.0,6.4
27/02/2005,11.00.00,1.6,1023.0,-200.0,5.2
27/02/2005,12.00.00,1.4,955.0,-200.0,3.9
27/02/2005,13.00.00,1.8,943.0,-200.0,4.1
27/02/2005,14.00.00,1.1,895.0,-200.0,2.5
27/02/2005,15.00.00,0.9,890.0,-200.0,2.2
27/02/2005,16.00.00,1.1,904.0,-200.0,2.3
27/02/2005,17.00.00,1.1,888.0,-200.0,2.4
27/02/2005,18.00.00,1.2,905.0,-200.0,2.9
27/02/2005,19.00.00,1.6,974.0,-200.0,4.9
27/02/2005,20.00.00,2.6,1048.0,-200.0,6.8
27/02/2005,21.00.00,1.5,895.0,-200.0,3.1
27/02/2005,22.00.00,1.0,875.0,-200.0,2.1
27/02/2005,23.00.00,1.3,943.0,-200.0,3.9
28/02/2005,00.00.00,1.6,947.0,-200.0,3.8
28/02/2005,01.00.00,1.0,865.0,-200.0,1.8
28/02/2005,02.00.00,0.6,823.0,-200.0,1.0
28/02/2005,03.00.00,0.4,798.0,-200.0,0.6
28/02/2005,04.00.00,0.3,781.0,-200.0,0.4
28/02/2005,05.00.00,0.3,781.0,-200.0,0.3
28/02/2005,06.00.00,0.3,779.0,-200.0,0.2
28/02/2005,07.00.00,0.4,817.0,-200.0,0.7
28/02/2005,08.00.00,1.0,893.0,-200.0,2.6
28/02/2005,09.00.00,1.2,883.0,-200.0,3.1
28/02/2005,10.00.00,1.0,839.0,-200.0,2.3
28/02/2005,11.00.00,0.9,809.0,-200.0,2.0
28/02/2005,12.00.00,0.8,805.0,-200.0,2.0
28/02/2005,13.00.00,1.1,840.0,-200.0,3.1
28/02/2005,14.00.00,1.0,812.0,-200.0,2.9
28/02/2005,15.00.00,0.8,782.0,-200.0,2.1
28/02/2005,16.00.00,0.9,799.0,-200.0,2.5
28/02/2005,17.00.00,0.9,812.0,-200.0,2.8
28/02/2005,18.00.00,2.0,922.0,-200.0,6.7
28/02/2005,19.00.00,2.4,938.0,-200.0,8.1
28/02/2005,20.00.00,2.5,939.0,-200.0,7.4
28/02/2005,21.00.00,1.6,827.0,-200.0,3.6
28/02/2005,22.00.00,0.9,776.0,-200.0,1.9
28/02/2005,23.00.00,0.7,755.0,-200.0,1.4
01/03/2005,00.00.00,0.6,766.0,-200.0,1.2
01/03/2005,01.00.00,0.6,762.0,-200.0,0.9
01/03/2005,02.00.00,0.4,736.0,-200.0,0.6
01/03/2005,03.00.00,0.2,715.0,-200.0,0.2
01/03/2005,04.00.00,0.2,716.0,-200.0,0.2
01/03/2005,05.00.00,0.2,731.0,-200.0,0.3
01/03/2005,06.00.00,0.2,735.0,-200.0,0.3
01/03/2005,07.00.00,0.5,779.0,-200.0,1.0
01/03/2005,08.00.00,1.5,915.0,-200.0,5.2
01/03/2005,09.00.00,1.9,905.0,-200.0,6.1
01/03/2005,10.00.00,1.4,835.0,-200.0,3.6
01/03/2005,11.00.00,0.9,798.0,-200.0,2.3
01/03/2005,12.00.00,0.7,783.0,-200.0,1.9
01/03/2005,13.00.00,0.8,807.0,-200.0,2.6
01/03/2005,14.00.00,1.0,827.0,-200.0,3.1
01/03/2005,15.00.00,0.9,822.0,-200.0,2.7
01/03/2005,16.00.00,1.0,830.0,-200.0,3.0
01/03/2005,17.00.00,0.9,833.0,-200.0,3.0
01/03/2005,18.00.00,1.4,882.0,-200.0,5.0
01/03/2005,19.00.00,2.1,967.0,-200.0,7.5
01/03/2005,20.00.00,2.8,1009.0,-200.0,9.5
01/03/2005,21.00.00,2.2,911.0,-200.0,5.3
01/03/2005,22.00.00,1.0,808.0,-200.0,2.4
01/03/2005,23.00.00,1.1,812.0,-200.0,2.5
02/03/2005,00.00.00,0.9,790.0,-200.0,2.2
02/03/2005,01.00.00,0.8,765.0,-200.0,1.5
02/03/2005,02.00.00,0.6,761.0,-200.0,1.3
02/03/2005,03.00.00,0.5,788.0,-200.0,0.9
02/03/2005,04.00.00,-200.0,790.0,-200.0,0.7
02/03/2005,05.00.00,0.4,804.0,-200.0,0.9
02/03/2005,06.00.00,0.5,831.0,-200.0,1.4
02/03/2005,07.00.00,0.7,881.0,-200.0,3.5
02/03/2005,08.00.00,2.4,1099.0,-200.0,11.0
02/03/2005,09.00.00,2.8,1100.0,-200.0,12.4
02/03/2005,10.00.00,2.0,1042.0,-200.0,8.3
02/03/2005,11.00.00,2.2,1026.0,-200.0,8.9
02/03/2005,12.00.00,1.4,905.0,-200.0,5.7
02/03/2005,13.00.00,1.2,891.0,-200.0,5.5
02/03/2005,14.00.00,1.9,968.0,-200.0,9.0
02/03/2005,15.00.00,1.3,909.0,-200.0,6.3
02/03/2005,16.00.00,2.0,938.0,-200.0,9.1
02/03/2005,17.00.00,2.0,971.0,-200.0,8.4
02/03/2005,18.00.00,3.4,1148.0,-200.0,17.5
02/03/2005,19.00.00,5.1,1299.0,-200.0,23.3
02/03/2005,20.00.00,5.3,1315.0,-200.0,19.0
02/03/2005,21.00.00,2.8,1180.0,-200.0,11.1
02/03/2005,22.00.00,1.6,1070.0,-200.0,6.2
02/03/2005,23.00.00,1.4,1031.0,-200.0,5.0
03/03/2005,00.00.00,1.4,1047.0,-200.0,5.3
03/03/2005,01.00.00,1.4,1030.0,-200.0,4.2
03/03/2005,02.00.00,1.1,986.0,-200.0,3.5
03/03/2005,03.00.00,0.9,992.0,-200.0,3.0
03/03/2005,04.00.00,1.0,1076.0,-200.0,4.1
03/03/2005,05.00.00,1.0,1104.0,-200.0,4.0
03/03/2005,06.00.00,1.2,1160.0,-200.0,5.1
03/03/2005,07.00.00,1.4,1217.0,-200.0,6.7
03/03/2005,08.00.00,3.0,1457.0,-200.0,15.6
03/03/2005,09.00.00,4.2,1337.0,-200.0,17.1
03/03/2005,10.00.00,2.1,1111.0,-200.0,8.8
03/03/2005,11.00.00,2.0,1165.0,-200.0,6.9
03/03/2005,12.00.00,1.6,1129.0,-200.0,5.4
03/03/2005,13.00.00,1.4,1092.0,-200.0,4.9
03/03/2005,14.00.00,1.6,1096.0,-200.0,5.3
03/03/2005,15.00.00,1.5,1108.0,-200.0,5.4
03/03/2005,16.00.00,1.7,1124.0,-200.0,5.5
03/03/2005,17.00.00,1.9,1216.0,-200.0,7.5
03/03/2005,18.00.00,3.8,1437.0,-200.0,16.7
03/03/2005,19.00.00,5.4,1473.0,-200.0,18.2
03/03/2005,20.00.00,4.2,1396.0,-200.0,15.5
03/03/2005,21.00.00,3.8,1285.0,-200.0,10.9
03/03/2005,22.00.00,2.3,1206.0,-200.0,8.7
03/03/2005,23.00.00,2.1,1179.0,-200.0,7.3
04/03/2005,00.00.00,2.3,1213.0,-200.0,7.5
04/03/2005,01.00.00,2.3,1142.0,-200.0,6.8
04/03/2005,02.00.00,1.7,1089.0,-200.0,4.7
04/03/2005,03.00.00,1.2,982.0,-200.0,2.5
04/03/2005,04.00.00,0.6,888.0,-200.0,1.3
04/03/2005,05.00.00,0.9,979.0,-200.0,2.2
04/03/2005,06.00.00,1.1,1023.0,-200.0,3.6
04/03/2005,07.00.00,1.9,1153.0,-200.0,7.5
04/03/2005,08.00.00,3.7,1393.0,-200.0,16.8
04/03/2005,09.00.00,6.1,1567.0,-200.0,28.0
04/03/2005,10.00.00,4.6,1334.0,-200.0,15.8
04/03/2005,11.00.00,3.3,1280.0,-200.0,15.5
04/03/2005,12.00.00,3.3,1330.0,-200.0,14.9
04/03/2005,13.00.00,3.4,1349.0,-200.0,16.4
04/03/2005,14.00.00,3.6,1349.0,-200.0,15.6
04/03/2005,15.00.00,3.9,1344.0,-200.0,16.1
04/03/2005,16.00.00,4.8,1337.0,-200.0,16.6
04/03/2005,17.00.00,3.9,1316.0,-200.0,15.9
04/03/2005,18.00.00,3.6,1253.0,-200.0,13.3
04/03/2005,19.00.00,3.6,1258.0,-200.0,14.9
04/03/2005,20.00.00,4.6,1326.0,-200.0,18.5
04/03/2005,21.00.00,2.3,1109.0,-200.0,7.9
04/03/2005,22.00.00,1.6,1029.0,-200.0,5.0
04/03/2005,23.00.00,1.8,1112.0,-200.0,6.5
05/03/2005,00.00.00,2.2,1100.0,-200.0,6.0
05/03/2005,01.00.00,2.1,1136.0,-200.0,6.8
05/03/2005,02.00.00,1.7,1000.0,-200.0,4.0
05/03/2005,03.00.00,1.5,1041.0,-200.0,4.4
05/03/2005,04.00.00,-200.0,1009.0,-200.0,4.0
05/03/2005,05.00.00,1.1,975.0,-200.0,3.5
05/03/2005,06.00.00,1.1,993.0,-200.0,4.3
05/03/2005,07.00.00,0.8,872.0,-200.0,2.0
05/03/2005,08.00.00,1.3,1017.0,-200.0,6.1
05/03/2005,09.00.00,2.3,1070.0,-200.0,8.7
05/03/2005,10.00.00,1.1,915.0,-200.0,3.1
05/03/2005,11.00.00,1.1,978.0,-200.0,5.2
05/03/2005,12.00.00,1.5,968.0,-200.0,5.3
05/03/2005,13.00.00,1.6,1008.0,-200.0,6.7
05/03/2005,14.00.00,2.2,1025.0,-200.0,8.3
05/03/2005,15.00.00,1.5,983.0,-200.0,5.9
05/03/2005,16.00.00,1.8,1018.0,-200.0,7.3
05/03/2005,17.00.00,2.0,1101.0,-200.0,8.4
05/03/2005,18.00.00,1.9,1116.0,-200.0,7.7
05/03/2005,19.00.00,2.5,1161.0,-200.0,9.1
05/03/2005,20.00.00,2.6,1212.0,-200.0,10.9
05/03/2005,21.00.00,3.2,1225.0,-200.0,10.2
05/03/2005,22.00.00,2.2,1154.0,-200.0,7.8
05/03/2005,23.00.00,1.9,1140.0,-200.0,7.0
06/03/2005,00.00.00,2.4,1201.0,-200.0,9.2
06/03/2005,01.00.00,1.8,1011.0,-200.0,4.6
06/03/2005,02.00.00,0.9,867.0,-200.0,2.1
06/03/2005,03.00.00,0.8,856.0,-200.0,1.5
06/03/2005,04.00.00,0.7,859.0,-200.0,1.3
06/03/2005,05.00.00,0.6,859.0,-200.0,0.8
06/03/2005,06.00.00,0.5,842.0,-200.0,0.6
06/03/2005,07.00.00,0.6,856.0,-200.0,1.1
06/03/2005,08.00.00,0.6,867.0,-200.0,1.0
06/03/2005,09.00.00,0.7,877.0,-200.0,1.5
06/03/2005,10.00.00,0.7,869.0,-200.0,1.4
06/03/2005,11.00.00,0.9,900.0,-200.0,2.0
06/03/2005,12.00.00,1.0,899.0,-200.0,2.3
06/03/2005,13.00.00,1.0,895.0,-200.0,2.6
06/03/2005,14.00.00,1.4,992.0,-200.0,6.7
06/03/2005,15.00.00,3.0,1104.0,-200.0,13.3
06/03/2005,16.00.00,1.5,933.0,-200.0,4.0
06/03/2005,17.00.00,1.7,973.0,-200.0,5.3
06/03/2005,18.00.00,2.3,1069.0,-200.0,8.6
06/03/2005,19.00.00,2.5,1055.0,-200.0,6.2
06/03/2005,20.00.00,2.1,1032.0,-200.0,5.3
06/03/2005,21.00.00,1.5,982.0,-200.0,4.1
06/03/2005,22.00.00,1.4,968.0,-200.0,3.5
06/03/2005,23.00.00,1.4,979.0,-200.0,4.1
07/03/2005,00.00.00,1.4,935.0,-200.0,3.2
07/03/2005,01.00.00,1.2,942.0,-200.0,3.2
07/03/2005,02.00.00,0.9,883.0,-200.0,1.7
07/03/2005,03.00.00,0.6,841.0,-200.0,0.7
07/03/2005,04.00.00,0.4,843.0,-200.0,0.5
07/03/2005,05.00.00,0.4,872.0,-200.0,0.6
07/03/2005,06.00.00,0.5,862.0,-200.0,0.8
07/03/2005,07.00.00,0.7,917.0,-200.0,1.7
07/03/2005,08.00.00,1.5,1022.0,-200.0,5.2
07/03/2005,09.00.00,1.9,1022.0,-200.0,6.6
07/03/2005,10.00.00,1.6,961.0,-200.0,5.5
07/03/2005,11.00.00,1.4,912.0,-200.0,4.4
07/03/2005,12.00.00,1.3,896.0,-200.0,4.4
07/03/2005,13.00.00,1.3,890.0,-200.0,4.3
07/03/2005,14.00.00,1.2,891.0,-200.0,4.5
07/03/2005,15.00.00,1.3,894.0,-200.0,4.5
07/03/2005,16.00.00,1.4,907.0,-200.0,4.8
07/03/2005,17.00.00,1.7,973.0,-200.0,6.3
07/03/2005,18.00.00,2.5,1035.0,-200.0,9.6
07/03/2005,19.00.00,3.8,1146.0,-200.0,15.0
07/03/2005,20.00.00,4.2,1176.0,-200.0,15.4
07/03/2005,21.00.00,2.8,1057.0,-200.0,8.9
07/03/2005,22.00.00,1.5,974.0,-200.0,5.0
07/03/2005,23.00.00,1.8,1044.0,-200.0,6.5
08/03/2005,00.00.00,1.5,988.0,-200.0,4.4
08/03/2005,01.00.00,1.5,1016.0,-200.0,5.3
08/03/2005,02.00.00,1.2,929.0,-200.0,3.1
08/03/2005,03.00.00,0.8,876.0,-200.0,1.9
08/03/2005,04.00.00,-200.0,872.0,-200.0,1.7
08/03/2005,05.00.00,0.7,888.0,-200.0,1.9
08/03/2005,06.00.00,0.7,927.0,-200.0,2.8
08/03/2005,07.00.00,1.3,991.0,-200.0,5.5
08/03/2005,08.00.00,3.4,1317.0,-200.0,18.3
08/03/2005,09.00.00,5.5,1402.0,-200.0,26.3
08/03/2005,10.00.00,4.1,1222.0,-200.0,16.3
08/03/2005,11.00.00,3.0,1109.0,-200.0,12.3
08/03/2005,12.00.00,1.9,959.0,-200.0,7.4
08/03/2005,13.00.00,1.8,964.0,-200.0,8.1
08/03/2005,14.00.00,2.1,1006.0,-200.0,10.8
08/03/2005,15.00.00,2.3,1002.0,-200.0,9.7
08/03/2005,16.00.00,2.3,997.0,-200.0,9.9
