사원ID,부서,성과등급,근속연수,교육참가횟수,평균만족도
qb66kqud9d,YF,A,12.0,7,
mogspnbpi3,YC,C,19.0,16,5.0
xy36r358i1,YE,C,,4,2.2
m2lgcjkjif,YD,C,10.0,9,3.2
tvmdrt9xx8,YF,B,18.0,23,0.6
2s7c69tcyd,YA,C,15.0,22,3.7
s30ckpu84p,XY,S,5.0,2,1.3
ofzscxe9l8,YD,A,18.0,9,2.2
tfbh017zae,YC,C,18.0,18,4.4
enfqhckxci,XX,C,13.0,8,4.9
edkf918lzt,YF,B,19.0,13,2.1
1tz79jmzao,YF,B,4.0,3,4.2
9s8tu0s9v9,XY,A,12.0,8,0.3
anjraiulx9,XZ,S,19.0,12,4.2
ltehvyrhjc,YB,A,5.0,5,3.1
n2po6eu3sa,YB,C,18.0,19,2.4
viqdtgvl0n,XX,S,19.0,17,4.4
gfbpkcuokn,YE,S,6.0,3,4.2
scjn8tftog,YE,S,15.0,18,1.5
172uskom9u,YA,S,11.0,13,4.0
rra1irey2c,YD,A,16.0,23,0.5
e47eyfk4n2,YG,B,2.0,1,4.1
6upreknjyk,XZ,B,17.0,18,3.4
egelfo57sj,YC,C,12.0,11,0.4
8d5t8der5y,YG,B,7.0,5,3.4
6z3zozk55r,YG,B,17.0,24,2.9
ojsnmtzc51,YF,B,3.0,3,
bf9ou7w5lc,XX,B,2.0,1,1.5
divfomexgy,YB,C,10.0,10,1.3
ms0ygnc4k6,YA,A,13.0,13,
ajnhisjjwp,YE,S,18.0,24,1.3
6ufe0v5ypp,XX,B,16.0,12,2.2
95cj3bvzbf,YF,A,20.0,30,3.5
9vfc9meo6n,YC,B,11.0,5,0.4
1g9unarqxv,YA,B,13.0,6,3.0
2qs5figi9v,YF,S,15.0,14,2.9
z0b75c69pj,YB,S,10.0,9,3.4
1zahsk28jk,YB,S,14.0,14,1.8
pu3v2rdjro,YB,B,4.0,3,2.2
9n7a1932yo,XX,B,15.0,8,1.6
7llju9ycub,XX,B,11.0,8,4.0
4x6506zneq,YE,S,17.0,20,0.7
2fmoctekvx,YE,C,8.0,12,4.8
50lpiusyvh,YC,A,5.0,6,3.2
gxpfomla8a,YA,C,12.0,8,4.4
p8jekj9rxu,XY,B,17.0,10,2.1
0f9irdd0r0,XY,B,5.0,2,1.7
3sah530o41,YF,C,18.0,10,
4gi5mbnqtt,YB,B,14.0,17,0.5
mwqw7sq26j,YA,A,12.0,15,0.6
3ywllsy020,YG,B,4.0,5,1.5
vgh6q7ijab,XX,A,10.0,5,4.8
tgsdluhp5c,YD,C,7.0,4,
ny0eywv1ll,XZ,C,12.0,12,2.8
xg24yyodsz,YC,B,17.0,22,3.5
l75jr8kqe0,YB,A,20.0,20,2.1
c4az4vvfne,YB,B,6.0,8,3.8
idwfvweyq6,YB,S,,17,2.0
jlrm7mdr0h,XX,S,18.0,15,4.1
hp030ql7c4,XX,S,4.0,2,1.3
shh311b461,XZ,S,5.0,3,1.4
cy488x058c,YG,B,17.0,22,2.6
p7okv5q0ap,YA,S,17.0,15,2.2
52y6xkq8tt,YB,A,5.0,4,3.2
4elasxctky,XY,C,20.0,12,1.8
isndams7wz,YE,C,18.0,23,1.2
h5zgcww29s,XY,S,14.0,10,2.3
fdtqhkfdc3,YF,S,2.0,2,2.8
q7wqluc5uv,XY,S,13.0,14,0.7
7slx852c1b,YF,B,5.0,3,2.8
6potfu9cm4,YD,C,12.0,7,1.6
12nb3rxo9c,YE,S,6.0,4,2.0
0qbma48clr,XY,A,3.0,2,1.4
ba8lgbt5kf,YD,S,18.0,27,
k8ohzc6b58,YC,C,9.0,4,3.4
r5rrn6leos,YA,S,7.0,4,1.3
h7v922d45u,YD,C,10.0,11,3.2
f3q1y6w3di,YA,S,14.0,10,4.2
rg5780hql3,XY,A,12.0,17,2.0
sov5zcaohj,YG,S,17.0,9,4.1
k0p1w0d3fs,YD,A,17.0,19,0.8
x2jie64mof,YE,A,3.0,4,4.1
3bfwy0foea,XY,S,,12,2.7
merrd0d2xt,YB,A,13.0,9,1.1
818462e71e,XX,B,9.0,7,2.0
pfwl7osqbi,YD,S,12.0,7,4.9
kb55pyyuqw,YE,S,11.0,5,3.9
tyyzo72zye,YC,A,14.0,7,2.9
imvandigzc,YB,A,18.0,11,0.6
o8imkqhw5m,YC,S,8.0,9,2.1
8gdtk1xaqw,XY,B,4.0,6,1.3
taxdj0k5ox,XX,A,14.0,15,0.4
vsko8u1qiw,YD,A,20.0,30,2.7
di5ep8gbf3,YD,C,8.0,12,4.4
lgwazp2jp7,YG,B,10.0,12,3.4
c0kodtasc7,YG,B,20.0,26,1.2
1huwk4iais,XY,S,14.0,17,2.9
o4iw8nhg10,XY,B,9.0,6,4.7
e0ejfqur87,XX,S,19.0,24,3.6
e1jmme5aaa,YG,C,3.0,1,3.4
nrx1q0kz2k,YE,B,19.0,22,4.8
qgot3howsl,YE,A,19.0,28,4.0
nvsedcqogs,XX,C,12.0,17,0.7
fghp9t2q0g,YE,S,2.0,2,1.7
4lhhgjl9oi,YF,C,15.0,10,4.8
wwxho8dmku,YA,S,17.0,20,2.4
5vwq56g98w,XX,C,12.0,14,0.6
wahotb9tot,XX,S,2.0,2,2.3
kj46amgeo0,XZ,B,8.0,9,3.5
eak6mnkkqj,YB,A,17.0,10,5.0
1ogcqsbynp,YB,S,15.0,16,1.6
ouj7n5eblt,YF,C,16.0,9,2.6
9o1agn48uj,YG,S,15.0,17,
l73g6axu7o,XY,S,12.0,13,1.8
8t2n4yenht,XY,S,17.0,17,0.5
vu065m9qfe,YC,C,20.0,17,4.7
azr0y9acum,YF,A,18.0,25,2.4
smd9lpco3g,XX,B,7.0,4,2.5
rqv78t79hs,YF,A,12.0,11,3.1
owstj1mm2v,YF,S,18.0,9,0.0
p5no6sh3pe,YF,C,10.0,10,4.7
bvkr9jsr39,YB,A,19.0,15,1.8
hdmgxraf71,YF,S,18.0,23,2.0
72f2djpeyg,YA,B,13.0,7,0.9
q3il3uzsi6,XY,B,6.0,3,1.9
c3u7rcqdkn,YC,B,,13,4.0
j5i90plggu,YA,S,5.0,2,
qhvmf4joqz,YC,C,5.0,3,4.7
9exqcb8css,XZ,A,4.0,6,2.0
irxiw6dl45,YC,B,18.0,12,3.5
xs6a5cx0ac,XY,S,8.0,7,2.5
1rrych7yvv,XY,S,5.0,5,4.0
jgnv43khs6,YF,A,14.0,14,3.6
df4r0d9hmh,YD,B,13.0,6,1.8
kkusgrrk8q,XZ,S,2.0,3,1.7
e6cgi046rf,XX,A,20.0,21,1.3
igenwb9wec,YE,C,19.0,23,2.9
38tsc7ets8,YC,C,12.0,18,4.8
9jdvm5d7n7,YD,C,4.0,3,1.0
v7bvexswkq,YF,B,18.0,26,0.5
sc17fvux68,YB,A,13.0,6,0.6
6wmygg9drt,XX,A,11.0,5,
fs2wq85ajt,YG,S,9.0,10,1.8
r7826ylyne,YD,S,16.0,12,1.1
s9utmckcuq,YB,S,,6,1.8
sy7lxt33bi,XZ,A,5.0,6,3.2
go4yulpllu,YF,S,20.0,19,2.7
g1vz8s7if0,XX,A,5.0,3,3.7
k18oykhc0p,XX,A,16.0,13,1.7
u75uc0kntg,XX,C,18.0,20,2.3
j9u913lohp,XZ,S,13.0,15,0.5
f1omo65uhe,YC,C,4.0,2,0.4
rn54nnneex,YG,B,11.0,6,2.3
kue57jld99,XZ,B,16.0,13,1.5
49otncoycm,YE,B,11.0,16,3.1
i8iohih728,YG,A,19.0,21,0.2
bhfa24qc51,XY,A,2.0,1,0.6
chwrj8hw0a,YF,A,4.0,5,4.3
5h1wjtsc1c,XZ,S,13.0,7,2.8
yyyqoeu6cl,YB,C,,1,3.6
mfiug3w1ee,YG,A,4.0,3,4.2
d5z8vp50cv,YE,C,4.0,2,2.3
cfxx9ppttk,XY,C,6.0,9,3.8
9mp253du61,YC,C,20.0,11,2.6
3petjdws1u,YB,S,2.0,2,1.1
7ji8cfrugb,YG,S,5.0,2,1.7
05fn0wg2yb,YF,B,5.0,5,2.5
gksqod362x,YB,B,18.0,26,1.6
lvbwoci0gh,XY,C,15.0,21,1.7
svobzdqv7m,YB,B,19.0,16,1.7
u99j18sxxu,YA,C,2.0,3,0.6
74iiuzd5sm,YD,S,17.0,10,0.4
o67uz2kbia,YC,S,,2,0.2
8i8jchky7w,XY,S,10.0,13,0.6
e0cr62xr11,YB,A,5.0,2,1.7
x7qbes988v,YD,C,6.0,6,3.0
u1xperjoet,YD,S,12.0,17,0.9
pqsv7yc7ha,YB,C,10.0,11,4.4
v4t55sw5az,YF,B,4.0,6,4.0
r9632ldeek,YA,B,7.0,10,
5p3tjft8oi,XZ,S,12.0,18,3.6
3991pkoqfr,YA,C,,9,1.8
p0azql5xx3,YB,S,16.0,20,0.2
s2gh86o4iy,YC,B,4.0,2,4.5
x7hsqp6ejd,XZ,S,2.0,3,0.6
ot5dvd8n09,XY,C,20.0,28,4.7
6kdvf6btyl,YA,B,15.0,9,2.9
k1hav0b1z0,YB,A,18.0,22,1.5
c8v1e9kfrl,YA,B,15.0,20,2.5
pjwvebmjo9,XZ,A,18.0,18,
kkuudig7p2,YE,S,15.0,7,
va7tibsw95,YG,S,13.0,18,1.8
lbam2agpbl,YA,C,17.0,15,3.7
4w8tboh2qd,XY,A,2.0,2,2.6
y91uotc4dj,XY,S,14.0,18,1.2
s4zy39q700,XX,A,7.0,3,1.7
8tiirkq6re,YA,S,,19,4.3
svorhqkltb,YG,B,13.0,14,2.6
4rv5bp6oq5,YF,S,20.0,24,2.6
q4f3n8esu6,YD,C,7.0,3,4.8
6d1uwc9hop,YG,B,8.0,4,1.6
utg88quked,YD,C,2.0,2,2.4
8ohcvfuxiw,YD,B,2.0,2,4.1
ynf488tdzw,YE,A,,3,3.8
vo33zpsdu9,XX,C,7.0,9,1.3
x5x0i3avo7,YG,S,17.0,11,0.8
so47q8t45o,YG,A,17.0,25,3.5
1hufsarg7n,YE,S,15.0,17,1.3
fy3bvocim2,YA,B,2.0,1,4.6
w7c9iw8piz,YA,B,14.0,15,0.6
sr5rzzojy3,YA,S,11.0,16,1.6
986vu5mxab,YC,S,11.0,12,0.3
4ocj6s37nx,YD,A,10.0,7,3.5
11ac4a7ezz,YC,S,14.0,11,4.5
q79kdt5dgr,XX,C,4.0,3,3.2
3alsoph8uh,YE,C,19.0,22,4.7
36pl67a4yz,YG,S,3.0,3,0.6
zklunf3ukq,YD,C,18.0,25,0.4
eyh5cfvz5p,YC,S,20.0,13,4.2
xgeg9it11t,YC,A,14.0,11,4.3
hsp1yixjx4,YB,C,14.0,18,4.2
pzcc3f74yf,YC,C,2.0,2,4.0
5htar0a3a4,YF,S,3.0,3,1.8
okeuofznud,YG,C,2.0,3,1.1
nkrsu9jwon,YF,B,6.0,5,4.6
kjjkgxfjrc,YG,A,4.0,5,1.5
5ky1hqfvxl,YE,A,8.0,9,2.0
vr4wxgzxah,YG,C,14.0,12,3.5
t1nla84ipy,YF,C,19.0,23,1.5
t12gxx5vys,YG,B,8.0,10,4.1
oio3zenjhj,YE,B,2.0,1,0.4
a1lcb4t73b,YE,C,6.0,6,4.0
pcr89pslbd,XX,C,18.0,13,3.0
quivep55zj,YG,B,9.0,5,2.9
j8nb8egcdj,YB,S,16.0,23,2.3
uxorbbtrsq,YA,B,5.0,5,1.4
r90hy6bjlo,XY,S,3.0,1,
9ain6hm45e,YE,A,6.0,9,2.3
118jdawx2u,XZ,A,2.0,2,2.9
r6juvdptcf,YA,B,6.0,8,1.4
m5s2rwxpx4,YD,S,7.0,4,0.4
t559t960sq,YG,B,3.0,2,0.7
a7a68r9hdz,YF,B,2.0,1,3.5
prah3n3qby,XY,S,5.0,7,0.1
1uemshnw4b,XZ,B,8.0,7,4.3
86sdk4abow,YA,A,2.0,3,3.5
8rd99bt1t2,YG,C,2.0,3,3.8
7vo0v8pi20,XX,C,9.0,4,4.2
8yhzzip92y,YD,B,,16,0.6
83kvglazua,XY,S,14.0,15,4.1
w4585rlfzu,YB,S,19.0,10,2.5
a4uld6j5nt,XX,A,11.0,12,4.4
f7umbh6xao,XZ,S,13.0,15,4.4
co48viphgx,XY,S,2.0,2,0.1
uq07bpd2o6,XX,A,,11,1.9
pel21sosqj,YD,B,10.0,5,2.6
orpt7t3o2h,YB,C,4.0,4,3.4
l0cn73h2dy,XX,A,20.0,24,1.4
itjep1itm0,YC,B,10.0,5,1.3
z7awayxv9q,YB,A,11.0,14,1.9
kd5b3gp240,XZ,B,20.0,10,2.5
7q9q286s31,YD,A,17.0,19,
8a07swy2dd,YG,B,19.0,19,3.8
557lijb0ao,YF,A,15.0,19,2.1
gnmffm1sy9,YF,B,4.0,2,0.3
py1stxafz3,YF,A,3.0,4,0.8
f94c4gwmea,XY,C,2.0,1,2.3
fvvbxtidvv,XZ,C,19.0,15,4.1
5nj2ixp7h3,YD,S,10.0,9,1.9
enkk8gai11,YB,B,14.0,18,2.7
qp1fohfy4v,XY,A,3.0,2,4.5
59tgtmdk4v,XZ,B,8.0,5,4.6
djyl8bhnic,YG,C,17.0,14,1.1
hksy19osph,YC,B,20.0,23,0.2
v9eqffv6cm,YD,A,16.0,21,1.5
u15c71jxt3,YF,B,12.0,15,3.5
i9zdtn1eh3,XX,A,2.0,3,4.8
p6mi2w5o5y,YD,C,8.0,12,0.4
turtdx7g4l,YE,C,9.0,10,0.1
3pjam972ok,XZ,C,,15,4.4
kihvju4cuj,YA,S,6.0,8,3.7
fkahzgmqv1,YG,C,10.0,10,5.0
2xfe8c1du1,YC,B,2.0,3,2.0
kx2t84tl1i,YG,S,3.0,3,
qt9f3aly6p,YD,C,20.0,17,0.9
7c57d72pz2,YA,B,15.0,11,0.6
yzqt98amcp,YE,B,11.0,7,2.9
mrot8fzyi6,YB,B,10.0,7,1.8
ylkkmwc7ft,XX,A,11.0,6,0.4
dwty91728h,YA,S,7.0,10,4.4
5mzpj78pfy,XZ,B,18.0,9,1.0
xq0u6xqg8z,YF,A,7.0,6,3.7
96s6tyrrhw,YE,C,5.0,4,
6ltp75xo2d,XX,B,4.0,2,4.1
ueiglr9nuy,YC,A,20.0,23,0.6
d3ynxsl0b2,YF,B,19.0,26,3.8
a5v8ue33ev,YD,S,5.0,3,0.5
p2rwptp57o,YA,S,9.0,12,2.2
ddj3kru9s7,XX,C,18.0,14,
hxvax2tvf3,XY,B,6.0,3,0.9
xxdyd60h0b,YB,A,14.0,11,
6nynvg9rh4,YB,C,2.0,2,4.3
uo0tlqrqo3,YE,B,14.0,15,4.4
1dbrciel2x,YC,C,5.0,6,0.2
cnm2b6okno,YE,A,15.0,12,0.8
43hcxcde04,XY,C,,5,0.6
lu4oe2zo1y,XZ,C,6.0,3,0.9
4eurwukaqm,YC,C,8.0,8,4.9
lb8qlgg8i2,YG,B,2.0,2,2.8
6bcqkcqx1c,XZ,A,13.0,13,2.3
1nhmfj4lkd,YC,S,12.0,9,4.9
mylr9mis21,YC,B,9.0,4,2.8
2d0ryvxfoc,XY,S,7.0,4,3.3
jl7rv4fhuk,YD,S,3.0,3,1.7
jbb0y1vfl4,XY,B,20.0,21,1.9
6fg79s55ww,YC,B,15.0,17,3.0
a1uijur313,XX,A,2.0,2,0.3
dtimke3m08,XZ,A,11.0,7,1.3
ns4refitps,XY,C,17.0,21,1.0
4goqrlln8h,YD,S,5.0,2,
mwguad1vlb,YA,A,12.0,18,2.7
b4j8wvjm5f,YE,C,,16,2.8
g2ju4h3u34,YC,A,2.0,2,1.9
m6betyxcoe,YG,B,17.0,23,1.3
zw69gh5r1l,YA,A,20.0,20,3.3
slvjuu5hq0,YB,S,10.0,13,0.7
hz2sdri13g,YF,A,10.0,5,2.6
371vyjdo89,YD,S,10.0,6,
qt3k4g1zfi,YG,B,18.0,24,0.8
jfkrpfkg2s,YF,S,13.0,16,3.8
sctt7yiepl,YD,A,14.0,8,3.8
c38l7motd9,XX,C,9.0,13,0.3
9o5mvf5mhg,YE,B,17.0,17,0.1
yb0lolfneu,YA,A,19.0,27,
08qt6463lv,XZ,B,,2,1.0
1gwgx8r1jc,YD,B,2.0,1,
mj9cucybrg,XZ,A,13.0,7,2.8
hyo59fzxlh,YE,A,7.0,10,1.3
i4hsnkge88,YC,C,10.0,12,
zxdskhubbu,YB,B,6.0,4,2.5
byrmg1zy1d,YA,B,17.0,20,2.0
k6diclhlj5,YE,A,19.0,15,3.5
qoojdpwxb9,YE,S,18.0,26,4.5
8w5lw3ahpj,XX,A,19.0,14,4.0
tw7vsbbgd8,YF,B,2.0,1,1.4
j7veihniq7,YB,A,20.0,15,4.4
wcmr7zyuo9,YA,C,9.0,5,4.2
nzagd4ijl5,YC,S,4.0,2,4.6
p07zsm0sm1,YC,A,6.0,6,2.3
yxk7xni6b1,XY,C,9.0,6,3.8
7dl7qvihe4,YE,B,,14,3.0
idvhvrowik,YD,A,19.0,15,1.6
hj7g3hkuoo,XX,B,19.0,18,5.0
dck9fpukou,YB,C,2.0,2,0.2
b1nt2mg2bu,YC,B,16.0,11,0.8
s3jygjotab,YA,C,19.0,18,4.5
bb6dtrp9lp,XY,C,8.0,5,0.3
0bmkmyrh9j,YA,C,17.0,10,4.4
fk072d6g7l,XX,A,17.0,10,3.6
sutlx2u5e4,YD,B,16.0,12,
4c6hyprs4c,XY,B,7.0,10,2.1
3ku7b42vr8,XY,S,10.0,8,3.8
txnwu3nbnd,YF,S,8.0,6,2.9
b31wuagp33,YB,S,15.0,18,4.7
k3ul4cs9n2,XY,S,12.0,11,4.3
8zoegafeew,YF,B,17.0,20,1.7
49n9z82wpr,YF,C,7.0,6,
ijnrb3xvwh,XX,C,17.0,11,4.7
rl4yl3nx2l,XZ,A,17.0,12,2.6
axlfav5nck,YA,C,13.0,8,0.4
kyyt4tb8dh,YD,B,18.0,13,4.1
7zwd2xi6do,YG,B,6.0,7,4.3
c0h7aa4kit,YA,B,14.0,20,3.2
vwzgvyt4zv,XY,A,9.0,7,2.2
00pf2be2c2,YD,S,6.0,6,3.3
oae7zrqwh1,YC,C,13.0,11,3.5
omcv1qy3p0,XZ,B,10.0,7,4.5
ji0a9sie2c,YC,B,4.0,3,4.8
b4adkjj3w6,YC,S,4.0,2,2.6
2v0pt72v0f,YB,B,2.0,3,4.0
zx8bvc8fo3,YA,C,19.0,24,4.8
k6z2xda99u,YG,A,13.0,9,0.8
6rr034uia3,XX,B,10.0,13,0.1
nqisn5e8v4,YG,C,10.0,6,4.3
n1zzlzogo0,YC,B,19.0,25,1.0
zn9rgtgsxu,XY,S,19.0,23,0.2
wbwmzcfzvn,XZ,B,8.0,6,0.8
4kfms00zn0,YE,B,5.0,2,1.9
u3dqpnziw2,YG,A,14.0,8,1.1
oiofo6u6u0,YC,S,18.0,14,1.5
tp0oe5bfrc,XZ,S,3.0,3,4.9
a9zbcygb9v,YD,A,,11,3.5
t7ie5qemwd,YA,B,4.0,5,3.6
g1on1lhiji,YF,C,6.0,3,
okcprqbddi,YB,S,15.0,9,3.7
a9xly5ns82,XZ,S,4.0,2,3.7
986ui6h74r,XY,B,8.0,8,3.3
2zma13md3x,XY,B,19.0,9,1.1
tz06t1jsy5,XZ,S,14.0,14,2.1
kb7sgdbxt7,XY,B,11.0,11,4.2
ht6wz5c3f9,YA,C,14.0,21,3.4
3ofu2114ux,XY,S,17.0,18,
csiljbtymp,YG,C,10.0,6,2.9
kmgek1b6y4,YF,C,3.0,2,
wjbn3vo7ga,XY,B,6.0,5,3.8
y4at4avjvk,YF,C,18.0,17,0.3
t6tk00knbp,YC,B,5.0,6,3.4
a8tz5dfyka,XX,A,18.0,12,5.0
uf94yo46cu,YA,B,10.0,5,3.9
dgyoaie50t,XX,C,3.0,2,1.5
hqhvpmx4gg,YC,A,19.0,21,1.4
b54f1rn1k9,YA,B,,6,
oat1rdvpt9,XZ,C,14.0,9,4.5
t1tse12fik,XZ,S,9.0,9,2.9
asfn47dq9c,YF,S,2.0,2,2.6
lj1mseh9bv,YC,B,18.0,24,0.8
e80ulqm8cv,YF,B,13.0,9,3.6
x1dt1q88e1,YB,S,5.0,5,3.5
tu8cdc8egr,XY,C,14.0,21,4.8
o1ueko0ol0,YE,C,10.0,6,1.5
og9hfy4nvv,YB,C,8.0,4,3.8
qogndj8glv,XY,B,6.0,4,2.2
3x5i8jfifz,YA,A,6.0,9,2.8
sgv9xw962p,YF,A,18.0,18,4.1
mky2drfqrb,YA,A,10.0,7,1.1
1xlcne46sw,YA,A,7.0,6,1.7
gldghs87ix,XY,A,20.0,18,3.9
w34da6c4z0,YC,B,17.0,24,2.9
ddxhrs7fsn,XY,B,3.0,1,0.5
v4pjze7xg5,YD,A,11.0,13,2.2
hjdgm6qsji,XZ,B,17.0,12,
0x8hdrzsl0,XZ,B,6.0,9,4.5
kujiai7a98,YB,A,16.0,18,0.9
kb4uu2pei0,XZ,C,14.0,14,4.0
25ez84gq0v,XY,B,14.0,15,0.7
kcny6gegrh,YG,C,14.0,20,1.2
5yqsya0w09,YF,B,16.0,9,1.2
n67ix7mp2k,XY,B,15.0,16,4.4
dx331658zn,XY,A,9.0,8,1.0
d7gwjqys0q,YE,B,12.0,13,3.9
pnovmsl53h,YF,S,19.0,24,2.3
8hltwifusr,YD,S,5.0,4,5.0
klp4xaj8ju,XZ,A,11.0,15,4.2
fhqso6kduo,YF,C,2.0,3,3.7
fyzlr13t39,XZ,C,6.0,5,4.4
cpufoq80g4,YB,C,14.0,12,3.2
4a2e6c9n1e,YF,S,2.0,2,4.2
4h5kturmx5,XZ,C,9.0,10,1.3
3pv5bkgxus,YD,C,4.0,6,0.5
d1h7oatjk4,XX,A,4.0,4,3.1
2gvwr27im2,YA,C,8.0,6,2.2
y1wg4jo8iq,YA,S,5.0,2,
aohppl0p6x,YD,S,4.0,4,2.6
bzjyto89bz,YE,S,,13,1.8
zp9qqvlxie,XX,A,9.0,12,3.1
tsxs00b3bs,YB,A,4.0,2,0.2
1o1jo8cwj5,YD,B,8.0,6,4.8
a3b10gap21,YA,C,19.0,10,4.6
80zbcq9fsq,YA,A,12.0,17,4.7
69yfav28ev,YA,S,,13,1.8
6y0gudj7bp,YC,S,18.0,14,2.7
zbm1fbhb23,YD,A,7.0,4,4.8
vrehdofmpi,XY,A,9.0,11,4.5
n7hwrnc1r5,YB,A,2.0,2,4.0
h0jiszizr9,YA,B,11.0,15,2.0
r0ny33v8e7,XZ,S,20.0,18,2.8
whwa7zppit,YD,B,4.0,6,4.0
kzahbnwwe6,YC,B,5.0,4,1.4
xf5qccsgio,YD,C,12.0,8,3.1
qi599sz1vd,YB,S,16.0,9,4.1
kj1ejmzuf4,YC,S,,1,3.5
1073umi8os,YB,A,10.0,14,2.4
768ufuw8ww,YD,A,12.0,11,2.9
9eki986ww2,XY,C,20.0,27,4.9
znf7f2sla3,YB,B,14.0,9,3.0
yxylvb21v6,YC,A,17.0,8,3.9
0br9y1z0ci,YC,A,5.0,7,3.6
lqg6ndk0mt,YB,S,2.0,3,3.5
2oj94njgat,YG,S,14.0,12,
a0q6k34kc1,YD,A,2.0,3,2.3
pn7gpz9wlq,YG,S,6.0,5,2.4
yfnamik2bc,YE,C,,5,2.3
dl8ttmllv4,YD,A,15.0,14,0.2
csq7gt3i23,YB,S,15.0,11,1.2
dnsgj7i7pp,XX,C,9.0,7,0.8
qzbicbbn92,YB,S,5.0,2,4.4
kht97mhdm8,YG,S,8.0,8,
yo4vfx0ou8,XY,S,20.0,23,0.7
yov8osg1dw,YB,A,16.0,11,0.6
4i9nt4315n,YB,B,5.0,5,3.5
eact9m14i4,XY,S,20.0,26,0.0
805vbtk3tj,YB,C,10.0,6,2.4
weg052s5b8,YA,A,14.0,10,0.6
w1e6yqhdui,XX,A,,22,4.2
13x4rtitwy,XZ,C,15.0,16,
cpvlf3wbem,XX,S,11.0,6,4.8
8pg3zo8atq,YB,B,17.0,18,2.2
cs4vrir7fb,YA,S,6.0,4,
cipe6usa0v,YD,C,7.0,8,3.0
s8jvahly82,YB,A,3.0,2,1.8
2tuqj6bm50,YG,B,14.0,9,2.2
tlpi6kbu7t,YA,A,14.0,15,0.3
d83jerkk7w,XY,C,20.0,23,4.0
s73k2zm00c,YA,S,19.0,19,1.2
kq7ne09mwv,XY,B,20.0,18,2.3
bd1ooy633u,YE,A,2.0,3,2.4
gr2lc81mut,XZ,A,9.0,7,2.8
oateoubfbt,YF,A,17.0,24,
1yjacaumps,YA,S,3.0,3,3.5
d991vb3mna,YC,B,9.0,11,3.3
pvwy27h3lj,YG,S,7.0,6,2.6
x3mdnzeo03,YB,S,17.0,17,0.5
6u6wmmauh6,YG,S,12.0,7,2.0
7nfmyzckq7,XX,C,18.0,22,4.8
asxou7lo6r,YF,C,20.0,17,5.0
z1fjz5hp8c,XX,C,12.0,12,3.7
q38kp9c5p2,YE,B,9.0,13,1.1
gu59zroipd,YF,S,5.0,2,0.5
yeua78ih5i,YF,S,12.0,7,2.1
po64dcv1h8,XX,C,9.0,8,4.3
acrui3m9h6,XY,S,10.0,10,3.6
mu2fym18s2,XX,S,3.0,1,4.4
a0xdck6pew,YG,A,17.0,25,3.1
3g92ij0bwo,XY,S,7.0,10,0.7
opcvm37x85,YG,A,20.0,11,0.6
csox1tvocq,YE,S,9.0,13,0.2
n8ke51i5p2,YB,B,15.0,20,2.8
dvwsvpipas,YD,C,17.0,11,1.2
3p6o65679b,XY,A,13.0,13,3.7
ay973n8c92,YE,C,6.0,9,3.4
b5go9tsbos,YC,A,20.0,23,1.6
vlhlznn7l4,YE,A,19.0,17,0.9
loilg0w7zs,XX,A,10.0,8,0.5
vxppiis97j,XX,B,3.0,3,3.7
bg1u9su3u5,YD,S,13.0,15,2.3
v0e8m6ed6v,YE,A,3.0,3,1.6
pdono4uxq0,XZ,B,11.0,12,4.3
5hrwvy1nr3,YB,A,2.0,1,3.0
uk8o5t97fv,XX,S,5.0,2,
0xu2mbi1w3,YD,A,13.0,9,3.7
rlhek8isvn,YB,B,10.0,15,4.1
qluh98ukvh,YE,S,5.0,2,3.4
1yfiimb4ts,YE,B,10.0,12,2.2
99uszskl1a,YF,S,7.0,5,1.9
wx2ahqm1jg,YD,S,2.0,3,3.9
u6dic8ufxi,XX,C,11.0,13,2.6
fh9nezl278,XZ,C,15.0,9,3.5
6ybr0y56z3,YE,C,19.0,12,4.5
ljzr86b1jc,XZ,S,7.0,3,4.6
5tka42dfys,YE,A,19.0,12,1.4
sz1mp91wnf,XX,B,17.0,18,0.9
iuqqsys36m,YB,B,16.0,23,1.3
m0gr67un8j,YA,B,17.0,24,3.8
k31zsmfjug,YB,C,9.0,13,
gl91dk1boy,YE,S,14.0,14,0.9
18m2ohf01y,YG,C,12.0,6,0.5
0wv9xw6gin,YA,A,8.0,7,1.6
wtn2bxhmsv,YA,S,18.0,14,0.7
0x5qilar4o,XZ,B,19.0,15,0.8
z09f2alhly,YD,C,20.0,23,3.4
s54n5wqoei,XZ,C,14.0,17,0.1
6jvazqi1te,XZ,A,16.0,19,
sev50otq2x,YG,A,2.0,2,4.2
wh0633knge,YB,C,17.0,12,4.2
osjnywtxva,YB,A,6.0,7,1.6
5etipawrj4,YC,B,4.0,5,0.4
ud2mw7jxi5,YE,A,11.0,10,3.5
ymj50wvztj,YG,A,20.0,24,1.8
h8by1o6kft,YC,C,6.0,4,0.2
jusaed8e2m,XX,C,8.0,4,0.8
rbn3f695ly,YE,S,15.0,15,0.7
uw7cr45peu,YE,S,4.0,2,2.9
xqjvsdqjkq,YF,C,14.0,9,4.5
2xepeec3ls,YF,A,14.0,16,4.0
6baq3zljp4,XY,A,11.0,8,2.7
io205d4xcb,XY,S,3.0,4,2.1
bfdx8ubu3n,XZ,S,7.0,9,3.1
6677637vd9,XX,S,9.0,9,2.2
pqbboz8nu2,YA,B,5.0,7,1.2
