지역,작물명,작물_분류,작업_상위_분류,등급,연속_작업_여부,작업_연도,작업_소요_일수,작업_순서,재배면적,작업_시작_일자,평균_기온,작업자_수,작업_유형
충청,콩,곡물,경작,A,아니오,2019,26.0,2,79179.65,2023-04-10,20.0,16,0
충청,콩,과일,경작,C,예,2021,8.0,2,41045.26,2023-08-24,18.39,10,0
강원,벼,곡물,방제,B,예,2018,10.0,3,30778.19,2023-06-26,23.21,9,0
충청,벼,과일,경작,C,아니오,2020,7.0,2,12483.85,2023-08-28,24.13,15,0
강원,밀,곡물,비료,A,예,2018,9.0,3,12645.47,2023-04-17,24.26,19,0
충청,벼,곡물,경작,B,아니오,2023,13.0,2,82160.51,2023-05-12,12.28,4,0
충청,밀,곡물,경작,B,예,2019,19.0,2,77867.01,2023-06-29,24.68,15,0
강원,밀,채소,수확,B,아니오,2020,17.0,2,17339.02,2023-10-16,24.52,13,1
전라,벼,곡물,비료,C,예,2022,12.0,1,24060.13,2023-08-17,18.09,13,0
강원,고구마,과일,비료,C,예,2020,3.0,4,67838.31,2023-11-18,18.7,10,1
충청,감자,곡물,경작,C,예,2022,13.0,3,64216.45,2023-02-17,13.9,10,0
강원,밀,과일,경작,B,아니오,2024,3.0,4,43346.7,2023-07-06,19.78,8,1
경상,밀,과일,비료,A,예,2022,22.0,2,14514.22,2023-04-21,17.51,10,0
서울경기,감자,채소,비료,B,예,2020,12.0,3,80800.37,2023-02-21,22.47,3,0
경상,벼,과일,경작,B,예,2019,14.0,2,18951.24,2023-03-07,14.79,8,0
강원,밀,과일,경작,A,예,2022,23.0,3,84968.87,2023-06-24,14.83,7,0
전라,벼,과일,경작,C,아니오,2020,27.0,1,30633.69,2023-07-07,21.02,12,0
충청,콩,곡물,경작,A,예,2023,19.0,1,52225.84,2023-05-11,21.7,6,0
서울경기,벼,과일,비료,A,예,2020,19.0,2,82480.14,2023-02-18,18.91,7,0
강원,밀,과일,방제,A,예,2024,23.0,3,79020.33,2023-07-09,24.9,15,0
서울경기,감자,과일,비료,B,아니오,2022,8.0,3,85594.57,2023-04-04,12.29,8,0
경상,밀,채소,수확,B,아니오,2018,3.0,3,26722.95,2023-08-17,19.12,6,1
서울경기,벼,과일,비료,C,아니오,2019,24.0,3,93151.05,2023-06-11,15.2,4,0
전라,벼,과일,수확,B,아니오,2018,22.0,2,82104.55,2023-08-12,24.33,4,0
전라,벼,곡물,경작,A,아니오,2021,7.0,2,74989.23,2023-03-13,14.16,19,0
충청,벼,과일,경작,A,아니오,2021,9.0,2,35144.74,2023-03-29,19.79,16,0
충청,밀,채소,경작,B,예,2019,27.0,1,30556.56,2023-02-17,22.31,11,0
강원,밀,채소,비료,C,예,2023,10.0,2,27005.42,2023-08-23,20.04,8,2
서울경기,벼,곡물,수확,A,아니오,2023,25.0,2,58024.61,2023-08-28,23.22,13,0
서울경기,벼,채소,비료,B,예,2019,29.0,1,63512.04,2023-07-23,19.95,17,0
서울경기,콩,곡물,경작,B,예,2018,17.0,3,57108.36,2023-08-20,23.05,12,1
강원,감자,채소,경작,B,아니오,2024,7.0,3,35147.25,2023-03-18,20.11,15,0
전라,밀,과일,수확,B,예,2024,6.0,4,69599.36,2023-10-13,26.73,7,1
강원,고구마,채소,수확,B,예,2019,12.0,1,21260.24,2023-11-20,19.95,8,2
경상,고구마,과일,비료,A,예,2021,22.0,3,42657.16,2023-11-26,27.43,16,1
전라,벼,과일,수확,B,아니오,2019,3.0,4,5317.0,2023-06-11,21.48,6,1
경상,벼,채소,경작,A,예,2021,23.0,2,66572.25,2023-08-22,13.89,5,0
서울경기,감자,채소,경작,C,아니오,2019,16.0,2,53450.2,2023-05-22,15.23,8,0
전라,콩,곡물,방제,B,예,2022,18.0,2,30327.64,2023-05-22,21.09,15,1
서울경기,밀,과일,수확,B,아니오,2019,11.0,1,46730.64,2023-02-11,17.9,18,0
서울경기,콩,곡물,방제,A,예,2020,28.0,1,94181.74,2023-03-10,18.29,4,0
전라,벼,곡물,수확,C,아니오,2021,8.0,3,90144.38,2023-06-15,21.55,9,0
경상,밀,채소,경작,A,아니오,2019,16.0,1,38292.57,2023-08-01,21.36,19,0
강원,벼,곡물,경작,A,아니오,2018,16.0,3,92249.81,2023-08-28,14.08,9,0
충청,밀,채소,경작,C,아니오,2021,24.0,1,96989.65,2023-07-31,19.27,18,0
서울경기,감자,채소,경작,B,아니오,2019,29.0,1,27122.29,2023-05-28,23.26,19,0
강원,밀,곡물,비료,C,예,2019,11.0,1,60911.61,2023-02-21,22.71,11,0
강원,감자,과일,수확,B,아니오,2018,29.0,1,64090.85,2023-08-21,14.33,9,0
강원,벼,곡물,비료,C,예,2022,7.0,3,47284.09,2023-02-21,17.36,19,0
충청,콩,곡물,수확,A,아니오,2024,26.0,3,50470.21,2023-06-25,13.35,18,0
강원,밀,곡물,경작,A,예,2022,19.0,1,30559.04,2023-04-08,16.02,9,0
강원,감자,곡물,방제,B,예,2019,10.0,4,15346.15,2023-06-04,17.81,10,1
전라,콩,채소,방제,A,예,2022,17.0,3,5223.59,2023-07-21,26.32,10,1
전라,벼,곡물,경작,C,예,2019,26.0,3,14910.53,2023-04-25,16.87,14,0
전라,고구마,곡물,경작,B,아니오,2019,11.0,3,29381.53,2023-06-22,17.95,10,0
충청,고구마,곡물,비료,C,예,2023,16.0,3,18320.07,2023-07-26,20.48,11,0
경상,밀,곡물,수확,A,예,2020,27.0,1,22294.93,2023-04-21,16.6,9,0
전라,밀,곡물,방제,A,예,2020,8.0,2,17220.79,2023-12-10,17.06,9,2
전라,벼,채소,비료,C,예,2024,15.0,3,6169.4,2023-11-29,10.82,3,2
서울경기,감자,곡물,비료,A,아니오,2018,19.0,2,78212.74,2023-06-16,12.41,6,0
서울경기,감자,과일,경작,B,아니오,2024,21.0,4,18990.08,2023-05-20,27.19,15,1
충청,밀,곡물,경작,B,예,2018,16.0,2,39115.76,2023-03-08,23.1,14,0
전라,밀,곡물,수확,A,아니오,2022,25.0,3,71594.51,2023-05-13,12.59,12,0
서울경기,밀,곡물,경작,B,아니오,2021,27.0,2,82091.57,2023-06-18,20.27,10,0
경상,감자,곡물,경작,C,예,2024,14.0,2,78631.44,2023-08-26,15.99,15,0
서울경기,콩,과일,수확,C,예,2019,28.0,2,79920.6,2023-07-28,12.48,19,0
충청,콩,채소,비료,B,아니오,2020,16.0,2,90317.55,2023-04-01,22.29,12,0
충청,감자,곡물,방제,B,예,2024,10.0,3,22396.32,2023-05-08,22.05,4,1
충청,밀,곡물,비료,C,아니오,2018,27.0,1,95192.11,2023-03-29,14.8,18,0
강원,밀,곡물,비료,B,아니오,2020,29.0,2,90450.56,2023-02-07,20.9,19,0
경상,감자,채소,수확,A,아니오,2022,16.0,2,52449.05,2023-05-16,23.45,2,1
서울경기,콩,곡물,방제,A,예,2021,8.0,2,95388.55,2023-03-22,12.47,8,0
강원,벼,곡물,경작,A,아니오,2022,18.0,2,22212.42,2023-08-21,17.01,6,0
전라,감자,곡물,수확,B,예,2020,14.0,4,66389.51,2023-05-30,22.09,12,1
강원,콩,곡물,방제,B,아니오,2018,9.0,3,22529.28,2023-06-17,13.49,3,2
경상,밀,곡물,비료,C,아니오,2023,11.0,3,57152.47,2023-03-31,19.77,16,0
서울경기,벼,곡물,경작,A,예,2018,26.0,1,86892.52,2023-03-13,18.37,19,0
충청,벼,채소,수확,B,아니오,2018,3.0,3,64176.29,2023-05-10,26.33,10,1
경상,밀,채소,경작,A,예,2022,23.0,2,32302.65,2023-07-13,15.06,16,0
강원,고구마,채소,경작,A,아니오,2020,11.0,2,45816.97,2023-06-14,22.77,4,0
경상,밀,채소,수확,A,예,2023,19.0,3,83326.65,2023-06-27,12.89,18,0
전라,콩,채소,비료,B,아니오,2018,23.0,1,80779.12,2023-05-06,23.52,15,0
강원,벼,곡물,비료,A,예,2019,7.0,1,34026.12,2023-07-08,14.06,11,0
경상,고구마,채소,수확,B,아니오,2022,10.0,3,24407.54,2023-04-17,17.88,11,0
서울경기,감자,곡물,비료,A,예,2018,14.0,2,66919.04,2023-02-04,20.02,12,0
서울경기,밀,곡물,수확,B,아니오,2020,13.0,3,99456.75,2023-08-19,12.56,15,0
전라,콩,곡물,비료,A,예,2019,28.0,2,46065.42,2023-05-15,14.5,6,0
서울경기,밀,곡물,비료,C,아니오,2022,10.0,3,19547.57,2023-07-11,17.42,19,0
전라,콩,채소,방제,C,예,2023,11.0,3,21853.02,2023-05-13,11.07,5,2
전라,콩,곡물,방제,A,예,2021,16.0,2,41153.26,2023-11-15,27.73,11,1
충청,밀,곡물,방제,A,예,2022,17.0,2,89289.72,2023-06-23,18.07,15,0
전라,콩,채소,수확,C,아니오,2019,17.0,4,16591.01,2023-11-03,16.25,11,1
전라,콩,곡물,비료,C,아니오,2021,22.0,2,77766.01,2023-08-23,19.06,18,0
충청,콩,과일,수확,C,예,2021,13.0,4,47474.71,2023-09-07,23.62,4,1
전라,콩,채소,방제,B,아니오,2020,29.0,3,31383.99,2023-08-02,22.57,3,0
충청,콩,채소,경작,A,예,2021,21.0,2,50743.49,2023-07-02,22.28,10,0
전라,감자,곡물,비료,A,예,2018,11.0,3,23761.44,2023-08-25,14.75,15,0
전라,고구마,채소,수확,C,예,2019,13.0,2,18273.05,2023-09-04,23.42,6,2
경상,고구마,채소,수확,C,예,2024,22.0,3,86353.67,2023-07-31,15.11,9,0
충청,밀,곡물,비료,C,예,2018,27.0,2,13450.75,2023-07-21,23.33,6,0
전라,고구마,채소,수확,B,예,2021,23.0,2,59860.18,2023-05-01,21.95,11,0
서울경기,감자,곡물,경작,C,아니오,2021,25.0,3,16591.98,2023-08-14,22.73,16,0
충청,벼,곡물,경작,B,예,2024,21.0,1,14258.74,2023-05-20,12.13,10,0
경상,콩,채소,수확,A,아니오,2021,22.0,3,25962.65,2023-10-24,29.65,3,1
서울경기,벼,곡물,경작,C,예,2021,17.0,1,44579.09,2023-03-09,12.14,8,0
서울경기,콩,과일,경작,A,아니오,2020,17.0,3,33459.6,2023-02-07,15.18,6,0
전라,밀,곡물,비료,A,예,2021,13.0,2,56006.68,2023-08-14,21.24,13,0
강원,벼,채소,경작,C,아니오,2022,12.0,3,90010.18,2023-03-21,20.59,6,0
강원,벼,곡물,경작,B,아니오,2024,13.0,2,34540.12,2023-03-18,24.66,5,0
충청,밀,과일,수확,B,아니오,2023,16.0,2,87696.63,2023-02-17,15.86,4,0
전라,감자,곡물,경작,A,아니오,2018,14.0,3,83825.01,2023-06-11,13.46,19,0
충청,고구마,채소,수확,C,아니오,2020,16.0,2,22496.42,2023-06-07,16.84,18,0
서울경기,밀,채소,수확,A,예,2019,17.0,1,91524.7,2023-02-23,22.84,14,0
전라,콩,과일,경작,C,아니오,2023,15.0,2,69664.92,2023-08-09,19.36,14,1
전라,콩,곡물,수확,A,아니오,2021,14.0,3,58567.56,2023-07-24,17.91,9,1
전라,고구마,곡물,경작,A,아니오,2019,21.0,1,96650.46,2023-05-13,22.69,8,0
충청,벼,곡물,수확,C,예,2022,16.0,3,38810.92,2023-07-18,18.29,10,1
충청,감자,곡물,비료,B,아니오,2019,7.0,2,61233.98,2023-02-10,20.1,11,0
경상,밀,채소,비료,A,예,2024,28.0,1,60566.35,2023-07-23,20.12,16,0
강원,밀,곡물,경작,B,아니오,2019,17.0,3,36202.01,2023-07-09,20.91,17,0
전라,콩,채소,방제,B,아니오,2018,13.0,2,37608.15,2023-10-08,17.89,11,1
경상,콩,곡물,비료,C,예,2021,18.0,2,68921.18,2023-07-02,12.72,17,0
전라,콩,과일,수확,C,예,2021,10.0,3,99387.49,2023-07-04,17.51,19,0
충청,감자,곡물,비료,B,예,2019,16.0,3,63755.88,2023-11-07,19.12,14,1
서울경기,벼,곡물,경작,B,아니오,2024,26.0,2,15654.64,2023-02-06,15.26,15,0
전라,고구마,과일,경작,B,예,2019,13.0,2,4635.48,2023-09-23,17.58,13,1
경상,콩,곡물,경작,B,아니오,2018,16.0,3,92602.02,2023-03-03,16.02,3,0
서울경기,벼,과일,비료,A,예,2021,17.0,1,17966.21,2023-03-21,21.21,4,0
충청,벼,과일,비료,B,예,2021,16.0,2,45581.84,2023-04-21,15.16,15,0
서울경기,밀,채소,방제,B,예,2018,18.0,1,49730.63,2023-07-27,13.73,15,0
강원,감자,곡물,수확,A,아니오,2024,15.0,3,19077.68,2023-05-14,15.89,19,0
충청,고구마,곡물,수확,B,아니오,2021,24.0,3,61741.78,2023-06-18,16.45,19,0
서울경기,밀,곡물,비료,C,예,2020,16.0,1,48391.5,2023-05-30,23.79,4,0
강원,감자,채소,수확,A,아니오,2022,12.0,2,49705.06,2023-04-17,13.93,13,0
전라,감자,채소,수확,A,아니오,2020,26.0,2,78216.25,2023-02-19,18.26,15,0
서울경기,콩,채소,경작,B,아니오,2022,9.0,2,22257.33,2023-06-21,23.3,19,0
충청,고구마,채소,방제,C,예,2022,7.0,2,10334.78,2023-06-16,19.2,7,2
서울경기,밀,과일,수확,B,아니오,2023,13.0,4,6186.19,2023-09-11,24.68,14,1
전라,감자,과일,경작,A,예,2023,13.0,2,71136.68,2023-03-10,19.92,15,0
전라,고구마,과일,경작,B,아니오,2020,25.0,1,72777.48,2023-04-11,18.71,15,0
서울경기,콩,채소,수확,B,아니오,2024,17.0,3,58795.53,2023-11-23,19.87,10,1
충청,벼,곡물,수확,A,아니오,2021,17.0,1,34122.67,2023-07-24,18.3,14,0
서울경기,벼,과일,경작,B,예,2022,16.0,1,42053.99,2023-02-25,18.82,6,0
전라,벼,곡물,방제,B,아니오,2020,12.0,1,98132.73,2023-03-16,24.71,7,0
경상,감자,채소,비료,A,아니오,2023,5.0,1,15274.06,2023-02-12,20.9,9,2
전라,콩,곡물,수확,A,아니오,2023,22.0,3,41255.73,2023-06-23,13.12,11,0
충청,콩,곡물,경작,B,아니오,2019,17.0,3,47161.39,2023-05-03,13.44,11,0
서울경기,벼,채소,비료,B,예,2018,23.0,1,37457.71,2023-04-07,22.57,9,0
충청,밀,채소,경작,A,예,2018,19.0,2,62213.35,2023-03-04,19.25,5,0
충청,밀,채소,수확,B,예,2023,10.0,3,26349.68,2023-06-17,27.17,6,1
전라,벼,과일,방제,B,예,2018,26.0,2,13144.17,2023-02-12,22.08,14,0
충청,고구마,채소,방제,C,예,2019,17.0,2,33788.37,2023-08-14,17.59,2,1
전라,콩,곡물,경작,A,예,2024,22.0,3,53003.6,2023-06-30,21.62,3,0
강원,감자,곡물,경작,B,예,2020,17.0,3,48264.42,2023-05-10,19.42,14,1
충청,벼,채소,경작,B,아니오,2018,21.0,2,48164.55,2023-04-22,17.66,8,0
전라,콩,채소,경작,A,아니오,2020,12.0,1,73167.29,2023-08-28,24.67,17,0
경상,감자,곡물,수확,A,아니오,2018,18.0,3,60658.93,2023-08-23,29.79,10,1
서울경기,콩,곡물,비료,C,아니오,2020,24.0,3,51537.38,2023-05-28,23.62,11,0
강원,밀,채소,수확,B,아니오,2019,19.0,1,24015.37,2023-06-24,17.08,5,0
충청,콩,과일,비료,A,예,2019,14.0,1,70766.22,2023-02-18,17.39,10,0
전라,감자,채소,경작,B,아니오,2024,19.0,1,57646.2,2023-02-04,19.41,9,0
전라,밀,곡물,경작,B,아니오,2022,24.0,1,71837.39,2023-04-12,12.98,7,0
충청,콩,채소,비료,A,아니오,2024,4.0,3,11067.14,2023-02-15,11.32,7,2
서울경기,고구마,곡물,방제,A,예,2023,18.0,1,92019.29,2023-06-13,24.84,3,0
서울경기,고구마,과일,방제,B,예,2020,21.0,3,86279.13,2023-03-01,24.81,14,0
충청,고구마,곡물,비료,C,예,2023,21.0,3,42232.77,2023-08-16,24.66,6,0
경상,밀,곡물,경작,B,아니오,2019,28.0,3,39805.01,2023-05-27,21.24,12,0
경상,콩,채소,방제,B,아니오,2018,1.0,1,28796.25,2023-05-24,13.48,9,2
서울경기,콩,채소,수확,C,예,2019,21.0,3,55927.61,2023-02-07,16.33,14,0
전라,벼,채소,수확,A,예,2018,15.0,1,18116.3,2023-02-01,23.85,8,0
강원,벼,과일,수확,B,예,2018,7.0,1,52476.45,2023-04-24,15.93,19,0
서울경기,감자,곡물,경작,A,아니오,2024,17.0,3,96524.56,2023-08-26,13.51,14,0
충청,밀,곡물,비료,B,예,2022,17.0,3,31350.01,2023-09-08,25.75,2,1
서울경기,고구마,채소,경작,C,아니오,2018,28.0,2,19851.8,2023-07-17,12.68,5,0
전라,벼,채소,수확,B,아니오,2018,29.0,3,17695.19,2023-06-12,14.67,11,0
전라,감자,과일,비료,B,예,2019,15.0,2,25162.37,2023-11-10,22.17,13,1
강원,밀,채소,경작,B,예,2018,8.0,2,59316.02,2023-03-10,23.12,3,0
서울경기,감자,채소,경작,B,예,2022,12.0,2,58299.9,2023-06-18,12.37,10,0
전라,밀,곡물,경작,B,예,2022,13.0,2,21897.19,2023-02-05,14.58,8,0
경상,밀,곡물,방제,B,아니오,2018,23.0,2,93738.39,2023-02-05,22.38,12,0
강원,콩,곡물,수확,A,예,2023,15.0,4,45902.59,2023-08-26,20.41,14,1
충청,감자,곡물,경작,B,아니오,2020,28.0,2,35279.43,2023-07-25,19.47,4,0
강원,밀,곡물,비료,A,예,2018,24.0,3,34927.46,2023-07-21,24.01,18,0
충청,고구마,채소,수확,B,예,2019,12.0,2,25972.28,2023-07-30,24.93,13,1
전라,벼,과일,방제,C,아니오,2020,22.0,2,55372.38,2023-03-18,20.09,5,0
강원,고구마,채소,수확,B,예,2018,12.0,3,12696.14,2023-05-10,13.73,16,0
서울경기,고구마,채소,방제,A,예,2020,18.0,3,93551.02,2023-02-24,22.68,10,0
서울경기,고구마,과일,비료,B,아니오,2021,18.0,2,82918.44,2023-03-09,22.24,15,0
전라,밀,곡물,경작,B,아니오,2022,16.0,2,25028.21,2023-07-24,12.58,10,0
전라,벼,과일,경작,C,아니오,2018,29.0,2,78662.53,2023-08-13,24.79,8,0
강원,벼,채소,수확,C,예,2024,13.0,3,39171.17,2023-02-19,13.96,3,0
강원,감자,곡물,수확,B,아니오,2023,16.0,2,59401.4,2023-11-12,21.22,15,1
경상,벼,채소,경작,C,아니오,2021,13.0,2,32064.5,2023-03-21,14.61,15,0
충청,콩,과일,경작,A,예,2022,17.0,3,50660.9,2023-06-12,14.41,17,0
충청,밀,곡물,비료,A,예,2018,17.0,2,45163.23,2023-02-19,18.65,4,0
서울경기,벼,곡물,수확,C,아니오,2019,12.0,3,54417.6,2023-04-03,18.74,10,0
서울경기,콩,과일,수확,A,예,2019,23.0,1,68582.42,2023-02-24,19.34,14,0
서울경기,벼,과일,수확,C,아니오,2024,16.0,2,40418.96,2023-08-30,18.65,14,0
서울경기,고구마,곡물,비료,B,예,2024,13.0,2,92325.74,2023-03-02,21.22,6,0
강원,콩,곡물,방제,A,아니오,2018,16.0,2,33164.34,2023-02-01,21.65,17,0
서울경기,콩,곡물,비료,C,아니오,2020,18.0,3,98183.06,2023-04-29,16.33,7,0
강원,벼,채소,경작,B,예,2023,11.0,2,79200.01,2023-02-13,16.86,14,0
전라,밀,곡물,수확,B,아니오,2024,22.0,2,90330.34,2023-04-22,13.2,9,0
충청,콩,곡물,방제,C,아니오,2023,10.0,3,27047.51,2023-06-16,20.27,12,2
서울경기,벼,곡물,수확,A,예,2019,26.0,2,33775.67,2023-02-03,24.42,15,0
전라,감자,곡물,비료,B,아니오,2024,25.0,2,61741.41,2023-08-23,13.94,7,0
경상,벼,채소,경작,A,예,2023,11.0,2,13399.7,2023-07-08,13.77,7,0
강원,고구마,곡물,수확,A,예,2023,18.0,3,91274.07,2023-06-06,22.03,7,0
전라,감자,채소,수확,B,예,2020,16.0,2,17244.09,2023-11-11,24.68,12,1
충청,고구마,과일,비료,A,아니오,2024,5.0,2,10570.96,2023-06-13,11.42,6,2
충청,밀,채소,수확,B,예,2022,17.0,2,40815.27,2023-08-11,16.39,13,1
강원,고구마,채소,경작,C,아니오,2020,4.0,1,13936.43,2023-11-23,20.46,9,2
경상,벼,과일,수확,C,예,2019,13.0,2,15801.09,2023-01-31,22.54,10,2
서울경기,고구마,곡물,경작,B,아니오,2020,17.0,1,79099.05,2023-05-14,16.4,8,0
서울경기,콩,곡물,경작,A,예,2023,18.0,3,94698.56,2023-03-25,15.09,3,0
전라,고구마,곡물,방제,B,예,2022,13.0,3,5214.96,2023-04-01,14.94,10,2
전라,감자,채소,경작,B,예,2021,3.0,2,40244.85,2023-05-02,26.37,15,1
서울경기,콩,채소,경작,B,아니오,2018,20.0,4,39231.51,2023-09-16,24.62,11,1
충청,콩,곡물,비료,B,예,2021,26.0,3,24241.93,2023-06-29,21.84,7,0
경상,고구마,곡물,수확,A,예,2024,17.0,1,48900.22,2023-05-25,20.44,5,0
전라,벼,곡물,경작,B,예,2023,13.0,3,27359.27,2023-08-24,14.34,13,0
서울경기,콩,곡물,경작,B,예,2023,18.0,2,84904.16,2023-02-22,24.89,7,0
서울경기,고구마,과일,수확,B,아니오,2024,22.0,2,15021.81,2023-06-16,21.99,14,1
서울경기,콩,채소,방제,B,예,2021,18.0,1,27660.25,2023-06-26,20.35,16,0
전라,감자,곡물,경작,A,아니오,2018,20.0,3,39453.67,2023-07-27,12.81,16,0
충청,감자,곡물,비료,A,아니오,2020,3.0,4,53567.98,2023-09-29,24.74,3,1
서울경기,벼,곡물,수확,C,예,2024,18.0,2,36169.82,2023-05-01,18.01,5,0
충청,콩,채소,방제,B,아니오,2018,15.0,4,13430.83,2023-07-22,17.23,11,1
충청,밀,채소,수확,A,예,2019,9.0,3,37983.09,2023-06-28,15.3,3,0
충청,벼,곡물,경작,B,예,2019,7.0,1,31139.01,2023-04-30,24.82,9,0
전라,벼,채소,비료,A,예,2020,17.0,4,56530.25,2023-05-12,18.72,4,1
서울경기,콩,채소,방제,B,아니오,2018,20.0,2,53284.38,2023-07-16,22.02,8,1
강원,콩,채소,수확,B,아니오,2022,28.0,1,56389.01,2023-08-03,18.6,19,0
전라,콩,채소,방제,C,예,2019,10.0,3,20424.95,2023-06-25,18.44,9,2
서울경기,벼,과일,경작,B,아니오,2023,7.0,2,63814.63,2023-04-20,18.34,7,0
강원,감자,곡물,방제,A,예,2021,6.0,1,27783.73,2023-12-23,20.89,12,2
전라,콩,채소,수확,B,아니오,2018,16.0,2,24035.58,2023-03-12,18.41,10,2
서울경기,밀,과일,방제,B,예,2019,14.0,1,34763.94,2023-04-28,19.61,10,0
충청,콩,채소,경작,B,예,2020,24.0,3,16979.23,2023-06-24,16.82,9,0
강원,콩,과일,비료,A,예,2020,12.0,3,57230.34,2023-02-20,24.91,11,0
충청,고구마,과일,수확,B,아니오,2018,16.0,3,28577.63,2023-07-11,16.14,12,1
강원,콩,채소,방제,C,아니오,2020,13.0,3,29674.81,2023-04-19,19.27,6,2
경상,벼,과일,경작,B,예,2023,8.0,1,49473.49,2023-05-16,19.59,4,0
서울경기,밀,곡물,방제,B,아니오,2020,17.0,3,43247.34,2023-06-19,16.31,9,0
강원,밀,채소,경작,B,아니오,2022,24.0,3,75622.6,2023-05-11,23.34,10,0
강원,벼,곡물,수확,A,아니오,2023,26.0,1,59215.2,2023-08-11,20.37,14,0
충청,밀,과일,방제,A,아니오,2019,25.0,1,98812.02,2023-03-25,20.73,17,0
전라,밀,곡물,방제,B,예,2018,26.0,1,14960.41,2023-06-14,17.93,13,0
서울경기,감자,과일,수확,B,아니오,2024,20.0,1,71659.36,2023-08-25,22.57,8,0
충청,콩,과일,수확,B,아니오,2022,11.0,4,12113.26,2023-08-30,17.72,10,1
서울경기,고구마,곡물,경작,A,아니오,2019,16.0,3,76520.03,2023-02-10,20.26,6,0
전라,감자,채소,수확,C,예,2018,6.0,4,51346.19,2023-06-10,18.73,12,1
충청,벼,채소,경작,B,아니오,2018,21.0,2,66959.76,2023-07-17,15.2,8,0
서울경기,벼,곡물,비료,B,아니오,2024,10.0,1,32891.46,2023-07-03,14.18,5,0
강원,고구마,과일,수확,B,아니오,2022,7.0,2,15272.24,2023-03-24,18.01,16,0
강원,벼,채소,비료,B,아니오,2020,12.0,3,47930.37,2023-09-07,19.13,14,1
서울경기,콩,곡물,비료,B,예,2019,15.0,1,81298.52,2023-04-20,22.77,4,0
서울경기,콩,과일,경작,A,아니오,2018,12.0,3,49360.94,2023-07-08,22.82,7,1
전라,벼,곡물,수확,A,아니오,2020,12.0,1,15216.3,2023-03-24,24.66,9,0
서울경기,벼,곡물,경작,B,예,2018,17.0,1,92841.1,2023-06-20,15.63,7,0
충청,콩,채소,경작,C,아니오,2019,28.0,1,64077.21,2023-07-22,24.97,16,0
전라,콩,곡물,경작,B,예,2021,21.0,2,67155.74,2023-08-03,15.78,10,0
전라,콩,곡물,수확,A,아니오,2024,7.0,3,61681.65,2023-06-10,22.16,8,0
강원,밀,곡물,경작,C,예,2018,13.0,2,25475.27,2023-07-05,16.11,18,0
강원,콩,곡물,방제,C,아니오,2022,16.0,1,64782.33,2023-07-27,22.4,15,0
전라,고구마,곡물,경작,A,예,2023,19.0,2,29556.1,2023-03-06,21.88,3,0
전라,밀,곡물,비료,B,아니오,2020,29.0,1,57566.61,2023-08-04,22.03,10,0
경상,콩,과일,경작,B,예,2020,13.0,4,14228.59,2023-10-23,23.29,14,1
전라,밀,곡물,경작,C,아니오,2021,15.0,3,82865.63,2023-07-20,22.31,19,0
충청,벼,채소,경작,B,아니오,2024,16.0,1,64304.49,2023-06-19,17.37,16,0
강원,벼,과일,수확,C,아니오,2022,17.0,1,37860.44,2023-02-01,21.47,6,0
강원,콩,과일,비료,A,예,2020,13.0,3,9420.71,2023-01-22,24.75,2,2
서울경기,콩,채소,경작,C,아니오,2021,16.0,1,88906.66,2023-06-21,14.01,15,0
강원,밀,과일,방제,A,예,2023,27.0,1,88906.97,2023-03-21,13.77,5,0
강원,콩,과일,수확,B,예,2020,8.0,4,60177.72,2023-11-20,25.09,11,1
전라,벼,채소,경작,B,예,2022,20.0,3,97369.43,2023-02-07,14.77,3,0
전라,벼,곡물,비료,B,아니오,2022,11.0,3,32319.36,2023-08-03,18.16,8,0
전라,벼,채소,비료,B,아니오,2019,5.0,1,2970.1,2023-05-04,13.15,1,2
강원,콩,채소,경작,C,예,2023,8.0,1,4707.37,2023-12-24,23.59,1,2
경상,밀,곡물,비료,B,예,2022,8.0,2,40588.86,2023-06-17,12.34,7,0
강원,밀,과일,경작,A,아니오,2021,11.0,3,83693.2,2023-04-04,21.51,3,0
강원,밀,곡물,비료,A,아니오,2020,13.0,3,88794.4,2023-03-28,17.53,16,0
서울경기,밀,과일,경작,B,아니오,2020,26.0,1,70881.43,2023-03-04,17.48,17,0
서울경기,콩,곡물,비료,A,아니오,2024,16.0,3,29277.31,2023-05-14,19.41,11,0
충청,콩,채소,수확,B,아니오,2019,17.0,3,36562.3,2023-06-20,15.07,15,1
서울경기,콩,곡물,비료,B,예,2019,23.0,1,47252.35,2023-05-18,13.66,19,0
충청,감자,채소,경작,A,아니오,2024,4.0,2,11678.17,2023-07-27,25.64,9,1
충청,감자,곡물,비료,A,아니오,2023,13.0,2,74411.42,2023-02-26,23.49,9,0
강원,밀,채소,수확,C,예,2019,15.0,3,67881.08,2023-06-03,18.01,4,1
전라,콩,곡물,경작,B,아니오,2020,19.0,3,12462.84,2023-05-30,19.47,14,0
충청,감자,곡물,수확,A,아니오,2023,16.0,3,54931.73,2023-10-25,23.32,15,1
서울경기,감자,곡물,비료,B,아니오,2019,13.0,3,64976.33,2023-06-08,15.19,10,1
서울경기,콩,채소,수확,C,예,2021,16.0,2,5568.44,2023-07-27,15.45,14,1
서울경기,벼,채소,비료,A,예,2019,7.0,1,97949.9,2023-07-13,17.6,16,0
충청,감자,곡물,비료,B,예,2020,25.0,2,36836.76,2023-06-23,18.94,19,0
