사고년도,가해자성별,가해자연령,가해차종,가해자신체상해정도,피해자성별,피해자연령,피해차종,피해자신체상해정도,사고유형,가해자법규위반,기상상태,시각,사건번호
2016,여,54세,승용차,상해없음,여,48세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-04_21시,ID_2946
2017,남,48세,화물차,상해없음,남,74세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2017-05-07_8시,ID_4225
2017,남,44세,승용차,상해없음,남,25세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2017-11-17_18시,ID_4201
2019,남,71세,승용차,상해없음,남,62세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-02-26_16시,ID_6341
2017,남,14세,자전거,상해없음,여,16세,보행자,경상,차대사람 - 횡단중,신호위반,맑음,2017-03-20_17시,ID_4401
2020,여,47세,자전거,경상,남,61세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-09-05_14시,ID_7062
2018,남,74세,승용차,상해없음,남,57세,자전거,경상,차대차 - 측면충돌,교차로통행방법위반,맑음,2018-11-12_12시,ID_5328
2016,남,78세,승용차,상해없음,여,73세,자전거,중상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-06-21_10시,ID_3164
2017,남,11세,자전거,상해없음,여,63세,보행자,중상,차대사람 - 횡단중,안전운전불이행,맑음,2017-04-22_12시,ID_3747
2016,여,36세,승용차,상해없음,남,67세,자전거,경상,차대차 - 기타,기타,맑음,2016-10-12_9시,ID_3177
2015,남,63세,승용차,상해없음,남,59세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-07-18_8시,ID_140
2020,남,62세,자전거,경상,남,17세,개인형이동수단(PM),경상,차대차 - 정면충돌,중앙선침범,맑음,2020-06-27_22시,ID_7746
2017,여,34세,승용차,상해없음,여,68세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2017-09-07_13시,ID_4109
2015,남,55세,승용차,상해없음,남,16세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-09-23_17시,ID_734
2017,여,32세,승용차,상해없음,여,58세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-23_18시,ID_4059
2020,여,64세,승용차,상해없음,남,77세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2020-07-03_8시,ID_7257
2020,여,23세,자전거,상해없음,여,68세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2020-02-04_16시,ID_6850
2019,남,37세,승용차,상해없음,여,54세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-05-29_16시,ID_6353
2016,남,37세,자전거,상해없음,남,69세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2016-07-26_21시,ID_2445
2018,남,16세,자전거,상해없음,여,85세,보행자,중상,차대사람 - 기타,기타,맑음,2018-09-21_17시,ID_4988
2019,남,67세,승용차,상해없음,남,36세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-01-07_7시,ID_6820
2018,남,51세,자전거,상해없음,여,39세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-09-22_10시,ID_5108
2017,남,59세,자전거,상해없음,남,70세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,2017-07-12_19시,ID_4144
2016,남,61세,자전거,상해없음,여,70세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2016-09-19_17시,ID_3050
2018,남,46세,승용차,상해없음,남,31세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-01-12_16시,ID_5715
2017,남,65세,승용차,상해없음,여,28세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2017-06-02_23시,ID_4599
2018,남,59세,승용차,상해없음,여,74세,자전거,경상,차대차 - 정면충돌,신호위반,흐림,2018-10-23_9시,ID_4940
2020,남,28세,승용차,상해없음,여,15세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-04-10_22시,ID_6870
2017,남,63세,승용차,상해없음,여,57세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2017-05-04_16시,ID_4173
2016,남,56세,승용차,상해없음,남,23세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2016-12-18_19시,ID_3583
2015,남,28세,승용차,상해없음,여,54세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-06-10_13시,ID_751
2016,남,60세,승용차,상해없음,남,68세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-19_19시,ID_2731
2018,남,39세,승용차,상해없음,남,24세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-05-04_12시,ID_5359
2016,남,56세,승용차,상해없음,여,61세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-03-25_15시,ID_3160
2015,여,24세,자전거,상해없음,남,20세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2015-07-05_1시,ID_1599
2015,남,55세,화물차,상해없음,남,75세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-09-05_11시,ID_819
2020,남,44세,승용차,상해없음,남,38세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-02-06_20시,ID_7366
2018,남,64세,건설기계,상해없음,여,47세,자전거,중상,차대차 - 추돌,안전운전불이행,맑음,2018-02-27_13시,ID_5147
2017,남,불명,불명,기타불명,남,13세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2017-07-13_20시,ID_4140
2018,남,27세,승용차,상해없음,남,33세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-10-18_20시,ID_5398
2019,남,27세,화물차,상해없음,여,72세,자전거,중상,차대차 - 기타,교차로통행방법위반,맑음,2019-12-16_5시,ID_5797
2015,남,30세,승용차,상해없음,남,34세,자전거,경상,차대차 - 기타,안전운전불이행,비,2015-09-12_1시,ID_1810
2015,여,31세,승용차,상해없음,남,13세,자전거,경상,차대차 - 기타,기타,맑음,2015-08-21_9시,ID_1725
2015,남,22세,자전거,상해없음,여,58세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,2015-12-12_13시,ID_259
2015,남,29세,승용차,상해없음,남,57세,자전거,경상,차대차 - 기타,안전운전불이행,흐림,2015-05-19_20시,ID_1156
2017,남,27세,화물차,상해없음,남,76세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2017-02-13_13시,ID_4660
2018,여,27세,자전거,경상,남,43세,이륜차,중상,차대차 - 기타,기타,맑음,2018-05-11_20시,ID_5411
2020,남,68세,화물차,상해없음,남,74세,자전거,중상,차대차 - 기타,교차로통행방법위반,맑음,2020-08-23_11시,ID_7541
2015,남,33세,화물차,상해없음,남,11세,자전거,경상,차대차 - 기타,신호위반,맑음,2015-08-11_6시,ID_1266
2016,남,24세,원동기장치자전거,상해없음,여,73세,자전거,중상,차대차 - 기타,신호위반,맑음,2016-01-04_11시,ID_2319
2015,남,63세,승용차,상해없음,남,16세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-05-20_16시,ID_1275
2017,남,59세,승용차,상해없음,남,13세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-05-19_20시,ID_3941
2019,남,18세,승용차,상해없음,남,34세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-08-29_22시,ID_6686
2016,남,32세,자전거,경상,남,33세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-04-25_22시,ID_2502
2016,여,31세,승용차,상해없음,남,12세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-11-17_15시,ID_2768
2019,남,63세,원동기장치자전거,상해없음,여,62세,자전거,중상,차대차 - 측면충돌,안전운전불이행,비,2019-04-10_11시,ID_6135
2019,남,49세,승용차,상해없음,여,64세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-03-07_15시,ID_6041
2017,여,49세,승용차,상해없음,남,57세,자전거,경상,차대차 - 측면충돌,안전운전불이행,흐림,2017-08-13_7시,ID_4301
2018,남,15세,자전거,상해없음,여,60세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-03-22_16시,ID_4935
2019,남,55세,승용차,상해없음,여,69세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-03-10_11시,ID_6771
2020,남,70세,화물차,상해없음,남,36세,자전거,중상,차대차 - 측면충돌,기타,비,2020-02-25_3시,ID_7191
2018,남,58세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-07-17_11시,ID_4893
2015,남,57세,승용차,상해없음,여,10세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-06-12_17시,ID_1611
2020,여,35세,승용차,상해없음,남,49세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-08-11_10시,ID_7740
2015,남,30세,승용차,상해없음,남,15세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-07-06_7시,ID_996
2016,여,42세,승용차,상해없음,여,55세,자전거,중상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,2016-02-01_8시,ID_2806
2018,남,26세,자전거,상해없음,남,51세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-06-22_17시,ID_4994
2015,남,51세,승합차,상해없음,남,73세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2015-05-23_20시,ID_1395
2015,남,73세,승용차,상해없음,남,43세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-06-06_19시,ID_271
2017,남,19세,자전거,경상,남,17세,이륜차,경상,차대차 - 정면충돌,안전운전불이행,맑음,2017-01-05_23시,ID_3904
2016,남,22세,자전거,상해없음,남,31세,이륜차,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-03_15시,ID_2830
2016,남,45세,승용차,기타불명,남,10세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-03-20_14시,ID_3300
2018,남,35세,승용차,상해없음,남,81세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-06-19_18시,ID_5640
2015,남,63세,승용차,상해없음,남,12세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-03-13_21시,ID_1127
2015,남,44세,승용차,상해없음,여,66세,자전거,경상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,2015-01-10_5시,ID_2017
2016,남,63세,승용차,상해없음,남,55세,자전거,경상,차대차 - 기타,직진우회전진행방해,맑음,2016-06-08_22시,ID_2091
2020,여,27세,승용차,상해없음,남,10세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-12-11_8시,ID_7739
2020,여,34세,자전거,상해없음,남,16세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-07-30_20시,ID_7117
2015,여,30세,승용차,상해없음,남,64세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-08-18_10시,ID_1845
2016,남,49세,승합차,상해없음,남,43세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-04-06_20시,ID_2275
2015,남,49세,화물차,상해없음,남,77세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-11-27_9시,ID_1042
2016,남,36세,승용차,상해없음,남,18세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-11_14시,ID_2941
2016,남,51세,승합차,상해없음,남,77세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-06-09_9시,ID_2175
2016,남,49세,화물차,상해없음,남,12세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-18_16시,ID_3388
2017,남,57세,승합차,상해없음,여,71세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-11_12시,ID_4454
2019,남,67세,승용차,상해없음,남,25세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2019-02-19_0시,ID_6463
2016,여,43세,승용차,상해없음,남,64세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-15_12시,ID_3141
2015,남,12세,자전거,상해없음,남,36세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2015-05-04_19시,ID_474
2016,남,52세,승용차,상해없음,남,10세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-07-24_16시,ID_2530
2018,남,67세,승용차,상해없음,남,14세,자전거,경상,차대차 - 기타,기타,맑음,2018-03-03_10시,ID_5772
2019,여,58세,승용차,상해없음,여,55세,자전거,경상,차대차 - 측면충돌,교차로통행방법위반,맑음,2019-05-20_17시,ID_6294
2019,남,18세,자전거,상해없음,여,59세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-03-23_8시,ID_6337
2015,남,32세,자전거,상해없음,남,17세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2015-09-08_22시,ID_588
2018,남,52세,승용차,상해없음,남,16세,자전거,경상,차대차 - 기타,기타,맑음,2018-07-25_19시,ID_4974
2018,여,63세,승용차,상해없음,남,56세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-07-17_8시,ID_5587
2017,남,74세,승용차,상해없음,여,42세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-07-01_20시,ID_4174
2015,여,54세,승용차,상해없음,남,72세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-07-25_19시,ID_1960
2016,남,19세,자전거,부상신고,여,9세,보행자,중상,차대사람 - 횡단중,신호위반,맑음,2016-02-16_16시,ID_3542
2020,남,59세,승용차,상해없음,남,59세,자전거,경상,차대차 - 후진중충돌,안전운전불이행,맑음,2020-04-20_14시,ID_6879
2017,남,39세,승용차,상해없음,남,57세,자전거,경상,차대차 - 기타,신호위반,맑음,2017-08-18_17시,ID_4333
2015,남,39세,승용차,상해없음,남,60세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2015-08-07_7시,ID_187
2019,남,64세,승용차,상해없음,남,71세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-05-13_15시,ID_5843
2020,남,50세,승용차,상해없음,남,14세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-02-14_16시,ID_7784
2018,남,52세,이륜차,상해없음,여,75세,자전거,중상,차대차 - 측면충돌,신호위반,흐림,2018-02-14_11시,ID_4860
2017,여,61세,승용차,상해없음,남,49세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2017-05-13_11시,ID_3960
2017,여,54세,승용차,상해없음,여,65세,자전거,중상,차대차 - 측면충돌,직진우회전진행방해,맑음,2017-08-09_9시,ID_4166
2020,남,62세,승용차,상해없음,여,58세,자전거,중상,차대차 - 후진중충돌,기타,맑음,2020-12-28_12시,ID_7766
2017,남,63세,화물차,상해없음,남,77세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2017-04-11_16시,ID_3764
2018,남,48세,승용차,상해없음,남,56세,자전거,중상,차대차 - 기타,안전거리미확보,맑음,2018-10-20_18시,ID_5447
2015,남,49세,승용차,상해없음,여,42세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-10-20_11시,ID_908
2015,남,27세,승용차,상해없음,남,23세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-02-13_2시,ID_692
2017,여,50세,승용차,상해없음,여,63세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-07_15시,ID_4631
2019,여,59세,승용차,상해없음,남,12세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-11-15_17시,ID_6692
2019,남,62세,승용차,상해없음,남,66세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-04-09_9시,ID_6657
2016,여,75세,승용차,상해없음,남,71세,자전거,경상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-01-04_9시,ID_2123
2016,남,42세,승용차,상해없음,여,51세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2016-09-10_20시,ID_2078
2020,남,14세,자전거,상해없음,여,60세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,2020-10-24_17시,ID_7588
2019,남,50세,자전거,경상,남,80세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-07-05_8시,ID_6445
2016,남,45세,승용차,상해없음,여,67세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-18_22시,ID_3472
2019,남,65세,승용차,상해없음,여,69세,자전거,중상,차대차 - 기타,교차로통행방법위반,맑음,2019-10-31_23시,ID_6788
2018,남,37세,화물차,상해없음,여,64세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2018-07-07_10시,ID_5206
2020,남,50세,승용차,상해없음,여,59세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-05-02_10시,ID_7793
2019,남,43세,승용차,상해없음,여,55세,자전거,중상,차대차 - 측면충돌,교차로통행방법위반,맑음,2019-12-14_18시,ID_6621
2015,남,44세,화물차,상해없음,남,14세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-03-25_18시,ID_298
2017,남,27세,승용차,상해없음,남,14세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-08-27_17시,ID_4503
2016,여,42세,승용차,상해없음,여,62세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-06-04_15시,ID_2921
2016,남,40세,화물차,상해없음,남,75세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-09_10시,ID_3461
2016,여,48세,승용차,상해없음,남,50세,자전거,중상,차대차 - 기타,안전운전불이행,비,2016-11-18_17시,ID_3544
2015,남,60세,화물차,상해없음,남,67세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-12-04_10시,ID_1483
2017,남,54세,승용차,상해없음,남,12세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-06-22_20시,ID_4246
2015,남,48세,승용차,상해없음,여,32세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,2015-07-24_18시,ID_1044
2020,여,49세,승용차,상해없음,남,78세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-04-28_15시,ID_7629
2016,여,31세,승용차,상해없음,남,73세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2016-05-30_15시,ID_2725
2019,남,26세,승용차,상해없음,남,59세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-01-28_13시,ID_5904
2017,남,15세,자전거,상해없음,남,28세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,2017-11-03_20시,ID_4423
2020,남,54세,승용차,상해없음,남,83세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2020-09-10_18시,ID_7441
2017,여,44세,승용차,상해없음,남,38세,자전거,경상,차대차 - 정면충돌,교차로운행방법위반,맑음,2017-08-01_12시,ID_4544
2019,남,67세,승용차,상해없음,남,73세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-09-21_18시,ID_6068
2016,남,20세,이륜차,부상신고,남,12세,자전거,중상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-06-14_19시,ID_2963
2015,남,62세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2015-06-03_22시,ID_472
2019,남,44세,승합차,상해없음,남,76세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-07-31_17시,ID_6250
2017,남,30세,승용차,상해없음,남,71세,자전거,중상,차대차 - 측면충돌,안전거리미확보,비,2017-07-31_19시,ID_4171
2019,남,53세,화물차,상해없음,남,71세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-03-12_13시,ID_6303
2015,남,46세,승합차,상해없음,남,58세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-12-11_20시,ID_610
2020,남,66세,승용차,상해없음,남,32세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-02-02_9시,ID_7664
2019,남,67세,승용차,상해없음,남,64세,자전거,중상,차대차 - 측면충돌,중앙선침범,맑음,2019-06-01_7시,ID_5849
2020,남,63세,자전거,상해없음,여,55세,보행자,중상,차대사람 - 기타,안전운전불이행,흐림,2020-09-01_18시,ID_6883
2018,여,33세,승용차,상해없음,여,54세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-08-08_22시,ID_4911
2015,남,64세,화물차,상해없음,남,13세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-03-02_14시,ID_1111
2018,여,54세,승용차,상해없음,남,85세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-06-14_14시,ID_5336
2019,여,59세,승용차,상해없음,남,44세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-05-29_10시,ID_6230
2019,여,49세,승용차,상해없음,남,7세,자전거,중상,차대차 - 측면충돌,교차로통행방법위반,맑음,2019-11-12_18시,ID_6510
2017,여,49세,승용차,상해없음,남,43세,자전거,경상,차대차 - 기타,교차로운행방법위반,맑음,2017-06-08_17시,ID_4395
2015,남,17세,자전거,경상,남,28세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2015-07-31_22시,ID_437
2015,남,71세,승합차,상해없음,여,54세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-10-27_15시,ID_815
2015,여,51세,자전거,상해없음,여,53세,보행자,중상,차대사람 - 횡단중,안전운전불이행,맑음,2015-06-29_9시,ID_460
2017,남,45세,승용차,상해없음,남,76세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2017-05-24_11시,ID_4306
2016,남,18세,이륜차,상해없음,남,41세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-08-13_20시,ID_3098
2018,남,70세,승용차,상해없음,여,48세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-01-28_6시,ID_5111
2016,남,55세,승용차,상해없음,남,47세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-12-04_0시,ID_2972
2015,남,44세,승용차,기타불명,남,53세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-07-01_14시,ID_1436
2019,여,28세,승용차,상해없음,남,23세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-12-03_23시,ID_6410
2015,남,57세,승용차,상해없음,여,59세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-07-13_8시,ID_1868
2020,남,69세,승용차,상해없음,여,10세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-09-18_18시,ID_6846
2017,남,24세,화물차,상해없음,여,50세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-02-01_11시,ID_4253
2015,남,58세,화물차,상해없음,여,25세,자전거,경상,차대차 - 추돌 - 주정차중,안전거리미확보,맑음,2015-09-03_0시,ID_949
2017,남,57세,화물차,상해없음,남,57세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-06-28_15시,ID_4413
2020,남,58세,화물차,상해없음,남,49세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-01-10_16시,ID_7431
2015,남,58세,승용차,상해없음,남,25세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-10-23_22시,ID_1252
2016,남,71세,승용차,상해없음,남,93세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-07_8시,ID_3315
2019,남,74세,자전거,상해없음,여,84세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,2019-04-21_11시,ID_6200
2018,남,73세,승용차,상해없음,남,25세,자전거,중상,차대차 - 기타,기타,맑음,2018-06-10_18시,ID_5058
2020,여,25세,승용차,상해없음,여,57세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-11-18_10시,ID_7738
2016,여,47세,승용차,상해없음,남,34세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-02-13_1시,ID_2538
2019,남,53세,자전거,상해없음,여,11세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,2019-06-10_15시,ID_6647
2015,남,60세,승용차,상해없음,남,59세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-11-03_16시,ID_126
2016,남,57세,승용차,상해없음,남,15세,자전거,중상,차대차 - 기타,기타,맑음,2016-04-27_7시,ID_2583
2015,여,22세,자전거,상해없음,여,6세,보행자,경상,차대사람 - 보도통행중,보행자보호위반,맑음,2015-07-27_17시,ID_1578
2017,남,59세,승용차,상해없음,남,40세,자전거,경상,차대차 - 정면충돌,신호위반,맑음,2017-06-28_21시,ID_4539
2020,남,42세,승합차,상해없음,남,55세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-03-21_14시,ID_7034
2015,남,67세,승용차,상해없음,남,23세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-05-16_13시,ID_1154
2018,여,53세,승합차,상해없음,여,69세,자전거,경상,차대차 - 측면충돌,교차로통행방법위반,맑음,2018-01-19_16시,ID_5738
2017,남,40세,자전거,상해없음,여,63세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2017-11-27_14시,ID_4374
2016,남,67세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-03-15_10시,ID_3408
2019,남,53세,승용차,상해없음,여,23세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-09-27_20시,ID_6290
2015,여,51세,승용차,상해없음,남,59세,자전거,중상,차대차 - 측면직각충돌,불법유턴,맑음,2015-09-14_12시,ID_1490
2018,남,48세,승용차,상해없음,남,78세,자전거,경상,차대차 - 기타,기타,맑음,2018-04-20_15시,ID_5635
2015,남,62세,화물차,상해없음,남,70세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2015-02-09_10시,ID_820
2020,남,36세,승용차,상해없음,남,85세,자전거,중상,차대차 - 측면충돌,교차로통행방법위반,맑음,2020-05-07_11시,ID_7361
2019,남,56세,승용차,상해없음,여,55세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2019-09-17_15시,ID_5955
2019,남,49세,승용차,상해없음,남,11세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2019-11-13_19시,ID_6317
2019,여,51세,승용차,상해없음,남,81세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-10-26_15시,ID_6651
2016,남,49세,승용차,상해없음,남,17세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-29_15시,ID_2903
2019,남,61세,건설기계,상해없음,여,28세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-09-28_10시,ID_6393
2015,남,33세,승용차,상해없음,남,15세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-04-22_10시,ID_1768
2016,남,16세,자전거,상해없음,남,60세,보행자,경상,차대사람 - 횡단중,보행자보호위반,맑음,2016-05-20_18시,ID_3049
2020,여,24세,자전거,상해없음,여,66세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2020-07-07_21시,ID_7188
2015,남,56세,승용차,상해없음,남,22세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-06-19_19시,ID_808
2015,남,45세,승용차,상해없음,남,64세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-09-05_10시,ID_875
2019,남,20세,자전거,상해없음,여,68세,보행자,중상,차대사람 - 차도통행중,안전운전불이행,맑음,2019-09-27_13시,ID_5978
2017,남,65세,승합차,상해없음,남,55세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2017-06-10_23시,ID_3927
2015,남,50세,승용차,상해없음,남,16세,자전거,중상,차대차 - 정면충돌,중앙선침범,맑음,2015-12-21_22시,ID_1126
2015,여,61세,승용차,상해없음,여,55세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-12-18_9시,ID_1499
2018,남,9세,자전거,상해없음,여,42세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2018-04-28_15시,ID_5276
