A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,ID
2.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,6.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,5,5.0,6.0,5.0,ID_1772
1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,5.0,3,5.0,5.0,1.0,ID_1773
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,ID_1774
1.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2,6.0,6.0,2.0,ID_1775
1.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,1.0,1.0,2.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,2.0,4,3.0,6.0,3.0,ID_1776
2.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,6.0,6.0,2.0,2.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,4,1.0,5.0,2.0,ID_1777
3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4,4.0,5.0,2.0,ID_1778
5.0,5.0,3.0,5.0,2.0,5.0,6.0,6.0,1.0,2.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,2.0,6.0,1,1.0,6.0,6.0,ID_1779
2.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,1.0,6.0,3,5.0,3.0,5.0,ID_1780
1.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,6.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,4,6.0,6.0,1.0,ID_1781
2.0,5.0,5.0,6.0,5.0,4.0,2.0,4.0,4.0,2.0,1.0,6.0,4.0,6.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,2,4.0,4.0,3.0,ID_1782
3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,3.0,6.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,3,4.0,4.0,2.0,ID_1783
2.0,3.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,5.0,6.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5,2.0,4.0,3.0,ID_1784
2.0,6.0,3.0,6.0,2.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,5,5.0,2.0,5.0,ID_1785
2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,2,4.0,6.0,2.0,ID_1786
1.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2,5.0,4.0,2.0,ID_1787
1.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,2,5.0,5.0,2.0,ID_1788
5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,1.0,3.0,1.0,1.0,6.0,6.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,2,6.0,4.0,2.0,ID_1789
1.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,1.0,1.0,2.0,4.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,2.0,6.0,2,5.0,5.0,3.0,ID_1790
2.0,5.0,1.0,6.0,6.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,6.0,1,5.0,6.0,1.0,ID_1791
1.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,6.0,2,3.0,5.0,4.0,ID_1792
2.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,1.0,1.0,3.0,5.0,6.0,5.0,4.0,5.0,5.0,3.0,1.0,4.0,5,5.0,5.0,5.0,ID_1793
3.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4,3.0,4.0,4.0,ID_1794
2.0,4.0,6.0,4.0,6.0,5.0,4.0,6.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,6,4.0,4.0,4.0,ID_1795
6.0,1.0,6.0,6.0,5.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,1.0,6.0,1,6.0,5.0,1.0,ID_1796
2.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,2,5.0,5.0,2.0,ID_1797
4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,1.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,4,4.0,5.0,2.0,ID_1798
2.0,6.0,6.0,6.0,1.0,5.0,6.0,6.0,1.0,4.0,1.0,1.0,6.0,6.0,6.0,4.0,6.0,4.0,1.0,1.0,6.0,1,6.0,6.0,1.0,ID_1799
3.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1,3.0,3.0,4.0,ID_1800
2.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,6.0,2.0,3.0,2.0,4.0,4.0,6.0,2,4.0,6.0,1.0,ID_1801
2.0,5.0,5.0,3.0,4.0,4.0,5.0,6.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,2,4.0,5.0,3.0,ID_1802
4.0,6.0,6.0,6.0,6.0,4.0,2.0,2.0,4.0,3.0,5.0,1.0,5.0,6.0,6.0,5.0,6.0,4.0,2.0,5.0,6.0,4,5.0,5.0,1.0,ID_1803
1.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,6.0,6.0,1,6.0,6.0,3.0,ID_1804
2.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,6.0,5.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,6.0,3,4.0,6.0,4.0,ID_1805
1.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,4.0,5.0,6.0,6.0,1.0,1.0,1.0,2.0,4.0,6.0,4,5.0,5.0,5.0,ID_1806
2.0,5.0,5.0,2.0,4.0,5.0,6.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,6.0,2.0,4.0,5.0,4,6.0,6.0,2.0,ID_1807
5.0,2.0,6.0,4.0,6.0,4.0,3.0,4.0,4.0,5.0,1.0,2.0,4.0,6.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,5,5.0,3.0,4.0,ID_1808
3.0,6.0,4.0,6.0,5.0,6.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,1,4.0,6.0,3.0,ID_1809
1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,1.0,6.0,5.0,5.0,5.0,6.0,6.0,2,5.0,6.0,2.0,ID_1810
1.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,2,3.0,5.0,2.0,ID_1811
2.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,3,3.0,5.0,4.0,ID_1812
2.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,6,5.0,6.0,1.0,ID_1813
1.0,5.0,1.0,5.0,5.0,6.0,5.0,5.0,3.0,6.0,1.0,6.0,1.0,3.0,6.0,5.0,2.0,6.0,6.0,2.0,5.0,1,4.0,5.0,2.0,ID_1814
5.0,1.0,3.0,5.0,2.0,6.0,4.0,4.0,6.0,1.0,5.0,1.0,3.0,5.0,3.0,3.0,5.0,4.0,6.0,6.0,3.0,3,2.0,5.0,2.0,ID_1815
1.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,1.0,2.0,3.0,1.0,5.0,6.0,6.0,1.0,3.0,2.0,5.0,4.0,5.0,3,6.0,6.0,3.0,ID_1816
1.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,1.0,1.0,1.0,5.0,1.0,6.0,1,5.0,6.0,1.0,ID_1817
4.0,4.0,2.0,2.0,2.0,5.0,6.0,1.0,4.0,6.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,1,5.0,5.0,2.0,ID_1818
4.0,6.0,5.0,5.0,4.0,5.0,6.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1,6.0,5.0,3.0,ID_1819
5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3,4.0,5.0,5.0,ID_1820
2.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,6.0,6.0,1,3.0,5.0,2.0,ID_1821
5.0,4.0,2.0,3.0,4.0,5.0,6.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,6.0,4.0,5.0,6.0,4.0,4.0,6.0,1,5.0,6.0,2.0,ID_1822
1.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,1.0,1.0,4.0,1.0,4.0,5.0,6.0,1.0,2.0,2.0,3.0,1.0,5.0,2,6.0,6.0,2.0,ID_1823
1.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,6.0,5.0,2.0,2.0,4.0,1.0,4.0,6.0,1,6.0,6.0,2.0,ID_1824
2.0,5.0,4.0,2.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,5.0,4,4.0,5.0,2.0,ID_1825
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,1,6.0,6.0,1.0,ID_1826
1.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,1,6.0,6.0,1.0,ID_1827
2.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,2,4.0,5.0,2.0,ID_1828
2.0,4.0,6.0,6.0,6.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,2,6.0,6.0,1.0,ID_1829
1.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,6.0,3.0,4.0,6.0,6.0,5.0,2.0,6.0,5.0,6.0,5.0,6.0,1,6.0,6.0,2.0,ID_1830
1.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,1.0,2.0,2.0,1.0,6.0,6.0,5.0,2.0,3.0,1.0,2.0,2.0,5.0,1,6.0,5.0,2.0,ID_1831
4.0,4.0,5.0,5.0,5.0,1.0,3.0,2.0,4.0,6.0,1.0,4.0,6.0,2.0,6.0,4.0,6.0,4.0,5.0,1.0,5.0,1,6.0,6.0,1.0,ID_1832
1.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,5.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,6.0,1.0,6.0,1,6.0,2.0,5.0,ID_1833
2.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,5.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,6.0,2,4.0,4.0,2.0,ID_1834
1.0,5.0,6.0,1.0,4.0,4.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,6.0,5.0,2.0,3,4.0,4.0,3.0,ID_1835
2.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,3.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,2,1.0,4.0,1.0,ID_1836
4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,6.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,6.0,1,6.0,2.0,2.0,ID_1837
1.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,1.0,1.0,4.0,4.0,6.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,6.0,2,4.0,6.0,2.0,ID_1838
1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3,4.0,4.0,4.0,ID_1839
3.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,4,5.0,5.0,2.0,ID_1840
2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,6.0,4.0,6.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,6.0,2,6.0,4.0,4.0,ID_1841
4.0,5.0,5.0,6.0,5.0,4.0,2.0,5.0,5.0,6.0,1.0,1.0,5.0,6.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,6,3.0,5.0,4.0,ID_1842
2.0,6.0,4.0,6.0,5.0,4.0,5.0,6.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,3,4.0,6.0,3.0,ID_1843
2.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,2.0,3.0,2.0,2.0,5.0,5.0,5,5.0,6.0,2.0,ID_1844
1.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,3,4.0,3.0,2.0,ID_1845
2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,6.0,3,6.0,4.0,3.0,ID_1846
2.0,6.0,6.0,4.0,5.0,6.0,2.0,5.0,4.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,3.0,2.0,2.0,1.0,6.0,2,5.0,6.0,2.0,ID_1847
2.0,4.0,4.0,4.0,5.0,6.0,2.0,5.0,4.0,1.0,1.0,1.0,5.0,6.0,6.0,4.0,6.0,2.0,2.0,2.0,6.0,2,5.0,6.0,2.0,ID_1848
6.0,6.0,4.0,5.0,4.0,4.0,4.0,6.0,3.0,5.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3,3.0,5.0,4.0,ID_1849
4.0,1.0,6.0,6.0,5.0,3.0,5.0,6.0,5.0,4.0,4.0,2.0,5.0,6.0,1.0,2.0,2.0,5.0,4.0,4.0,5.0,4,4.0,5.0,5.0,ID_1850
6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,3.0,6.0,6.0,5.0,1.0,5.0,2.0,1.0,1.0,4.0,5,4.0,4.0,4.0,ID_1851
1.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,2,4.0,5.0,3.0,ID_1852
3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,2,3.0,5.0,2.0,ID_1853
2.0,4.0,5.0,6.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,3.0,6.0,1,6.0,6.0,1.0,ID_1854
1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,6.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,3,4.0,4.0,2.0,ID_1855
2.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,3.0,5.0,5,5.0,6.0,4.0,ID_1856
4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,1.0,1.0,6.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,2,3.0,3.0,1.0,ID_1857
2.0,5.0,5.0,4.0,6.0,5.0,3.0,6.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,6.0,4,4.0,6.0,2.0,ID_1858
1.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,2.0,2.0,1.0,5.0,5.0,6.0,6.0,1.0,2.0,4.0,2.0,5.0,5.0,3,5.0,5.0,5.0,ID_1859
1.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,5.0,3.0,1.0,2.0,4.0,3.0,2.0,5.0,2,5.0,6.0,1.0,ID_1860
1.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,6.0,1,4.0,5.0,1.0,ID_1861
4.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,1,5.0,6.0,2.0,ID_1862
2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,1,4.0,6.0,1.0,ID_1863
1.0,6.0,5.0,6.0,4.0,1.0,6.0,6.0,1.0,5.0,4.0,6.0,1.0,1.0,6.0,2.0,5.0,2.0,5.0,4.0,4.0,5,5.0,6.0,1.0,ID_1864
2.0,6.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,6.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,6.0,1.0,3.0,3,5.0,6.0,2.0,ID_1865
1.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,6.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4,4.0,6.0,2.0,ID_1866
1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,6.0,2,4.0,6.0,4.0,ID_1867
2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,3,4.0,4.0,4.0,ID_1868
3.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,5.0,4.0,6.0,3.0,4.0,4.0,3.0,3.0,6.0,2,5.0,6.0,1.0,ID_1869
4.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,1.0,2.0,6.0,2.0,2.0,6.0,5.0,5.0,6.0,5.0,3.0,1.0,4.0,4,2.0,5.0,4.0,ID_1870
2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,5,4.0,4.0,3.0,ID_1871
2.0,5.0,4.0,6.0,4.0,4.0,3.0,6.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,5,4.0,6.0,1.0,ID_1872
2.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,6.0,5.0,1.0,3.0,1.0,1.0,2.0,5.0,3,5.0,5.0,5.0,ID_1873
1.0,6.0,5.0,6.0,6.0,2.0,5.0,6.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,4,2.0,6.0,4.0,ID_1874
1.0,6.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0,4.0,5.0,1,5.0,6.0,1.0,ID_1875
1.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,6.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,2,5.0,4.0,2.0,ID_1876
2.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,1.0,2.0,3.0,1.0,4.0,6.0,1.0,5.0,4.0,2.0,6.0,5.0,6.0,1,5.0,6.0,2.0,ID_1877
1.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,6.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,6.0,1,4.0,5.0,4.0,ID_1878
4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,1,5.0,5.0,1.0,ID_1879
4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,6.0,1.0,ID_1880
1.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,4.0,6,3.0,4.0,4.0,ID_1881
5.0,3.0,2.0,5.0,3.0,6.0,6.0,4.0,1.0,6.0,6.0,6.0,2.0,1.0,3.0,4.0,6.0,5.0,6.0,6.0,4.0,6,2.0,6.0,1.0,ID_1882
1.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,2.0,1.0,4.0,1.0,1.0,6.0,1,5.0,5.0,3.0,ID_1883
3.0,5.0,5.0,6.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,4,5.0,4.0,2.0,ID_1884
5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,6.0,5.0,5.0,3.0,1.0,5.0,6,4.0,6.0,4.0,ID_1885
1.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3,4.0,5.0,2.0,ID_1886
3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1,4.0,5.0,3.0,ID_1887
2.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,6.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,6.0,2,5.0,5.0,3.0,ID_1888
2.0,6.0,5.0,6.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,5,3.0,6.0,4.0,ID_1889
2.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,6.0,2,5.0,4.0,1.0,ID_1890
4.0,6.0,4.0,6.0,5.0,4.0,6.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,1,4.0,5.0,3.0,ID_1891
1.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4,4.0,3.0,3.0,ID_1892
3.0,5.0,5.0,3.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,3,5.0,5.0,2.0,ID_1893
1.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,5.0,2,5.0,5.0,2.0,ID_1894
5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,4.0,4.0,2.0,5.0,5.0,6.0,3.0,4.0,4.0,3.0,4.0,5.0,2,6.0,5.0,2.0,ID_1895
1.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,1.0,2.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,1,5.0,5.0,2.0,ID_1896
1.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,1,4.0,6.0,1.0,ID_1897
2.0,6.0,1.0,6.0,5.0,4.0,6.0,5.0,2.0,3.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4,5.0,6.0,2.0,ID_1898
1.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,2.0,4.0,1.0,2.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,3,5.0,5.0,2.0,ID_1899
3.0,4.0,6.0,6.0,6.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,6.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4,6.0,4.0,2.0,ID_1900
2.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,2,6.0,5.0,1.0,ID_1901
1.0,6.0,5.0,1.0,5.0,3.0,2.0,2.0,4.0,6.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,4,3.0,6.0,1.0,ID_1902
2.0,5.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,2,4.0,5.0,2.0,ID_1903
1.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,5.0,3,5.0,4.0,2.0,ID_1904
