ID,satisfaction
89864,satisfied
89865,neutral or dissatisfied
89866,satisfied
89868,satisfied
89869,neutral or dissatisfied
89870,satisfied
89871,neutral or dissatisfied
89872,satisfied
89873,neutral or dissatisfied
89874,satisfied
89875,neutral or dissatisfied
89876,neutral or dissatisfied
89878,neutral or dissatisfied
89879,satisfied
89880,neutral or dissatisfied
89882,satisfied
89884,satisfied
89886,neutral or dissatisfied
89888,neutral or dissatisfied
89889,satisfied
89890,satisfied
89891,satisfied
89893,neutral or dissatisfied
89894,satisfied
89895,satisfied
89896,neutral or dissatisfied
89897,satisfied
89898,neutral or dissatisfied
89899,satisfied
89901,neutral or dissatisfied
89903,neutral or dissatisfied
89904,neutral or dissatisfied
89905,satisfied
89906,neutral or dissatisfied
89907,neutral or dissatisfied
89910,neutral or dissatisfied
89911,satisfied
89912,neutral or dissatisfied
89914,satisfied
89915,satisfied
89916,satisfied
89917,satisfied
89918,satisfied
89920,satisfied
89921,neutral or dissatisfied
89922,satisfied
89924,satisfied
89926,neutral or dissatisfied
89927,satisfied
89928,satisfied
89929,neutral or dissatisfied
89930,neutral or dissatisfied
89931,satisfied
89932,satisfied
89933,neutral or dissatisfied
89934,satisfied
89935,neutral or dissatisfied
89936,neutral or dissatisfied
89938,satisfied
89939,satisfied
89940,satisfied
89941,satisfied
89942,satisfied
89943,satisfied
89944,satisfied
89945,neutral or dissatisfied
89946,satisfied
89949,satisfied
89950,satisfied
89951,satisfied
89952,satisfied
89953,neutral or dissatisfied
89954,neutral or dissatisfied
89955,neutral or dissatisfied
89956,satisfied
89957,neutral or dissatisfied
89959,neutral or dissatisfied
89960,neutral or dissatisfied
89961,satisfied
89962,satisfied
89963,satisfied
89964,neutral or dissatisfied
89965,neutral or dissatisfied
89966,satisfied
89967,neutral or dissatisfied
89969,neutral or dissatisfied
89970,satisfied
89971,neutral or dissatisfied
89972,satisfied
89973,neutral or dissatisfied
89974,satisfied
89975,neutral or dissatisfied
89976,neutral or dissatisfied
89977,neutral or dissatisfied
89978,neutral or dissatisfied
89979,neutral or dissatisfied
89980,satisfied
89982,neutral or dissatisfied
89983,neutral or dissatisfied
89985,satisfied
89987,satisfied
89988,neutral or dissatisfied
89990,satisfied
89991,neutral or dissatisfied
89992,satisfied
89993,satisfied
89995,neutral or dissatisfied
89996,neutral or dissatisfied
89997,satisfied
89998,neutral or dissatisfied
89999,satisfied
90001,satisfied
90002,satisfied
90005,neutral or dissatisfied
90008,satisfied
90009,neutral or dissatisfied
90010,satisfied
90012,satisfied
90013,satisfied
90014,satisfied
90015,satisfied
90017,neutral or dissatisfied
90018,neutral or dissatisfied
90021,neutral or dissatisfied
90022,satisfied
90023,satisfied
90024,satisfied
90025,neutral or dissatisfied
90026,neutral or dissatisfied
90027,neutral or dissatisfied
90028,satisfied
90029,satisfied
90030,neutral or dissatisfied
90031,satisfied
90032,satisfied
90033,neutral or dissatisfied
90034,neutral or dissatisfied
90035,neutral or dissatisfied
90037,neutral or dissatisfied
90039,neutral or dissatisfied
90040,satisfied
90041,neutral or dissatisfied
90044,neutral or dissatisfied
90045,neutral or dissatisfied
90046,neutral or dissatisfied
90047,satisfied
90048,neutral or dissatisfied
90049,neutral or dissatisfied
90050,neutral or dissatisfied
90051,satisfied
90052,neutral or dissatisfied
90053,neutral or dissatisfied
90054,satisfied
90055,satisfied
90056,satisfied
90060,satisfied
90061,satisfied
90062,neutral or dissatisfied
90063,satisfied
90064,neutral or dissatisfied
90066,neutral or dissatisfied
90068,neutral or dissatisfied
90069,satisfied
90070,satisfied
90074,satisfied
90075,neutral or dissatisfied
90078,neutral or dissatisfied
90079,neutral or dissatisfied
90080,neutral or dissatisfied
90082,neutral or dissatisfied
90083,satisfied
90086,neutral or dissatisfied
90088,neutral or dissatisfied
90089,satisfied
90090,satisfied
90091,satisfied
90092,neutral or dissatisfied
90093,neutral or dissatisfied
90094,satisfied
90095,neutral or dissatisfied
90096,neutral or dissatisfied
90097,satisfied
90098,neutral or dissatisfied
90099,neutral or dissatisfied
90100,neutral or dissatisfied
90101,satisfied
90102,satisfied
90103,neutral or dissatisfied
90105,neutral or dissatisfied
90106,neutral or dissatisfied
90107,satisfied
90109,satisfied
90110,neutral or dissatisfied
90111,satisfied
90112,neutral or dissatisfied
90113,neutral or dissatisfied
90115,satisfied
90117,satisfied
90118,satisfied
90119,neutral or dissatisfied
90121,satisfied
90122,neutral or dissatisfied
90123,satisfied
90124,neutral or dissatisfied
90125,neutral or dissatisfied
90126,neutral or dissatisfied
90127,neutral or dissatisfied
90128,satisfied
90129,neutral or dissatisfied
90130,satisfied
90133,neutral or dissatisfied
90134,neutral or dissatisfied
90135,neutral or dissatisfied
90136,neutral or dissatisfied
90137,neutral or dissatisfied
90138,satisfied
90140,satisfied
90141,satisfied
90144,satisfied
90145,satisfied
90147,satisfied
90148,neutral or dissatisfied
90149,satisfied
90150,satisfied
90151,satisfied
90153,neutral or dissatisfied
90154,neutral or dissatisfied
90155,neutral or dissatisfied
90156,satisfied
90159,satisfied
90160,satisfied
90161,satisfied
90163,satisfied
90164,neutral or dissatisfied
90165,satisfied
90166,neutral or dissatisfied
90167,neutral or dissatisfied
90168,satisfied
90169,satisfied
90170,neutral or dissatisfied
90171,satisfied
90172,satisfied
90173,neutral or dissatisfied
90174,satisfied
90175,satisfied
90176,satisfied
90177,satisfied
90178,neutral or dissatisfied
90179,neutral or dissatisfied
90186,neutral or dissatisfied
90187,neutral or dissatisfied
90188,satisfied
90189,neutral or dissatisfied
90190,neutral or dissatisfied
90191,neutral or dissatisfied
90192,neutral or dissatisfied
90193,satisfied
90194,neutral or dissatisfied
90195,neutral or dissatisfied
90196,satisfied
90197,neutral or dissatisfied
90198,satisfied
90199,satisfied
90200,satisfied
90201,neutral or dissatisfied
90202,satisfied
90203,satisfied
90204,neutral or dissatisfied
90205,satisfied
90208,neutral or dissatisfied
90209,satisfied
90210,neutral or dissatisfied
90212,satisfied
90213,neutral or dissatisfied
90214,satisfied
90215,satisfied
90216,neutral or dissatisfied
90217,satisfied
90218,neutral or dissatisfied
90219,satisfied
90221,neutral or dissatisfied
90222,neutral or dissatisfied
90223,neutral or dissatisfied
90224,satisfied
90226,satisfied
90227,satisfied
90228,satisfied
90229,satisfied
90230,satisfied
90231,neutral or dissatisfied
90232,neutral or dissatisfied
90233,satisfied
90234,neutral or dissatisfied
90235,neutral or dissatisfied
90236,neutral or dissatisfied
90237,satisfied
90238,neutral or dissatisfied
90239,neutral or dissatisfied
90240,neutral or dissatisfied
90241,satisfied
90242,satisfied
90243,neutral or dissatisfied
90244,neutral or dissatisfied
90245,neutral or dissatisfied
90246,neutral or dissatisfied
90247,satisfied
90248,satisfied
90249,satisfied
90251,satisfied
90254,satisfied
90255,satisfied
90256,satisfied
90257,neutral or dissatisfied
90260,satisfied
90261,neutral or dissatisfied
90262,neutral or dissatisfied
90263,neutral or dissatisfied
90264,satisfied
90265,neutral or dissatisfied
90266,satisfied
90267,neutral or dissatisfied
90268,neutral or dissatisfied
90270,neutral or dissatisfied
90271,satisfied
90272,neutral or dissatisfied
90273,satisfied
90274,neutral or dissatisfied
90275,neutral or dissatisfied
90276,satisfied
90278,satisfied
90281,neutral or dissatisfied
90282,satisfied
90283,satisfied
90284,neutral or dissatisfied
90285,satisfied
90286,satisfied
90288,satisfied
90289,neutral or dissatisfied
90290,satisfied
90291,satisfied
90292,satisfied
90294,neutral or dissatisfied
90295,satisfied
90298,satisfied
90299,neutral or dissatisfied
90300,satisfied
90302,satisfied
90303,neutral or dissatisfied
90304,satisfied
90305,neutral or dissatisfied
90306,neutral or dissatisfied
90307,neutral or dissatisfied
90308,satisfied
90309,neutral or dissatisfied
90310,satisfied
90312,neutral or dissatisfied
90313,neutral or dissatisfied
90314,neutral or dissatisfied
90315,neutral or dissatisfied
90316,satisfied
90317,neutral or dissatisfied
90318,neutral or dissatisfied
90319,satisfied
90320,neutral or dissatisfied
90321,satisfied
90322,neutral or dissatisfied
90323,neutral or dissatisfied
90325,neutral or dissatisfied
90327,neutral or dissatisfied
90328,neutral or dissatisfied
90329,satisfied
90330,neutral or dissatisfied
90331,satisfied
90333,satisfied
90334,satisfied
90336,neutral or dissatisfied
90337,satisfied
90338,neutral or dissatisfied
90340,satisfied
90341,neutral or dissatisfied
90342,neutral or dissatisfied
90343,satisfied
90344,satisfied
90345,satisfied
90346,neutral or dissatisfied
90349,neutral or dissatisfied
90350,satisfied
90351,neutral or dissatisfied
90352,neutral or dissatisfied
90353,neutral or dissatisfied
90354,neutral or dissatisfied
90355,satisfied
90357,neutral or dissatisfied
90358,satisfied
90360,neutral or dissatisfied
90361,neutral or dissatisfied
90362,satisfied
90363,satisfied
90365,neutral or dissatisfied
90367,satisfied
90371,satisfied
90372,neutral or dissatisfied
90374,satisfied
90375,neutral or dissatisfied
90376,neutral or dissatisfied
90377,neutral or dissatisfied
90378,neutral or dissatisfied
90379,satisfied
90380,neutral or dissatisfied
90381,neutral or dissatisfied
90383,neutral or dissatisfied
90386,neutral or dissatisfied
90387,neutral or dissatisfied
90388,neutral or dissatisfied
90389,neutral or dissatisfied
90391,satisfied
90392,satisfied
90393,neutral or dissatisfied
90394,neutral or dissatisfied
90395,satisfied
90396,neutral or dissatisfied
90398,neutral or dissatisfied
90399,neutral or dissatisfied
90400,satisfied
90401,satisfied
90402,neutral or dissatisfied
90404,neutral or dissatisfied
90405,neutral or dissatisfied
90406,neutral or dissatisfied
90407,neutral or dissatisfied
90408,neutral or dissatisfied
90409,neutral or dissatisfied
90410,neutral or dissatisfied
90412,satisfied
90413,neutral or dissatisfied
90414,satisfied
90415,satisfied
90416,neutral or dissatisfied
90418,neutral or dissatisfied
90421,neutral or dissatisfied
90422,neutral or dissatisfied
90423,satisfied
90424,satisfied
90425,satisfied
90426,neutral or dissatisfied
90427,neutral or dissatisfied
90428,satisfied
90430,neutral or dissatisfied
90431,neutral or dissatisfied
90432,satisfied
90433,neutral or dissatisfied
90434,neutral or dissatisfied
90435,satisfied
90436,neutral or dissatisfied
90438,neutral or dissatisfied
90439,neutral or dissatisfied
90440,neutral or dissatisfied
90441,satisfied
90443,satisfied
90444,neutral or dissatisfied
90446,satisfied
90447,satisfied
90448,satisfied
90449,satisfied
90450,neutral or dissatisfied
90451,neutral or dissatisfied
90452,satisfied
90453,neutral or dissatisfied
90454,neutral or dissatisfied
90455,satisfied
90456,satisfied
90457,satisfied
90458,neutral or dissatisfied
90459,neutral or dissatisfied
90460,neutral or dissatisfied
90461,satisfied
90464,neutral or dissatisfied
90465,satisfied
90466,neutral or dissatisfied
90467,satisfied
90468,satisfied
90471,neutral or dissatisfied
90472,satisfied
90474,neutral or dissatisfied
90475,satisfied
90476,neutral or dissatisfied
90477,satisfied
90478,neutral or dissatisfied
90479,satisfied
90480,satisfied
90481,satisfied
90482,neutral or dissatisfied
90483,neutral or dissatisfied
90484,satisfied
90485,satisfied
90486,neutral or dissatisfied
90487,neutral or dissatisfied
90488,neutral or dissatisfied
90490,satisfied
90491,neutral or dissatisfied
90492,neutral or dissatisfied
90493,neutral or dissatisfied
90494,neutral or dissatisfied
90495,neutral or dissatisfied
90496,neutral or dissatisfied
90497,neutral or dissatisfied
90499,neutral or dissatisfied
90500,satisfied
90501,neutral or dissatisfied
90502,neutral or dissatisfied
90503,neutral or dissatisfied
90504,neutral or dissatisfied
90505,neutral or dissatisfied
90506,neutral or dissatisfied
90507,neutral or dissatisfied
90508,neutral or dissatisfied
90509,satisfied
90510,neutral or dissatisfied
90512,neutral or dissatisfied
90513,neutral or dissatisfied
90514,satisfied
90515,neutral or dissatisfied
90516,neutral or dissatisfied
90517,satisfied
90518,neutral or dissatisfied
90519,neutral or dissatisfied
90520,satisfied
90522,satisfied
90523,neutral or dissatisfied
90524,satisfied
90525,neutral or dissatisfied
90526,satisfied
90527,neutral or dissatisfied
90528,satisfied
90529,neutral or dissatisfied
90530,neutral or dissatisfied
90531,satisfied
90533,satisfied
90534,satisfied
90536,neutral or dissatisfied
90537,satisfied
90538,satisfied
90539,neutral or dissatisfied
90540,satisfied
90542,neutral or dissatisfied
90543,neutral or dissatisfied
90544,neutral or dissatisfied
90545,satisfied
90547,neutral or dissatisfied
90548,neutral or dissatisfied
90549,satisfied
90550,neutral or dissatisfied
90551,neutral or dissatisfied
90552,neutral or dissatisfied
90553,satisfied
90554,neutral or dissatisfied
90556,satisfied
90557,satisfied
90559,satisfied
90560,neutral or dissatisfied
90561,neutral or dissatisfied
90562,neutral or dissatisfied
90563,satisfied
90564,satisfied
90565,satisfied
90566,satisfied
90568,neutral or dissatisfied
90569,satisfied
90570,satisfied
90571,neutral or dissatisfied
90572,neutral or dissatisfied
90573,satisfied
90574,satisfied
90575,satisfied
90576,neutral or dissatisfied
90577,satisfied
90578,satisfied
90579,neutral or dissatisfied
90580,neutral or dissatisfied
90582,neutral or dissatisfied
90583,satisfied
90584,neutral or dissatisfied
90586,satisfied
90587,satisfied
90588,satisfied
90589,satisfied
90590,neutral or dissatisfied
90592,satisfied
90593,neutral or dissatisfied
90594,satisfied
90595,satisfied
90596,neutral or dissatisfied
90597,neutral or dissatisfied
90598,neutral or dissatisfied
90599,neutral or dissatisfied
90600,neutral or dissatisfied
90601,satisfied
90602,satisfied
90603,neutral or dissatisfied
90604,neutral or dissatisfied
90605,neutral or dissatisfied
90606,neutral or dissatisfied
90611,neutral or dissatisfied
90612,neutral or dissatisfied
90613,neutral or dissatisfied
90615,satisfied
90616,neutral or dissatisfied
90617,neutral or dissatisfied
90618,satisfied
90619,satisfied
90620,neutral or dissatisfied
90621,neutral or dissatisfied
90622,neutral or dissatisfied
90623,neutral or dissatisfied
90625,satisfied
90626,neutral or dissatisfied
90627,satisfied
90629,neutral or dissatisfied
90630,satisfied
90631,neutral or dissatisfied
90637,satisfied
90638,satisfied
90639,satisfied
90640,satisfied
90641,satisfied
90643,neutral or dissatisfied
90645,satisfied
90646,neutral or dissatisfied
90647,neutral or dissatisfied
90648,neutral or dissatisfied
90649,neutral or dissatisfied
90650,neutral or dissatisfied
90651,satisfied
90652,satisfied
90653,satisfied
90654,neutral or dissatisfied
90655,neutral or dissatisfied
90657,satisfied
90659,neutral or dissatisfied
90660,neutral or dissatisfied
90661,satisfied
90662,neutral or dissatisfied
90663,neutral or dissatisfied
90664,satisfied
90665,satisfied
90667,neutral or dissatisfied
90668,neutral or dissatisfied
90669,neutral or dissatisfied
90670,satisfied
90671,neutral or dissatisfied
90672,satisfied
90674,satisfied
90676,neutral or dissatisfied
90677,neutral or dissatisfied
90678,satisfied
90679,neutral or dissatisfied
90680,neutral or dissatisfied
90681,satisfied
90682,neutral or dissatisfied
90683,satisfied
90685,neutral or dissatisfied
90687,neutral or dissatisfied
90688,neutral or dissatisfied
90690,neutral or dissatisfied
90691,neutral or dissatisfied
90692,neutral or dissatisfied
90695,neutral or dissatisfied
90696,satisfied
90697,satisfied
90700,satisfied
90701,satisfied
90702,neutral or dissatisfied
90703,neutral or dissatisfied
90704,neutral or dissatisfied
90705,neutral or dissatisfied
90706,neutral or dissatisfied
90708,neutral or dissatisfied
90710,neutral or dissatisfied
90711,satisfied
90712,neutral or dissatisfied
90713,neutral or dissatisfied
90714,satisfied
90715,neutral or dissatisfied
90717,satisfied
90719,satisfied
90720,neutral or dissatisfied
90721,satisfied
90726,neutral or dissatisfied
90727,neutral or dissatisfied
90729,satisfied
90730,neutral or dissatisfied
90732,satisfied
90734,satisfied
90735,neutral or dissatisfied
90736,satisfied
90738,neutral or dissatisfied
90739,satisfied
90740,satisfied
90741,satisfied
90742,satisfied
90743,satisfied
90744,neutral or dissatisfied
90745,satisfied
90746,neutral or dissatisfied
90748,neutral or dissatisfied
90750,neutral or dissatisfied
90751,neutral or dissatisfied
90753,neutral or dissatisfied
90754,neutral or dissatisfied
90757,neutral or dissatisfied
90758,neutral or dissatisfied
90760,satisfied
90761,satisfied
90762,neutral or dissatisfied
90763,satisfied
90765,neutral or dissatisfied
90766,neutral or dissatisfied
90767,satisfied
90768,satisfied
90769,neutral or dissatisfied
90772,satisfied
90773,neutral or dissatisfied
90774,satisfied
90775,satisfied
90776,satisfied
90777,satisfied
90778,satisfied
90779,satisfied
90780,neutral or dissatisfied
90782,satisfied
90783,satisfied
90784,satisfied
90785,satisfied
90787,satisfied
90788,neutral or dissatisfied
90789,neutral or dissatisfied
90790,neutral or dissatisfied
90792,satisfied
90793,satisfied
90794,satisfied
90795,neutral or dissatisfied
90796,satisfied
90797,neutral or dissatisfied
90798,neutral or dissatisfied
90800,neutral or dissatisfied
90801,neutral or dissatisfied
90802,neutral or dissatisfied
90803,satisfied
90804,neutral or dissatisfied
90805,neutral or dissatisfied
90808,neutral or dissatisfied
90810,neutral or dissatisfied
90811,satisfied
90812,neutral or dissatisfied
90813,neutral or dissatisfied
90814,satisfied
90819,neutral or dissatisfied
90820,satisfied
90821,satisfied
90822,neutral or dissatisfied
90823,neutral or dissatisfied
90824,neutral or dissatisfied
90826,neutral or dissatisfied
90827,satisfied
90830,satisfied
90831,satisfied
90833,neutral or dissatisfied
90834,satisfied
90835,neutral or dissatisfied
90836,neutral or dissatisfied
90837,neutral or dissatisfied
90838,satisfied
90839,neutral or dissatisfied
90840,neutral or dissatisfied
90841,neutral or dissatisfied
90842,neutral or dissatisfied
90843,satisfied
90844,satisfied
90845,neutral or dissatisfied
90846,satisfied
90847,neutral or dissatisfied
90848,satisfied
90850,neutral or dissatisfied
90852,satisfied
90853,neutral or dissatisfied
90854,neutral or dissatisfied
90856,satisfied
90857,neutral or dissatisfied
90858,satisfied
90859,satisfied
90862,satisfied
90863,neutral or dissatisfied
90865,neutral or dissatisfied
90866,satisfied
90867,neutral or dissatisfied
90870,neutral or dissatisfied
90871,satisfied
90873,satisfied
90874,neutral or dissatisfied
90875,neutral or dissatisfied
90876,neutral or dissatisfied
90877,satisfied
90878,satisfied
90879,satisfied
90881,satisfied
90882,satisfied
90883,satisfied
90884,satisfied
90885,satisfied
90887,neutral or dissatisfied
90888,neutral or dissatisfied
90889,neutral or dissatisfied
90890,satisfied
90891,satisfied
90895,neutral or dissatisfied
90896,neutral or dissatisfied
90897,neutral or dissatisfied
90899,satisfied
90901,neutral or dissatisfied
90902,neutral or dissatisfied
90903,neutral or dissatisfied
90905,neutral or dissatisfied
90906,satisfied
90908,neutral or dissatisfied
90910,neutral or dissatisfied
90911,satisfied
90912,satisfied
90913,neutral or dissatisfied
90914,satisfied
90916,neutral or dissatisfied
90917,satisfied
90918,neutral or dissatisfied
90919,neutral or dissatisfied
90920,satisfied
90921,satisfied
90922,satisfied
90923,neutral or dissatisfied
90924,satisfied
90925,satisfied
90926,satisfied
90927,neutral or dissatisfied
90928,neutral or dissatisfied
90929,neutral or dissatisfied
90930,neutral or dissatisfied
90931,neutral or dissatisfied
90932,neutral or dissatisfied
90933,satisfied
90934,neutral or dissatisfied
90936,neutral or dissatisfied
90941,neutral or dissatisfied
90942,neutral or dissatisfied
90943,neutral or dissatisfied
90944,satisfied
90946,neutral or dissatisfied
90947,satisfied
90948,neutral or dissatisfied
90949,neutral or dissatisfied
90950,satisfied
90952,satisfied
90955,neutral or dissatisfied
90956,satisfied
90958,neutral or dissatisfied
90959,neutral or dissatisfied
90960,neutral or dissatisfied
90962,neutral or dissatisfied
90963,satisfied
90964,satisfied
90965,neutral or dissatisfied
90966,neutral or dissatisfied
90967,satisfied
90968,neutral or dissatisfied
90969,satisfied
90970,neutral or dissatisfied
90972,neutral or dissatisfied
90973,neutral or dissatisfied
90975,satisfied
90976,neutral or dissatisfied
90979,neutral or dissatisfied
90980,neutral or dissatisfied
90981,neutral or dissatisfied
90982,neutral or dissatisfied
90983,neutral or dissatisfied
90984,neutral or dissatisfied
90985,satisfied
90986,neutral or dissatisfied
90987,neutral or dissatisfied
90988,neutral or dissatisfied
90989,neutral or dissatisfied
90990,neutral or dissatisfied
90991,neutral or dissatisfied
90993,neutral or dissatisfied
90994,neutral or dissatisfied
90995,neutral or dissatisfied
90996,neutral or dissatisfied
90998,neutral or dissatisfied
90999,neutral or dissatisfied
91000,satisfied
91001,neutral or dissatisfied
91002,neutral or dissatisfied
91003,satisfied
91004,satisfied
91006,satisfied
91007,neutral or dissatisfied
91008,neutral or dissatisfied
91010,neutral or dissatisfied
91012,satisfied
91013,satisfied
91014,satisfied
91015,neutral or dissatisfied
91017,satisfied
91018,satisfied
91019,satisfied
91020,neutral or dissatisfied
91021,neutral or dissatisfied
91022,neutral or dissatisfied
91025,satisfied
91026,neutral or dissatisfied
91028,neutral or dissatisfied
91029,neutral or dissatisfied
91030,neutral or dissatisfied
91031,neutral or dissatisfied
91032,satisfied
91034,neutral or dissatisfied
91035,neutral or dissatisfied
91036,neutral or dissatisfied
91038,satisfied
91039,satisfied
91040,neutral or dissatisfied
91041,satisfied
91042,neutral or dissatisfied
91043,satisfied
91044,satisfied
91045,neutral or dissatisfied
91046,satisfied
91047,neutral or dissatisfied
91048,neutral or dissatisfied
91049,neutral or dissatisfied
91050,satisfied
91051,neutral or dissatisfied
91052,satisfied
91053,neutral or dissatisfied
91054,neutral or dissatisfied
91055,satisfied
91059,neutral or dissatisfied
91062,neutral or dissatisfied
91063,neutral or dissatisfied
91066,neutral or dissatisfied
91067,satisfied
91068,neutral or dissatisfied
91069,satisfied
91070,satisfied
91071,neutral or dissatisfied
91074,neutral or dissatisfied
91075,neutral or dissatisfied
91076,satisfied
91077,satisfied
91078,satisfied
91080,neutral or dissatisfied
91081,satisfied
91082,satisfied
91083,neutral or dissatisfied
91084,neutral or dissatisfied
91085,neutral or dissatisfied
91086,satisfied
91087,neutral or dissatisfied
91088,neutral or dissatisfied
91089,satisfied
91090,neutral or dissatisfied
91091,satisfied
91092,neutral or dissatisfied
91093,satisfied
91094,satisfied
91095,satisfied
91096,neutral or dissatisfied
91099,neutral or dissatisfied
91100,satisfied
91101,neutral or dissatisfied
91103,satisfied
91104,neutral or dissatisfied
91105,satisfied
91106,neutral or dissatisfied
91107,neutral or dissatisfied
91108,neutral or dissatisfied
91109,satisfied
91110,satisfied
91111,neutral or dissatisfied
91112,neutral or dissatisfied
91113,satisfied
91114,satisfied
91115,neutral or dissatisfied
91117,neutral or dissatisfied
91118,neutral or dissatisfied
91120,neutral or dissatisfied
91121,satisfied
91123,neutral or dissatisfied
91124,satisfied
91125,satisfied
91126,neutral or dissatisfied
91128,satisfied
91129,neutral or dissatisfied
91130,neutral or dissatisfied
91131,neutral or dissatisfied
91133,neutral or dissatisfied
91134,satisfied
91137,satisfied
91138,neutral or dissatisfied
91139,satisfied
91140,satisfied
91141,satisfied
91142,satisfied
91143,neutral or dissatisfied
91144,neutral or dissatisfied
91146,neutral or dissatisfied
91147,satisfied
91148,satisfied
91149,neutral or dissatisfied
91150,satisfied
91151,neutral or dissatisfied
91152,neutral or dissatisfied
91154,neutral or dissatisfied
91156,neutral or dissatisfied
91157,neutral or dissatisfied
91158,satisfied
91159,satisfied
91160,neutral or dissatisfied
91161,neutral or dissatisfied
91162,neutral or dissatisfied
91163,neutral or dissatisfied
91164,satisfied
91166,neutral or dissatisfied
91167,neutral or dissatisfied
91168,neutral or dissatisfied
91171,satisfied
91172,neutral or dissatisfied
91173,neutral or dissatisfied
91174,satisfied
91175,satisfied
91177,satisfied
91180,satisfied
91183,neutral or dissatisfied
91184,neutral or dissatisfied
91185,satisfied
91186,neutral or dissatisfied
91187,neutral or dissatisfied
91189,satisfied
91190,satisfied
91191,neutral or dissatisfied
91192,neutral or dissatisfied
91193,satisfied
91194,satisfied
91195,neutral or dissatisfied
91196,neutral or dissatisfied
91197,neutral or dissatisfied
91198,neutral or dissatisfied
91199,neutral or dissatisfied
91200,satisfied
91202,satisfied
91203,satisfied
91204,satisfied
91205,satisfied
91206,neutral or dissatisfied
91207,satisfied
91208,neutral or dissatisfied
91209,satisfied
91210,satisfied
91211,neutral or dissatisfied
91212,satisfied
91213,satisfied
91217,neutral or dissatisfied
91218,satisfied
91220,neutral or dissatisfied
91221,satisfied
91223,satisfied
91226,neutral or dissatisfied
91227,satisfied
91229,satisfied
91231,satisfied
91232,neutral or dissatisfied
91233,neutral or dissatisfied
91234,satisfied
91235,neutral or dissatisfied
91238,satisfied
91239,neutral or dissatisfied
91240,satisfied
91241,neutral or dissatisfied
91242,neutral or dissatisfied
91243,neutral or dissatisfied
91244,satisfied
91245,neutral or dissatisfied
91247,satisfied
91248,neutral or dissatisfied
91249,neutral or dissatisfied
91250,neutral or dissatisfied
91252,neutral or dissatisfied
91254,neutral or dissatisfied
91255,satisfied
91259,neutral or dissatisfied
91260,satisfied
91261,satisfied
91262,neutral or dissatisfied
91264,neutral or dissatisfied
91265,neutral or dissatisfied
91266,satisfied
91267,neutral or dissatisfied
91268,neutral or dissatisfied
91269,neutral or dissatisfied
91270,neutral or dissatisfied
91271,neutral or dissatisfied
91272,neutral or dissatisfied
91274,satisfied
91275,satisfied
91276,satisfied
91277,satisfied
91278,neutral or dissatisfied
91279,satisfied
91280,neutral or dissatisfied
91281,satisfied
91282,neutral or dissatisfied
91283,neutral or dissatisfied
91284,neutral or dissatisfied
91285,satisfied
91286,satisfied
91287,neutral or dissatisfied
91288,satisfied
91289,satisfied
91290,satisfied
91291,neutral or dissatisfied
91292,satisfied
91293,satisfied
91294,neutral or dissatisfied
91295,neutral or dissatisfied
91296,neutral or dissatisfied
91297,neutral or dissatisfied
91298,satisfied
91300,satisfied
91301,satisfied
91304,neutral or dissatisfied
91305,neutral or dissatisfied
91306,satisfied
91308,neutral or dissatisfied
91309,satisfied
91310,neutral or dissatisfied
91311,neutral or dissatisfied
91312,neutral or dissatisfied
91315,neutral or dissatisfied
91316,neutral or dissatisfied
91317,satisfied
91319,satisfied
91320,neutral or dissatisfied
91321,satisfied
91322,neutral or dissatisfied
91323,neutral or dissatisfied
91324,satisfied
91325,neutral or dissatisfied
91326,neutral or dissatisfied
91328,satisfied
91329,neutral or dissatisfied
91330,neutral or dissatisfied
91331,satisfied
91332,neutral or dissatisfied
91334,neutral or dissatisfied
91335,neutral or dissatisfied
91337,neutral or dissatisfied
91338,satisfied
91339,neutral or dissatisfied
91340,satisfied
91342,satisfied
91344,neutral or dissatisfied
91345,satisfied
91346,neutral or dissatisfied
91347,neutral or dissatisfied
91348,neutral or dissatisfied
91349,neutral or dissatisfied
91350,satisfied
91351,satisfied
91352,satisfied
91354,neutral or dissatisfied
91355,neutral or dissatisfied
91357,neutral or dissatisfied
91358,satisfied
91359,satisfied
91360,neutral or dissatisfied
91362,neutral or dissatisfied
91363,satisfied
91365,neutral or dissatisfied
91366,neutral or dissatisfied
91367,neutral or dissatisfied
91369,satisfied
91370,neutral or dissatisfied
91371,neutral or dissatisfied
91372,satisfied
91373,neutral or dissatisfied
91374,satisfied
91375,satisfied
91376,neutral or dissatisfied
91377,satisfied
91378,satisfied
91379,satisfied
91380,neutral or dissatisfied
91381,neutral or dissatisfied
91382,neutral or dissatisfied
91383,neutral or dissatisfied
91384,satisfied
91385,satisfied
91386,neutral or dissatisfied
91387,neutral or dissatisfied
91388,neutral or dissatisfied
91389,neutral or dissatisfied
91390,neutral or dissatisfied
91391,neutral or dissatisfied
91392,satisfied
91393,neutral or dissatisfied
91397,neutral or dissatisfied
91398,satisfied
91399,neutral or dissatisfied
91400,neutral or dissatisfied
91401,satisfied
91402,neutral or dissatisfied
91403,neutral or dissatisfied
91405,satisfied
91406,neutral or dissatisfied
91407,satisfied
91408,satisfied
91410,neutral or dissatisfied
91411,satisfied
91412,neutral or dissatisfied
91413,neutral or dissatisfied
91415,satisfied
91416,neutral or dissatisfied
91417,neutral or dissatisfied
91418,neutral or dissatisfied
91419,satisfied
91420,satisfied
91422,satisfied
