,ID,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
1130,459,34,Private Sector/Self Employed,Yes,1500000,5.0,0,Yes,Yes,1
1131,1582,31,Private Sector/Self Employed,Yes,900000,4.0,0,No,No,0
1132,17,28,Private Sector/Self Employed,Yes,800000,7.0,0,No,No,1
1133,1563,31,Private Sector/Self Employed,Yes,1250000,7.0,0,No,No,0
1134,912,31,Private Sector/Self Employed,Yes,1400000,6.0,0,Yes,Yes,1
1135,1951,27,Private Sector/Self Employed,No,600000,4.0,0,No,No,0
1136,1016,29,Private Sector/Self Employed,Yes,350000,9.0,1,No,No,0
1137,1980,25,Private Sector/Self Employed,No,1150000,5.0,1,No,No,0
1138,1849,28,Private Sector/Self Employed,Yes,1250000,7.0,0,No,No,0
1139,692,31,Government Sector,No,300000,6.0,0,No,No,0
1140,961,28,Government Sector,No,300000,6.0,1,No,No,0
1141,679,26,Government Sector,Yes,500000,5.0,0,No,No,0
1142,887,28,Government Sector,Yes,600000,4.0,0,No,No,0
1143,1626,26,Private Sector/Self Employed,Yes,600000,3.0,0,No,No,0
1144,1030,34,Private Sector/Self Employed,Yes,1000000,3.0,1,No,No,0
1145,1213,25,Government Sector,Yes,750000,2.0,0,No,Yes,1
1146,1027,25,Private Sector/Self Employed,No,1150000,5.0,0,Yes,No,0
1147,127,27,Government Sector,Yes,750000,,0,No,No,0
1148,1193,34,Private Sector/Self Employed,No,950000,3.0,0,No,No,0
1149,865,31,Private Sector/Self Employed,Yes,1350000,,0,No,Yes,1
1150,516,31,Private Sector/Self Employed,Yes,1250000,3.0,1,No,No,0
1151,1142,27,Government Sector,Yes,750000,6.0,0,No,No,0
1152,512,29,Private Sector/Self Employed,Yes,1100000,5.0,0,Yes,No,0
1153,1336,28,Private Sector/Self Employed,Yes,900000,3.0,0,No,No,0
1154,1671,29,Private Sector/Self Employed,Yes,1350000,8.0,0,No,Yes,1
1155,1214,31,Government Sector,Yes,1200000,2.0,1,No,No,0
1156,755,29,Private Sector/Self Employed,Yes,1200000,4.0,0,No,No,0
1157,335,28,Private Sector/Self Employed,Yes,800000,2.0,0,No,No,1
1158,1703,31,Private Sector/Self Employed,Yes,900000,5.0,1,No,No,0
1159,208,29,Private Sector/Self Employed,Yes,1350000,4.0,0,No,Yes,1
1160,1076,31,Private Sector/Self Employed,Yes,1350000,4.0,0,No,Yes,1
1161,1619,25,Government Sector,Yes,750000,6.0,0,No,No,0
1162,364,31,Government Sector,Yes,1200000,6.0,0,No,No,0
1163,1472,28,Private Sector/Self Employed,Yes,1200000,5.0,0,No,No,0
1164,1247,26,Private Sector/Self Employed,Yes,500000,7.0,0,No,No,0
1165,1355,30,Private Sector/Self Employed,No,650000,6.0,0,Yes,No,1
1166,1883,27,Government Sector,Yes,500000,4.0,0,No,No,0
1167,1301,28,Private Sector/Self Employed,No,550000,3.0,0,No,No,0
1168,1835,31,Government Sector,No,400000,5.0,0,No,No,0
1169,985,25,Private Sector/Self Employed,Yes,1400000,3.0,1,Yes,Yes,1
1170,225,31,Private Sector/Self Employed,Yes,1250000,2.0,0,No,No,0
1171,715,28,Private Sector/Self Employed,Yes,1200000,5.0,0,No,No,0
1172,1292,33,Government Sector,Yes,650000,9.0,1,No,No,0
1173,1548,27,Private Sector/Self Employed,No,450000,3.0,0,No,No,0
1174,1538,31,Government Sector,Yes,400000,5.0,0,No,No,0
1175,543,34,Private Sector/Self Employed,Yes,850000,3.0,1,No,No,0
1176,798,34,Government Sector,Yes,1300000,5.0,1,No,No,1
1177,1745,34,Private Sector/Self Employed,Yes,850000,4.0,0,No,Yes,0
1178,1581,33,Private Sector/Self Employed,Yes,550000,6.0,0,No,No,1
1179,901,33,Government Sector,Yes,700000,2.0,0,No,No,0
1180,1424,31,Government Sector,Yes,400000,,0,No,No,0
1181,469,25,Private Sector/Self Employed,No,1700000,5.0,0,Yes,No,1
1182,671,29,Private Sector/Self Employed,Yes,1100000,3.0,1,No,No,0
1183,1513,28,Private Sector/Self Employed,Yes,1450000,5.0,0,Yes,Yes,1
1184,4,28,Private Sector/Self Employed,Yes,700000,8.0,1,Yes,No,0
1185,416,31,Private Sector/Self Employed,Yes,1400000,7.0,0,No,Yes,1
1186,1276,31,Government Sector,Yes,1200000,5.0,1,No,No,1
1187,289,26,Private Sector/Self Employed,Yes,500000,3.0,0,No,No,0
1188,1971,31,Private Sector/Self Employed,Yes,950000,5.0,0,No,No,0
1189,145,28,Private Sector/Self Employed,Yes,1150000,6.0,0,No,No,0
1190,1266,33,Private Sector/Self Employed,Yes,1400000,8.0,1,No,Yes,1
1191,1497,33,Government Sector,Yes,400000,6.0,0,No,No,1
1192,817,27,Government Sector,Yes,500000,4.0,0,No,No,1
1193,1694,31,Government Sector,Yes,400000,5.0,0,No,No,0
1194,842,29,Private Sector/Self Employed,Yes,1100000,3.0,0,No,No,0
1195,963,26,Private Sector/Self Employed,Yes,600000,6.0,1,No,No,1
1196,741,34,Private Sector/Self Employed,Yes,1300000,6.0,0,No,No,1
1197,874,28,Private Sector/Self Employed,Yes,550000,4.0,0,No,No,0
1198,1637,35,Private Sector/Self Employed,No,800000,5.0,0,No,Yes,1
1199,168,27,Government Sector,Yes,850000,7.0,1,No,No,0
1200,1759,25,Government Sector,Yes,750000,2.0,0,Yes,No,0
1201,1323,34,Private Sector/Self Employed,Yes,1750000,5.0,0,No,No,0
1202,1324,33,Government Sector,Yes,400000,9.0,1,No,No,1
1203,641,34,Private Sector/Self Employed,Yes,700000,5.0,1,No,Yes,0
1204,820,25,Private Sector/Self Employed,No,1150000,4.0,0,No,No,0
1205,1096,30,Private Sector/Self Employed,No,1450000,7.0,1,Yes,Yes,1
1206,1450,34,Private Sector/Self Employed,Yes,1050000,7.0,0,No,No,1
1207,1842,34,Private Sector/Self Employed,Yes,700000,4.0,1,Yes,No,0
1208,1706,33,Government Sector,Yes,400000,6.0,0,No,No,0
1209,476,33,Private Sector/Self Employed,Yes,1400000,4.0,1,No,Yes,1
1210,1467,32,Government Sector,Yes,850000,5.0,1,Yes,No,0
1211,1934,25,Private Sector/Self Employed,No,1350000,3.0,1,Yes,Yes,0
1212,1391,31,Private Sector/Self Employed,Yes,1400000,4.0,1,No,Yes,0
1213,1195,31,Private Sector/Self Employed,Yes,900000,3.0,0,No,No,0
1214,1615,30,Private Sector/Self Employed,No,650000,5.0,0,No,No,0
1215,1388,27,Private Sector/Self Employed,No,350000,5.0,1,No,No,0
1216,1709,28,Private Sector/Self Employed,Yes,1200000,6.0,1,No,No,0
1217,298,25,Private Sector/Self Employed,No,1700000,4.0,0,Yes,No,1
1218,186,28,Private Sector/Self Employed,Yes,500000,9.0,0,No,No,1
1219,1455,33,Government Sector,Yes,1100000,4.0,0,No,No,1
1220,924,31,Government Sector,Yes,400000,6.0,0,No,No,0
1221,674,27,Government Sector,Yes,850000,2.0,0,No,No,0
1222,576,31,Private Sector/Self Employed,Yes,1400000,3.0,0,No,Yes,1
1223,1269,31,Government Sector,Yes,1200000,3.0,0,No,No,0
1224,1404,34,Private Sector/Self Employed,Yes,1000000,6.0,0,No,No,1
1225,590,28,Private Sector/Self Employed,Yes,500000,5.0,0,No,No,0
1226,369,32,Government Sector,Yes,800000,7.0,1,No,No,0
1227,1429,32,Government Sector,Yes,650000,3.0,0,No,No,1
1228,633,28,Private Sector/Self Employed,Yes,700000,7.0,1,No,No,0
1229,281,26,Private Sector/Self Employed,Yes,750000,6.0,0,No,No,0
1230,903,28,Government Sector,Yes,600000,4.0,0,No,No,0
1231,710,26,Government Sector,Yes,1450000,3.0,1,Yes,Yes,1
1232,705,27,Government Sector,Yes,850000,5.0,1,No,No,0
1233,1453,30,Private Sector/Self Employed,No,550000,3.0,1,No,No,0
1234,852,27,Government Sector,Yes,500000,3.0,1,No,No,0
1235,1505,27,Government Sector,Yes,500000,4.0,0,No,No,0
1236,293,31,Private Sector/Self Employed,Yes,1250000,3.0,0,No,No,1
1237,412,28,Government Sector,Yes,300000,7.0,1,No,No,0
1238,895,28,Private Sector/Self Employed,Yes,600000,5.0,0,No,Yes,1
1239,1893,32,Government Sector,Yes,850000,4.0,1,No,No,0
1240,301,27,Government Sector,Yes,850000,4.0,1,No,No,0
1241,1135,28,Private Sector/Self Employed,Yes,1100000,7.0,1,No,No,1
1242,153,25,Private Sector/Self Employed,No,600000,5.0,0,Yes,No,0
1243,1418,30,Private Sector/Self Employed,No,800000,4.0,0,No,No,1
1244,1011,35,Private Sector/Self Employed,No,950000,9.0,0,No,No,1
1245,436,28,Private Sector/Self Employed,Yes,1200000,4.0,1,No,Yes,0
1246,778,27,Government Sector,Yes,850000,6.0,0,No,No,0
1247,1257,28,Private Sector/Self Employed,No,550000,5.0,0,No,No,0
1248,524,32,Government Sector,Yes,800000,4.0,0,No,No,0
1249,299,27,Private Sector/Self Employed,No,450000,3.0,0,No,No,0
1250,1515,32,Government Sector,Yes,350000,3.0,1,No,No,0
1251,693,27,Private Sector/Self Employed,No,800000,5.0,1,No,No,0
1252,622,32,Government Sector,Yes,800000,5.0,0,Yes,No,0
1253,1488,28,Private Sector/Self Employed,Yes,700000,4.0,0,No,No,0
1254,1755,34,Private Sector/Self Employed,Yes,850000,5.0,1,No,No,0
1255,1943,29,Private Sector/Self Employed,Yes,1050000,2.0,0,No,No,0
1256,66,30,Private Sector/Self Employed,No,800000,6.0,0,Yes,No,0
1257,1627,29,Private Sector/Self Employed,Yes,1050000,3.0,0,No,No,1
1258,863,29,Private Sector/Self Employed,Yes,1100000,3.0,0,No,No,0
1259,1644,28,Private Sector/Self Employed,Yes,1100000,7.0,0,No,No,1
1260,1841,32,Government Sector,Yes,350000,3.0,0,No,Yes,0
1261,262,26,Private Sector/Self Employed,Yes,750000,4.0,1,No,No,0
1262,976,26,Private Sector/Self Employed,Yes,1300000,5.0,0,No,No,0
1263,1870,25,Private Sector/Self Employed,Yes,1700000,3.0,0,Yes,No,1
1264,1654,25,Private Sector/Self Employed,Yes,1400000,5.0,1,Yes,Yes,1
1265,272,28,Private Sector/Self Employed,Yes,700000,3.0,1,No,No,0
1266,1000,28,Government Sector,Yes,300000,4.0,0,No,No,0
1267,1048,25,Private Sector/Self Employed,Yes,500000,5.0,1,No,No,0
1268,455,35,Government Sector,Yes,1100000,4.0,0,No,No,0
1269,1921,31,Government Sector,No,300000,5.0,0,No,No,0
1270,1902,33,Government Sector,Yes,400000,2.0,0,No,No,0
1271,977,34,Private Sector/Self Employed,Yes,1500000,2.0,0,Yes,Yes,1
1272,1772,28,Private Sector/Self Employed,Yes,1150000,8.0,0,Yes,No,0
1273,319,25,Private Sector/Self Employed,Yes,1700000,2.0,1,Yes,No,1
1274,1499,28,Private Sector/Self Employed,Yes,1200000,3.0,0,No,No,0
1275,990,29,Private Sector/Self Employed,Yes,600000,4.0,0,Yes,No,1
1276,264,29,Private Sector/Self Employed,Yes,350000,9.0,1,No,No,0
1277,1670,34,Private Sector/Self Employed,Yes,1050000,8.0,1,No,No,1
1278,1787,34,Private Sector/Self Employed,Yes,500000,5.0,0,No,No,0
1279,1660,29,Private Sector/Self Employed,Yes,1200000,5.0,0,No,No,1
1280,317,32,Government Sector,Yes,800000,6.0,0,No,No,1
1281,836,28,Private Sector/Self Employed,Yes,1450000,4.0,0,Yes,Yes,1
1282,1154,34,Private Sector/Self Employed,Yes,1000000,5.0,1,No,No,0
1283,1434,34,Private Sector/Self Employed,Yes,1750000,3.0,0,Yes,No,0
1284,526,31,Private Sector/Self Employed,Yes,1100000,4.0,1,No,No,0
1285,513,27,Government Sector,Yes,850000,5.0,1,No,No,0
1286,1479,25,Private Sector/Self Employed,Yes,1400000,7.0,0,No,Yes,1
1287,1733,31,Government Sector,No,300000,5.0,0,No,No,0
1288,1500,25,Private Sector/Self Employed,Yes,1750000,3.0,0,No,Yes,1
1289,482,32,Government Sector,Yes,850000,,0,No,No,0
1290,648,28,Private Sector/Self Employed,Yes,800000,4.0,0,No,No,0
1291,826,28,Private Sector/Self Employed,Yes,1150000,3.0,0,Yes,No,0
1292,12,32,Government Sector,Yes,850000,6.0,0,No,No,1
1293,1856,26,Private Sector/Self Employed,Yes,600000,3.0,0,Yes,No,0
1294,691,31,Private Sector/Self Employed,Yes,950000,3.0,0,Yes,No,0
1295,1484,28,Private Sector/Self Employed,Yes,800000,4.0,1,No,No,0
1296,14,31,Government Sector,Yes,400000,3.0,0,No,No,0
1297,1401,28,Government Sector,Yes,300000,3.0,0,No,No,0
1298,1462,28,Private Sector/Self Employed,Yes,500000,3.0,1,No,No,0
1299,996,31,Private Sector/Self Employed,Yes,1400000,4.0,0,Yes,Yes,1
1300,1385,27,Government Sector,Yes,500000,4.0,0,No,No,0
1301,371,27,Government Sector,Yes,900000,5.0,1,No,Yes,0
1302,167,31,Government Sector,Yes,400000,3.0,0,No,No,0
1303,951,34,Private Sector/Self Employed,Yes,1500000,5.0,0,Yes,Yes,1
1304,1732,29,Private Sector/Self Employed,Yes,1200000,3.0,0,No,Yes,0
1305,1985,34,Private Sector/Self Employed,Yes,1000000,6.0,0,Yes,Yes,1
1306,158,31,Private Sector/Self Employed,Yes,1250000,6.0,0,Yes,No,1
1307,1789,28,Private Sector/Self Employed,Yes,1150000,3.0,1,No,No,0
1308,1003,31,Private Sector/Self Employed,Yes,1250000,5.0,1,No,No,0
1309,1402,26,Private Sector/Self Employed,Yes,600000,4.0,1,No,No,0
1310,22,31,Private Sector/Self Employed,Yes,1100000,4.0,0,No,No,0
1311,1013,25,Private Sector/Self Employed,No,600000,4.0,0,Yes,No,0
1312,137,29,Private Sector/Self Employed,Yes,600000,4.0,1,Yes,No,0
1313,276,29,Private Sector/Self Employed,Yes,1050000,6.0,0,No,No,0
1314,1004,31,Government Sector,No,400000,4.0,1,No,No,0
1315,1522,31,Government Sector,No,400000,3.0,0,No,No,0
1316,870,35,Private Sector/Self Employed,No,800000,2.0,0,No,Yes,0
1317,1369,34,Private Sector/Self Employed,No,750000,4.0,0,Yes,No,0
1318,0,31,Government Sector,Yes,400000,6.0,1,No,No,0
1319,1661,28,Private Sector/Self Employed,Yes,700000,4.0,0,No,No,0
1320,1061,31,Government Sector,Yes,400000,3.0,0,No,No,0
1321,1252,34,Private Sector/Self Employed,Yes,1050000,5.0,0,No,No,0
1322,219,31,Private Sector/Self Employed,Yes,1250000,9.0,1,No,No,0
1323,419,25,Private Sector/Self Employed,No,1150000,4.0,0,No,No,0
1324,438,33,Government Sector,Yes,400000,5.0,1,No,No,0
1325,132,28,Private Sector/Self Employed,Yes,1100000,4.0,0,No,No,0
1326,106,34,Private Sector/Self Employed,Yes,1300000,3.0,0,No,No,0
1327,1153,28,Private Sector/Self Employed,Yes,1150000,6.0,0,No,No,0
1328,1504,34,Private Sector/Self Employed,Yes,850000,2.0,0,No,No,0
1329,582,29,Private Sector/Self Employed,Yes,1100000,3.0,0,No,No,0
1330,1310,28,Private Sector/Self Employed,Yes,1150000,6.0,0,No,No,1
1331,304,34,Private Sector/Self Employed,Yes,1050000,3.0,0,No,No,0
1332,1042,31,Private Sector/Self Employed,Yes,500000,2.0,0,No,No,0
1333,1565,28,Private Sector/Self Employed,Yes,800000,2.0,0,No,No,0
1334,413,25,Private Sector/Self Employed,Yes,1700000,5.0,0,Yes,No,1
1335,487,34,Private Sector/Self Employed,Yes,850000,4.0,0,No,No,1
1336,1957,31,Private Sector/Self Employed,Yes,1250000,7.0,0,No,No,0
1337,1099,35,Private Sector/Self Employed,No,800000,6.0,0,No,No,1
1338,394,28,Private Sector/Self Employed,Yes,1200000,4.0,0,No,No,1
1339,1897,35,Government Sector,Yes,1100000,4.0,0,Yes,No,1
1340,1029,31,Government Sector,No,300000,3.0,0,No,No,0
1341,1737,27,Government Sector,Yes,1050000,7.0,0,No,No,0
1342,1055,25,Private Sector/Self Employed,Yes,1700000,5.0,0,Yes,No,1
1343,968,31,Private Sector/Self Employed,Yes,1250000,5.0,1,No,No,0
1344,587,29,Private Sector/Self Employed,Yes,900000,,1,No,No,1
1345,888,28,Private Sector/Self Employed,Yes,1250000,6.0,1,No,No,0
1346,1082,29,Private Sector/Self Employed,Yes,1200000,8.0,1,No,No,0
1347,1946,32,Government Sector,Yes,850000,7.0,0,Yes,Yes,1
1348,1039,28,Private Sector/Self Employed,Yes,800000,3.0,1,No,No,0
1349,1023,25,Private Sector/Self Employed,Yes,1400000,3.0,0,No,Yes,1
1350,214,27,Government Sector,Yes,850000,5.0,1,No,Yes,0
1351,1959,28,Private Sector/Self Employed,No,550000,6.0,0,No,No,0
1352,28,26,Private Sector/Self Employed,Yes,600000,4.0,0,Yes,No,0
1353,1792,34,Private Sector/Self Employed,Yes,1500000,3.0,0,Yes,Yes,1
1354,1833,29,Private Sector/Self Employed,Yes,1200000,5.0,0,No,No,0
1355,746,27,Government Sector,Yes,500000,3.0,1,No,No,0
1356,1148,28,Private Sector/Self Employed,Yes,700000,5.0,0,Yes,No,0
1357,1752,26,Government Sector,Yes,500000,5.0,1,No,No,0
1358,904,28,Government Sector,Yes,300000,6.0,0,No,No,0
1359,1908,28,Private Sector/Self Employed,Yes,800000,4.0,0,No,No,0
1360,1926,25,Private Sector/Self Employed,Yes,1400000,5.0,0,No,Yes,1
1361,1070,33,Government Sector,Yes,800000,5.0,1,No,No,0
1362,670,28,Private Sector/Self Employed,Yes,800000,4.0,1,No,No,0
1363,1397,28,Private Sector/Self Employed,Yes,900000,9.0,1,No,Yes,0
1364,1948,35,Private Sector/Self Employed,No,800000,6.0,0,Yes,No,1
1365,1394,30,Private Sector/Self Employed,No,650000,3.0,1,No,No,0
1366,1377,26,Government Sector,Yes,1450000,3.0,0,Yes,Yes,1
1367,1352,31,Government Sector,Yes,400000,5.0,0,No,No,0
1368,636,25,Private Sector/Self Employed,Yes,1400000,4.0,0,No,Yes,1
1369,327,34,Government Sector,Yes,1300000,3.0,0,No,No,0
1370,886,31,Private Sector/Self Employed,Yes,1350000,3.0,0,No,Yes,1
1371,1240,28,Private Sector/Self Employed,Yes,700000,5.0,0,Yes,No,0
1372,1956,32,Government Sector,Yes,350000,3.0,1,No,Yes,1
1373,1896,31,Private Sector/Self Employed,Yes,1400000,3.0,0,No,Yes,1
1374,379,27,Private Sector/Self Employed,No,1550000,6.0,0,Yes,No,1
1375,1664,25,Private Sector/Self Employed,No,1150000,4.0,0,Yes,No,0
1376,939,31,Private Sector/Self Employed,Yes,500000,8.0,0,No,No,1
1377,1910,28,Private Sector/Self Employed,Yes,1150000,7.0,0,No,No,0
1378,1784,34,Private Sector/Self Employed,Yes,700000,4.0,0,No,No,1
1379,899,25,Private Sector/Self Employed,Yes,1700000,3.0,0,Yes,No,1
1380,1431,25,Private Sector/Self Employed,No,1150000,6.0,0,No,No,1
1381,1178,28,Private Sector/Self Employed,Yes,800000,4.0,0,No,No,1
1382,1588,31,Private Sector/Self Employed,Yes,900000,5.0,1,Yes,No,0
1383,617,30,Private Sector/Self Employed,No,550000,5.0,0,Yes,No,1
1384,1576,28,Private Sector/Self Employed,Yes,1100000,4.0,0,No,No,1
1385,1937,34,Private Sector/Self Employed,Yes,500000,5.0,0,Yes,Yes,0
1386,602,34,Private Sector/Self Employed,Yes,1500000,4.0,0,Yes,Yes,1
1387,773,31,Private Sector/Self Employed,Yes,950000,6.0,0,No,No,0
1388,112,30,Private Sector/Self Employed,No,800000,4.0,0,No,No,0
1389,859,28,Private Sector/Self Employed,Yes,800000,4.0,0,No,No,0
1390,183,25,Private Sector/Self Employed,No,1700000,3.0,1,Yes,No,0
1391,1440,34,Private Sector/Self Employed,Yes,850000,5.0,0,No,No,0
1392,509,28,Private Sector/Self Employed,Yes,1450000,6.0,0,Yes,Yes,1
1393,493,29,Private Sector/Self Employed,Yes,1050000,,0,No,No,0
1394,1289,28,Private Sector/Self Employed,Yes,800000,2.0,0,No,No,0
1395,768,34,Private Sector/Self Employed,Yes,1500000,5.0,0,Yes,Yes,1
1396,1378,34,Government Sector,Yes,1300000,2.0,1,No,No,0
1397,796,28,Government Sector,Yes,300000,7.0,0,No,No,0
1398,595,25,Private Sector/Self Employed,No,1150000,5.0,1,Yes,No,0
1399,1068,27,Government Sector,Yes,500000,4.0,1,No,No,1
1400,1727,28,Private Sector/Self Employed,Yes,1100000,4.0,0,No,No,0
1401,320,35,Private Sector/Self Employed,No,800000,5.0,0,No,No,0
1402,1968,28,Government Sector,Yes,300000,5.0,1,No,No,0
1403,339,29,Private Sector/Self Employed,Yes,1050000,5.0,0,No,No,0
1404,1136,27,Private Sector/Self Employed,No,600000,6.0,0,No,No,1
1405,1363,28,Government Sector,Yes,600000,7.0,0,No,No,0
1406,1341,34,Private Sector/Self Employed,Yes,1000000,3.0,0,No,No,0
1407,55,26,Private Sector/Self Employed,Yes,750000,5.0,0,No,No,0
1408,763,28,Government Sector,Yes,600000,4.0,1,No,No,0
1409,883,28,Private Sector/Self Employed,Yes,1350000,3.0,0,No,Yes,1
1410,1367,27,Government Sector,Yes,850000,5.0,0,No,No,1
1411,248,34,Government Sector,Yes,1300000,6.0,0,No,No,1
1412,1820,28,Private Sector/Self Employed,Yes,800000,5.0,0,No,No,0
1413,1264,31,Government Sector,Yes,400000,6.0,0,No,No,0
1414,128,31,Private Sector/Self Employed,Yes,1350000,8.0,0,No,Yes,1
1415,409,28,Private Sector/Self Employed,Yes,700000,5.0,0,No,No,0
1416,352,31,Private Sector/Self Employed,Yes,1350000,6.0,0,No,Yes,1
1417,684,25,Private Sector/Self Employed,No,1150000,4.0,0,No,No,0
1418,358,34,Private Sector/Self Employed,Yes,1000000,5.0,0,Yes,No,0
1419,738,28,Private Sector/Self Employed,Yes,800000,7.0,0,Yes,No,0
1420,201,31,Private Sector/Self Employed,Yes,1400000,2.0,0,No,Yes,1
1421,1200,26,Private Sector/Self Employed,Yes,1400000,4.0,1,No,Yes,1
1422,162,34,Private Sector/Self Employed,Yes,500000,7.0,0,No,No,1
1423,103,26,Private Sector/Self Employed,Yes,1400000,5.0,0,No,Yes,1
1424,163,32,Government Sector,Yes,350000,5.0,0,No,No,0
1425,80,26,Private Sector/Self Employed,Yes,1300000,4.0,1,No,No,0
1426,1542,28,Private Sector/Self Employed,Yes,800000,3.0,0,No,No,0
1427,57,34,Private Sector/Self Employed,Yes,1000000,6.0,0,No,No,1
1428,1475,28,Government Sector,Yes,300000,4.0,0,No,No,0
1429,518,29,Private Sector/Self Employed,Yes,1350000,4.0,0,Yes,Yes,1
1430,1823,25,Private Sector/Self Employed,Yes,1800000,6.0,0,Yes,No,1
1431,639,31,Private Sector/Self Employed,Yes,1250000,5.0,1,Yes,No,0
1432,1026,28,Private Sector/Self Employed,Yes,700000,4.0,0,No,No,0
1433,119,31,Private Sector/Self Employed,Yes,500000,4.0,0,No,No,0
1434,1185,33,Government Sector,Yes,400000,4.0,0,No,No,0
1435,1765,34,Private Sector/Self Employed,Yes,1300000,6.0,1,No,No,1
1436,919,26,Private Sector/Self Employed,Yes,1500000,6.0,0,Yes,Yes,1
1437,102,29,Private Sector/Self Employed,Yes,500000,3.0,1,No,No,0
1438,101,33,Private Sector/Self Employed,Yes,1500000,3.0,1,Yes,Yes,1
1439,255,34,Private Sector/Self Employed,Yes,1500000,5.0,0,Yes,Yes,1
1440,1815,33,Private Sector/Self Employed,Yes,550000,3.0,1,No,No,1
1441,48,28,Private Sector/Self Employed,Yes,600000,3.0,0,No,No,0
1442,130,28,Private Sector/Self Employed,Yes,800000,4.0,0,No,No,0
1443,830,34,Private Sector/Self Employed,Yes,1050000,6.0,0,No,No,1
1444,879,29,Private Sector/Self Employed,Yes,1050000,4.0,0,No,No,1
1445,1104,34,Private Sector/Self Employed,Yes,1000000,5.0,0,No,No,0
1446,1255,28,Government Sector,Yes,1200000,3.0,0,No,No,0
1447,747,34,Private Sector/Self Employed,Yes,1300000,6.0,0,No,No,1
1448,1719,25,Private Sector/Self Employed,Yes,1700000,3.0,0,Yes,No,1
1449,1638,29,Private Sector/Self Employed,Yes,1200000,4.0,0,No,No,1
1450,54,29,Private Sector/Self Employed,Yes,1200000,7.0,0,No,No,0
1451,294,29,Private Sector/Self Employed,Yes,1200000,4.0,0,No,No,0
1452,305,26,Private Sector/Self Employed,Yes,1250000,4.0,1,No,Yes,0
1453,1927,34,Private Sector/Self Employed,Yes,1000000,4.0,0,No,No,1
1454,1559,34,Private Sector/Self Employed,Yes,1050000,3.0,1,No,No,0
1455,1954,30,Private Sector/Self Employed,No,550000,6.0,1,No,No,0
1456,326,28,Private Sector/Self Employed,Yes,1150000,5.0,0,No,No,0
1457,226,34,Government Sector,Yes,1300000,9.0,1,No,No,1
1458,916,26,Private Sector/Self Employed,Yes,1500000,6.0,0,Yes,Yes,1
1459,266,31,Government Sector,Yes,400000,5.0,0,No,No,0
1460,223,30,Private Sector/Self Employed,No,650000,3.0,0,No,No,0
1461,10,31,Government Sector,Yes,400000,9.0,1,No,No,0
1462,578,34,Private Sector/Self Employed,Yes,1000000,4.0,0,No,No,0
1463,1322,34,Private Sector/Self Employed,Yes,1050000,6.0,0,No,No,1
1464,291,34,Private Sector/Self Employed,Yes,1300000,3.0,0,Yes,No,0
1465,1809,28,Government Sector,Yes,300000,6.0,1,No,No,0
1466,1300,31,Government Sector,Yes,1200000,6.0,0,No,No,0
1467,1332,29,Private Sector/Self Employed,Yes,1200000,4.0,0,No,No,0
1468,393,29,Private Sector/Self Employed,Yes,1050000,3.0,0,Yes,No,0
1469,680,29,Private Sector/Self Employed,Yes,1100000,4.0,1,No,Yes,1
1470,655,28,Private Sector/Self Employed,Yes,700000,4.0,0,No,No,0
1471,1216,27,Private Sector/Self Employed,No,800000,6.0,0,No,No,1
1472,1844,27,Private Sector/Self Employed,No,350000,5.0,1,No,No,0
1473,545,26,Private Sector/Self Employed,Yes,600000,6.0,1,No,No,0
1474,635,28,Private Sector/Self Employed,No,550000,4.0,0,No,No,0
1475,634,34,Private Sector/Self Employed,No,1300000,4.0,0,No,No,0
1476,197,29,Private Sector/Self Employed,Yes,1150000,5.0,1,Yes,No,0
1477,1725,28,Private Sector/Self Employed,Yes,700000,3.0,0,No,No,0
1478,1005,27,Private Sector/Self Employed,No,350000,4.0,0,No,No,0
1479,780,31,Government Sector,Yes,400000,6.0,0,No,No,0
1480,354,25,Private Sector/Self Employed,No,1150000,5.0,0,No,No,1
1481,1496,28,Private Sector/Self Employed,Yes,750000,4.0,0,No,No,0
1482,511,31,Private Sector/Self Employed,Yes,1250000,3.0,0,No,Yes,0
1483,658,30,Private Sector/Self Employed,No,1450000,6.0,0,Yes,Yes,1
1484,192,28,Private Sector/Self Employed,Yes,800000,4.0,1,No,Yes,0
1485,584,29,Private Sector/Self Employed,Yes,900000,5.0,0,No,No,0
1486,353,31,Government Sector,No,300000,3.0,0,No,No,0
1487,1124,29,Private Sector/Self Employed,Yes,1100000,5.0,0,Yes,No,0
1488,1356,30,Private Sector/Self Employed,No,550000,3.0,0,Yes,Yes,0
1489,1686,28,Private Sector/Self Employed,Yes,800000,6.0,0,No,Yes,0
