ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
6247,D,Ship,3,3,126.0,10,low,M,10,4128,0
5503,D,Ship,$7,2,283.0,5,low,F,10,1722,1
5430,F,Ship,3,4,156.0,3,medium,M,6,5255,1
590,F,Ship,3,2,178.0,2,medium,F,59,1933,1
3445,D,Ship,2,2,240.0,5,low,M,7,4138,1
5356,B,Flight,4,1,231.0,3,medium,M,2,4940,0
3010,B,Flight,5,4,147.0,6,medium,F,21,1145,1
5144,F,Ship,5,2,206.0,2,medium,F,2,5627,1
6377,C,Ship,3,4,188.0,4,medium,M,5,5216,1
6330,F,Ship,4,3,228.0,3,medium,F,1,5129,1
8516,F,Ship,3,5,193.0,2,low,F,10,5776,0
131,C,Road,3,5,179.0,2,low,F,17,1364,1
10408,B,Flight,4,3,248.0,5,low,M,3,1093,0
10464,F,Ship,5,5,257.0,5,medium,F,6,1101,0
2412,F,Ship,6,5,233.0,6,medium,M,48,3341,1
1126,B,Ship,6,4,283.0,5,medium,F,35,2686,1
10439,C,Ship,4,1,189.0,10,medium,F,2,4505,1
8811,A,Ship,4,4,266.0,7,medium,F,10,5901,0
3793,D,Ship,4,1,180.0,3,low,F,1,5677,0
5082,F,Flight,5,4,240.0,4,medium,F,2,5215,0
1545,A,Ship,3,5,175.0,2,low,M,59,1051,1
9544,B,Ship,3,5,247.0,3,medium,F,7,4966,0
22,B,Ship,3,1,232.0,4,medium,F,51,2899,1
6332,F,Ship,3,4,239.0,4,medium,F,8,4537,0
8223,A,Flight,4,2,203.0,4,medium,F,9,4217,0
8768,F,Flight,4,4,209.0,6,low,F,7,4852,0
10014,F,Flight,4,1,266.0,3,low,M,10,4382,0
6306,F,Flight,5,1,272.0,6,medium,F,2,1681,1
6457,D,Ship,3,5,195.0,3,medium,F,9,4224,0
588,F,Ship,3,5,194.0,2,medium,M,4,3496,1
8765,C,Flight,4,1,156.0,2,medium,M,4,5225,0
1628,F,Road,4,2,104.0,7,medium,F,46,1438,1
1268,F,Ship,3,2,233.0,5,low,M,44,2010,1
9552,F,Ship,3,1,274.0,4,low,M,3,5979,0
2866,B,Road,5,1,109.0,2,high,M,23,1479,1
10141,D,Flight,$7,1,254.0,4,low,M,9,1876,0
3739,D,Ship,5,4,263.0,2,high,F,8,4914,0
6182,F,Flight,3,4,201.0,3,high,M,7,4887,1
2475,A,Flight,3,4,212.0,3,medium,F,13,2307,1
527,C,Road,5,1,206.0,2,low,M,2,3490,1
2875,D,Flight,5,2,193.0,2,low,F,1,2775,1
5927,C,Ship,6,3,202.0,3,low,F,5,4930,0
4113,A,Flight,5,4,143.0,5,medium,F,5,4393,1
8716,B,Ship,2,1,198.0,2,low,M,8,4323,0
7740,F,Ship,4,4,267.0,5,medium,F,9,1716,1
8072,F,Road,4,1,241.0,2,low,M,3,5672,0
285,A,Flight,5,5,230.0,3,low,F,32,3249,1
3693,A,Road,5,3,203.0,2,medium,M,4,4311,1
10555,D,Flight,4,3,248.0,3,medium,F,5,4667,0
1791,A,Flight,6,2,205.0,5,medium,F,61,2018,1
4306,B,Ship,6,1,271.0,10,medium,M,5,5459,0
1909,D,Road,5,3,220.0,3,low,M,37,2294,1
9942,F,Ship,5,3,263.0,5,medium,F,6,1192,0
6237,A,Ship,4,2,210.0,3,low,F,9,4163,0
10107,A,Ship,4,2,199.0,3,low,M,7,5342,0
10727,C,Ship,5,1,219.0,5,low,M,8,1419,1
7036,B,Ship,2,1,219.0,4,low,M,6,5124,0
3812,F,Road,2,5,147.0,2,medium,F,8,5499,0
7170,F,Ship,6,3,290.0,4,low,M,5,1784,0
1481,C,Road,4,1,226.0,3,low,F,28,2211,1
4476,F,Ship,2,2,278.0,2,medium,F,9,4318,0
8911,D,Flight,6,5,299.0,4,low,M,2,1192,0
6308,F,Flight,5,3,247.0,5,low,M,10,1699,1
2077,D,Ship,3,4,172.0,10,high,F,23,1875,1
6600,F,Ship,$7,3,310.0,5,low,F,5,1563,0
5750,F,Flight,4,1,179.0,3,high,M,5,4129,0
7356,F,Ship,3,2,220.0,3,low,F,7,5503,0
10294,B,Ship,2,4,144.0,2,medium,M,5,5867,0
2239,D,Ship,2,5,236.0,3,medium,F,13,2171,1
5787,A,Ship,6,5,269.0,4,low,M,5,1264,1
8834,F,Ship,$7,3,307.0,4,low,F,1,1589,1
8864,F,Ship,6,2,305.0,4,low,M,2,1196,0
2133,A,Ship,4,1,235.0,3,high,F,22,3695,1
3647,C,Ship,5,5,135.0,3,medium,M,2,5849,1
1293,A,Ship,5,5,133.0,3,medium,F,21,1648,1
910,B,Ship,4,5,186.0,10,low,F,42,3521,1
9318,F,Flight,5,2,217.0,2,medium,F,6,4120,1
9617,C,Ship,4,1,272.0,2,low,M,1,5666,0
2054,F,Flight,2,5,162.0,4,medium,M,49,1671,1
10810,B,Road,4,2,220.0,6,medium,M,10,1878,1
882,F,Ship,4,5,190.0,2,low,M,36,3548,1
499,D,Ship,5,5,271.0,2,low,M,27,3957,1
814,B,Road,3,2,140.0,2,high,F,7,1401,1
8010,F,Ship,6,4,268.0,4,medium,F,3,1586,0
6389,C,Ship,4,4,159.0,3,low,F,1,4194,1
3576,F,Flight,4,5,275.0,6,medium,M,10,1400,1
802,B,Road,3,4,261.0,2,medium,F,1,3398,1
8802,F,Ship,5,2,164.0,3,medium,F,6,4302,0
3503,C,Ship,3,1,135.0,2,medium,M,2,4163,0
5567,C,Ship,3,2,189.0,6,low,M,7,4329,0
9105,A,Ship,6,4,249.0,4,low,M,10,1318,0
1806,F,Ship,4,1,151.0,2,medium,M,6,1114,1
1148,F,Ship,5,5,174.0,6,medium,F,26,1184,1
1169,C,Ship,4,3,177.0,4,low,M,38,1767,1
10167,A,Ship,2,5,271.0,3,low,M,9,4185,0
1418,F,Ship,3,3,166.0,2,low,F,45,1791,1
8487,A,Road,4,4,206.0,3,low,M,2,5572,1
5309,C,Ship,3,3,207.0,3,low,M,7,4816,1
3604,B,Ship,4,2,275.0,6,medium,M,9,1890,0
1600,B,Ship,3,3,198.0,3,low,M,49,2446,1
6527,C,Ship,4,2,142.0,10,high,F,9,4280,1
10958,F,Flight,4,3,229.0,4,low,F,7,4829,0
9874,B,Flight,3,5,202.0,4,medium,F,7,4458,0
3702,F,Flight,3,1,194.0,2,low,M,8,4335,1
6098,F,Ship,3,5,160.0,3,low,F,8,4106,0
1955,C,Ship,5,4,228.0,3,medium,M,20,3382,1
1718,F,Ship,3,1,101.0,2,medium,F,56,1184,1
10208,F,Ship,5,1,259.0,6,low,F,2,1876,0
1245,A,Flight,4,2,136.0,2,medium,F,17,1285,1
5788,B,Ship,$7,5,265.0,4,low,F,9,1393,0
7629,A,Ship,4,4,255.0,3,high,F,3,5616,0
2142,F,Ship,3,3,261.0,3,medium,M,14,3479,1
334,B,Ship,3,4,211.0,3,medium,M,8,3710,1
980,F,Ship,4,4,140.0,2,low,F,47,1831,1
2076,F,Ship,3,1,176.0,3,low,F,63,1420,1
8824,B,Ship,6,2,305.0,4,low,F,9,1567,0
1527,A,Ship,3,1,230.0,2,medium,M,28,3646,1
5916,F,Ship,5,5,185.0,3,low,M,5,4520,1
9586,B,Flight,2,4,184.0,5,medium,M,9,5812,0
1829,C,Ship,4,4,259.0,2,medium,M,44,2132,1
2671,D,Ship,5,2,246.0,2,low,F,4,3617,1
169,D,Ship,4,2,250.0,3,low,F,53,2478,1
8188,B,Ship,3,1,218.0,4,low,M,6,5480,1
10960,B,Flight,4,2,227.0,10,low,F,10,4619,0
10353,A,Ship,3,2,214.0,2,medium,F,9,4512,0
4734,F,Ship,3,5,265.0,3,medium,F,8,5980,0
5797,D,Ship,4,3,207.0,5,high,F,6,4145,0
531,A,Road,3,2,237.0,2,high,M,26,3103,1
10275,A,Flight,5,5,213.0,3,medium,M,5,5247,0
4346,F,Ship,4,3,245.0,3,low,M,8,4826,0
9941,C,Ship,5,5,251.0,5,medium,F,10,1683,0
6060,F,Ship,3,4,168.0,3,low,M,5,5964,0
5964,F,Ship,6,4,266.0,4,low,M,5,1639,1
5851,D,Ship,2,4,114.0,5,high,F,5,5334,1
4047,A,Ship,4,5,233.0,4,low,F,6,4652,0
10552,B,Flight,5,3,119.0,2,low,M,8,5290,1
772,B,Ship,4,3,179.0,3,medium,M,40,1584,1
3058,B,Ship,5,5,257.0,4,medium,M,31,2040,1
9933,A,Ship,4,2,228.0,5,low,F,3,1473,1
533,C,Road,4,3,192.0,3,low,F,43,3498,1
51,A,Ship,4,1,183.0,3,low,M,37,2042,1
2252,F,Ship,5,1,143.0,2,low,M,46,1387,1
8338,B,Road,5,4,271.0,5,low,M,4,1320,0
6583,D,Flight,$7,2,279.0,4,medium,F,1,1480,0
3796,B,Ship,3,5,252.0,3,high,F,4,4248,0
10315,D,Ship,3,4,195.0,2,low,F,5,4660,1
500,F,Ship,5,1,201.0,3,low,F,47,2657,1
5340,F,Flight,5,1,162.0,3,medium,F,1,5537,0
7544,F,Flight,4,4,155.0,3,medium,M,6,5033,1
6960,F,Ship,5,3,206.0,3,low,F,1,4645,0
4065,A,Ship,3,1,169.0,3,low,F,6,4081,1
5716,B,Ship,4,4,179.0,3,high,F,1,5242,1
2964,F,Ship,3,3,200.0,3,low,M,46,2460,1
1300,B,Ship,3,4,160.0,2,medium,M,32,1085,1
1388,F,Ship,4,4,161.0,2,medium,M,59,1941,1
9444,F,Road,5,2,258.0,5,low,M,3,1824,0
6558,F,Road,6,2,246.0,4,medium,F,7,1297,1
5148,F,Ship,3,4,106.0,6,medium,F,7,4621,0
4771,D,Road,4,5,180.0,3,medium,F,1,5088,0
950,F,Road,4,1,258.0,3,medium,M,53,2428,1
3151,D,Flight,3,3,238.0,8,medium,F,3,4943,0
1854,F,Ship,3,3,190.0,7,medium,F,7,2400,1
5482,B,Flight,3,5,162.0,3,medium,M,1,4480,0
6615,A,Ship,$7,3,307.0,4,low,M,4,1653,0
9566,F,Road,4,4,153.0,2,low,F,8,4248,0
8158,B,Ship,4,5,101.0,6,medium,M,8,4146,0
3253,D,Ship,3,2,160.0,3,medium,F,6,4808,1
10973,C,Flight,4,1,249.0,5,low,F,10,1762,1
4654,B,Flight,5,3,234.0,3,low,F,6,4632,0
4452,F,Ship,5,2,168.0,2,high,F,3,4928,0
4056,F,Ship,4,3,164.0,2,low,F,3,1376,0
2504,F,Ship,5,4,156.0,2,low,F,57,1842,1
4676,F,Ship,4,4,269.0,4,medium,F,3,5032,1
5472,F,Road,6,4,306.0,4,low,M,9,1595,0
10997,C,Ship,5,4,242.0,5,low,F,4,1155,0
4951,D,Ship,3,3,165.0,4,medium,M,3,4235,0
4906,B,Road,3,2,162.0,3,medium,M,6,4505,1
4154,F,Ship,3,4,134.0,3,low,F,9,4436,0
4545,A,Ship,6,4,265.0,4,low,F,9,1511,0
9382,B,Ship,5,3,242.0,4,medium,F,8,4410,1
6657,A,Ship,4,2,185.0,3,medium,M,1,5338,0
9998,F,Flight,5,5,180.0,2,high,M,5,4585,1
1694,F,Ship,6,1,183.0,2,low,M,57,3966,1
9041,C,Flight,5,1,158.0,4,medium,F,4,5687,1
9660,F,Ship,6,5,286.0,4,medium,F,3,1773,1
10049,C,Ship,3,1,171.0,4,medium,F,6,5398,0
9847,D,Road,5,5,246.0,3,medium,F,7,5167,0
8333,C,Road,6,3,246.0,4,medium,F,8,1741,0
5967,A,Ship,4,5,270.0,5,low,F,1,1187,1
231,A,Ship,3,1,146.0,2,low,F,54,1528,1
2868,F,Road,5,4,157.0,4,low,F,65,1951,1
8426,F,Ship,3,1,195.0,3,medium,F,3,5961,0
2708,F,Ship,2,1,200.0,3,medium,M,34,2199,1
805,D,Road,3,4,130.0,2,medium,F,42,1213,1
5857,D,Ship,3,4,203.0,2,low,M,9,5735,0
8909,C,Flight,6,2,290.0,4,medium,M,1,1111,0
4981,D,Ship,3,1,165.0,3,high,F,10,4208,0
3155,C,Flight,4,1,223.0,3,low,F,8,4974,1
5871,A,Road,3,1,133.0,3,medium,M,6,5464,1
4173,A,Ship,3,3,166.0,3,high,M,6,5089,1
8345,C,Road,6,1,302.0,4,low,F,1,1622,1
1550,F,Ship,4,1,134.0,3,medium,F,37,1818,1
8282,F,Ship,4,5,256.0,4,low,F,8,5244,1
2443,D,Road,4,3,271.0,2,medium,M,22,2595,1
8657,C,Ship,$7,5,265.0,4,low,F,1,1601,0
6089,C,Ship,5,1,148.0,3,low,F,5,5790,0
8940,F,Ship,4,3,208.0,3,medium,F,7,4525,1
277,D,Flight,4,2,136.0,3,low,F,65,1962,1
8444,F,Ship,4,1,243.0,3,high,F,5,5989,0
654,F,Ship,3,1,157.0,2,high,M,19,1898,1
93,A,Ship,4,4,175.0,2,medium,F,7,1188,1
4726,B,Ship,4,1,194.0,3,medium,F,6,5282,0
1446,F,Ship,3,4,254.0,3,high,M,53,3538,1
4958,F,Ship,6,4,151.0,3,low,F,10,5414,1
7897,D,Ship,3,3,242.0,3,medium,F,8,5915,1
2611,D,Flight,4,2,214.0,3,medium,F,20,2009,1
8377,D,Ship,4,5,248.0,4,low,F,2,4427,0
276,F,Flight,5,5,115.0,5,low,F,26,1692,1
1360,B,Road,5,5,263.0,2,medium,M,59,3238,1
1845,A,Ship,3,4,198.0,2,medium,F,20,2266,1
1186,B,Ship,2,3,176.0,5,low,M,29,1254,1
7279,D,Ship,3,1,204.0,4,medium,F,6,5926,1
1937,C,Ship,3,5,199.0,2,low,M,46,2728,1
8057,C,Road,5,3,258.0,3,medium,F,1,5719,0
6257,C,Ship,6,4,255.0,4,low,M,7,1869,1
4714,B,Ship,4,5,264.0,3,low,F,10,5972,0
19,D,Ship,5,5,239.0,3,high,M,18,2495,1
6559,D,Road,5,5,222.0,5,low,F,4,1311,0
5929,D,Ship,5,2,244.0,5,medium,F,7,5515,0
477,A,Ship,4,2,149.0,3,medium,M,26,1863,1
6220,B,Ship,6,5,258.0,4,low,M,5,1966,1
5834,F,Ship,4,2,252.0,4,low,F,3,4956,1
572,F,Ship,4,1,132.0,3,low,M,63,1901,1
782,F,Ship,2,4,122.0,2,low,F,32,1213,1
3806,F,Ship,2,1,203.0,4,medium,F,4,4145,0
6703,D,Road,6,4,116.0,3,low,M,6,4649,0
8826,F,Ship,2,1,258.0,5,low,M,10,1221,1
4580,F,Ship,4,3,142.0,3,medium,F,6,5930,0
5184,F,Road,2,2,150.0,3,low,F,6,5854,1
4199,C,Ship,4,3,200.0,4,medium,F,7,4953,1
2718,F,Road,4,5,159.0,3,low,M,2,1048,1
7313,C,Ship,2,3,197.0,2,medium,F,2,4277,0
10457,C,Ship,5,4,217.0,6,medium,M,6,1483,1
1934,F,Flight,4,2,219.0,3,low,M,2,3402,1
2316,F,Road,4,5,135.0,2,high,F,22,1195,1
1226,F,Road,3,1,135.0,2,medium,M,7,1316,1
1856,F,Ship,5,5,247.0,10,medium,F,61,2206,1
9196,B,Flight,5,1,236.0,5,low,M,8,1441,0
6771,A,Ship,3,2,137.0,3,low,F,4,5617,0
4768,B,Ship,4,1,194.0,3,medium,F,9,5804,0
3451,D,Ship,4,3,246.0,3,low,F,5,5118,0
3075,A,Ship,3,2,255.0,2,low,M,18,3732,1
9040,B,Flight,2,1,199.0,2,low,F,10,5345,0
6653,C,Ship,3,4,235.0,2,low,F,10,4575,0
601,D,Ship,6,3,133.0,5,medium,M,32,1367,1
8314,B,Ship,$7,4,289.0,4,low,M,1,1657,0
6670,B,Ship,3,1,266.0,5,low,M,1,5459,0
10911,A,Ship,5,5,264.0,8,high,F,10,5759,1
9747,A,Ship,4,5,196.0,3,low,F,4,5610,0
7675,D,Flight,5,4,242.0,5,medium,F,2,1717,1
6647,C,Ship,5,1,161.0,2,medium,F,10,4108,1
3299,C,Flight,5,4,243.0,3,medium,M,4,4420,1
7568,F,Ship,3,1,251.0,2,low,F,7,5368,1
8419,D,Ship,5,1,224.0,3,low,M,7,5870,1
8586,F,Ship,6,4,222.0,8,low,F,1,5808,1
3426,F,Flight,4,5,219.0,3,medium,M,6,5957,1
6080,F,Ship,2,5,167.0,3,medium,M,8,4605,0
8646,F,Flight,4,4,225.0,5,low,F,1,1476,1
3627,A,Ship,4,3,227.0,3,medium,F,10,5491,1
2147,C,Ship,3,3,133.0,6,low,F,10,1686,1
6538,B,Ship,6,4,279.0,4,low,F,1,1246,1
6432,F,Road,3,1,201.0,6,medium,M,10,5077,1
4400,F,Flight,4,4,165.0,6,low,F,5,4640,1
18,F,Ship,5,5,227.0,3,medium,M,36,3952,1
9766,B,Ship,4,4,155.0,2,medium,F,6,5942,0
3673,D,Road,4,1,251.0,3,low,F,4,4374,1
7078,B,Ship,4,1,192.0,4,high,M,5,4142,1
3754,B,Ship,3,4,181.0,2,medium,F,4,4629,0
4242,F,Road,4,2,212.0,3,low,F,3,4555,0
10249,D,Road,3,1,159.0,2,medium,M,5,4906,1
7037,C,Ship,4,2,223.0,3,medium,F,7,5977,0
242,F,Ship,2,4,140.0,3,low,F,33,1278,1
3532,B,Ship,2,1,163.0,3,low,F,3,5873,1
10741,D,Ship,4,3,192.0,4,low,F,3,1406,1
7378,B,Road,3,5,166.0,2,medium,M,6,4523,1
5492,F,Flight,4,4,196.0,5,low,F,6,4258,0
9995,C,Road,2,1,135.0,4,medium,F,8,5001,1
10891,D,Ship,4,3,188.0,4,medium,M,7,4024,1
10901,C,Ship,5,5,196.0,4,medium,M,8,4604,1
6132,F,Ship,5,5,270.0,3,low,F,9,5807,1
9468,F,Flight,3,4,191.0,3,medium,F,10,4667,0
5589,A,Ship,4,4,189.0,4,medium,F,9,5838,1
6915,A,Ship,5,2,226.0,5,medium,M,5,1659,0
9600,F,Flight,4,1,149.0,3,low,M,2,4499,0
4598,F,Ship,4,4,197.0,3,low,F,7,5099,0
3437,C,Flight,2,3,160.0,2,high,M,3,4409,0
4918,B,Road,4,5,244.0,4,medium,F,2,5365,1
1021,D,Ship,3,4,166.0,3,medium,M,43,1095,1
2158,B,Ship,3,5,208.0,3,low,F,41,3977,1
8009,C,Ship,6,2,282.0,4,low,M,1,1857,1
1287,A,Ship,2,2,192.0,2,low,F,8,3127,1
1208,F,Road,3,1,100.0,3,low,F,17,1129,1
4565,C,Ship,6,3,310.0,4,low,F,2,1817,0
7465,D,Ship,6,5,290.0,4,low,M,6,1929,0
3053,C,Ship,5,4,168.0,3,low,M,34,1779,1
8008,B,Ship,$7,1,308.0,4,medium,M,7,1841,1
5378,F,Ship,5,1,170.0,4,high,M,6,5258,1
2942,F,Ship,2,3,160.0,4,low,F,53,1850,1
8598,F,Ship,5,1,226.0,5,medium,M,3,1409,0
1761,A,Road,4,3,152.0,2,medium,M,18,1537,1
7364,F,Ship,4,4,163.0,3,medium,M,7,4463,0
8370,F,Flight,4,1,222.0,2,low,F,10,4714,1
10982,F,Ship,5,2,251.0,6,low,M,10,1196,0
7925,C,Road,3,4,142.0,4,medium,M,5,4429,0
2721,A,Road,4,3,210.0,3,low,M,3,2742,1
1351,D,Road,4,1,202.0,3,high,M,59,2563,1
4779,A,Road,4,1,245.0,2,low,M,5,5324,1
5899,D,Flight,4,3,190.0,5,low,F,8,4736,0
8120,F,Ship,4,1,261.0,4,medium,F,10,4632,0
387,A,Road,3,1,251.0,3,medium,M,42,3698,1
6534,F,Ship,4,2,206.0,7,high,M,7,5479,1
520,B,Ship,3,1,215.0,3,medium,F,2,3873,1
2114,F,Ship,6,4,164.0,5,low,M,20,1555,1
660,F,Road,5,3,138.0,2,low,M,13,1056,1
634,B,Ship,2,3,164.0,2,low,M,56,1491,1
2066,F,Flight,3,1,265.0,3,medium,M,11,2194,1
7091,C,Ship,2,5,264.0,3,medium,F,3,4320,1
2041,D,Road,5,3,110.0,5,low,M,21,1011,1
2121,A,Ship,5,4,177.0,2,low,M,14,1735,1
5042,F,Ship,6,2,301.0,5,medium,F,3,1586,0
7781,C,Ship,2,3,219.0,4,low,F,9,4086,0
2880,F,Flight,4,1,195.0,2,medium,M,19,2878,1
6945,A,Ship,3,5,155.0,4,low,F,1,4432,1
6238,B,Ship,3,3,238.0,2,medium,F,4,4206,0
866,F,Ship,6,1,168.0,5,high,F,65,1601,1
2623,D,Ship,5,3,149.0,3,medium,F,43,1005,1
3463,D,Ship,3,4,271.0,2,medium,M,6,4218,0
2809,D,Ship,3,2,146.0,4,low,M,13,1790,1
8791,D,Ship,3,3,182.0,4,low,F,2,4746,1
4136,F,Ship,3,2,156.0,3,medium,M,2,4681,0
525,A,Road,5,2,154.0,3,low,M,40,1238,1
197,C,Ship,2,2,135.0,3,low,M,15,1339,1
2614,B,Flight,4,2,273.0,5,medium,F,6,2126,1
412,B,Flight,3,4,200.0,2,medium,M,14,3528,1
6165,A,Flight,3,5,151.0,3,low,F,1,4088,0
6971,C,Road,4,3,206.0,2,low,M,9,5076,1
10363,D,Ship,3,3,217.0,3,low,F,6,4887,0
5577,A,Ship,3,1,144.0,3,low,F,8,5221,1
1233,A,Flight,4,2,166.0,3,low,M,5,1610,1
2394,F,Ship,4,3,158.0,3,low,M,18,1036,1
3359,C,Ship,3,4,205.0,8,medium,M,1,4977,1
6871,D,Ship,6,3,260.0,4,low,F,10,1140,0
4147,D,Ship,4,3,261.0,3,medium,F,2,4028,0
3483,A,Ship,3,5,216.0,4,low,F,3,4934,0
5139,A,Ship,4,2,136.0,2,medium,F,7,4305,1
6579,A,Flight,2,1,164.0,5,low,F,8,1886,0
3393,A,Ship,4,3,296.0,2,medium,F,9,1523,1
3694,B,Road,5,5,168.0,3,low,M,6,4096,0
8652,F,Ship,6,2,279.0,4,medium,F,4,1148,0
8297,C,,3,2,215.0,4,high,M,2,4673,1
6634,B,Ship,4,3,237.0,3,medium,F,8,5045,1
1627,D,Road,5,2,240.0,7,medium,F,57,2708,1
7661,C,Road,4,4,222.0,3,medium,M,4,5857,0
1090,B,Road,3,1,112.0,5,medium,F,41,1249,1
4363,D,Road,4,3,217.0,2,medium,F,2,5442,0
8970,F,Ship,2,3,260.0,2,low,F,1,4547,0
6262,B,Ship,4,1,265.0,6,low,F,9,1753,1
8218,B,Flight,5,3,171.0,3,medium,F,7,4994,0
2362,B,Ship,3,2,165.0,3,low,F,19,1111,1
6026,F,Flight,5,3,267.0,5,low,M,6,1119,1
301,D,Ship,5,3,127.0,3,low,F,43,1446,1
7366,B,Ship,5,5,258.0,4,high,F,5,4562,0
9103,D,Ship,4,4,226.0,5,low,M,1,1761,0
4501,D,Road,2,5,170.0,5,low,F,10,5621,1
9762,F,Ship,4,3,103.0,2,low,M,4,5146,0
3101,C,Ship,5,1,195.0,3,low,M,37,3690,1
9494,F,Ship,4,5,241.0,4,medium,F,10,4126,1
8036,F,Ship,4,4,256.0,5,high,M,1,1927,1
9177,A,Flight,5,5,233.0,6,medium,F,4,1924,1
5007,A,Ship,3,4,165.0,3,high,M,10,4910,0
7800,F,Road,3,5,234.0,2,medium,F,1,4455,1
3488,F,Ship,4,3,249.0,3,medium,F,6,5657,1
1470,F,Ship,3,3,167.0,3,medium,F,42,1363,1
10998,F,Ship,5,2,223.0,6,medium,M,2,1210,0
7770,F,Ship,$7,4,310.0,4,low,M,6,1003,1
8067,A,Road,3,1,256.0,4,low,M,6,4814,1
8941,D,Ship,4,2,185.0,2,medium,F,3,5356,0
2574,F,Ship,3,5,165.0,3,medium,M,33,1500,1
7827,A,Ship,4,2,136.0,4,medium,M,9,5038,0
9739,D,Flight,4,1,161.0,3,low,M,1,4789,0
2027,C,Ship,4,2,265.0,3,low,F,41,3498,1
7913,C,Ship,3,3,167.0,2,low,M,6,5101,0
10424,F,Flight,3,3,252.0,2,high,M,1,5707,1
1400,F,Ship,5,2,165.0,2,medium,F,18,1918,1
1436,F,Ship,6,5,100.0,4,medium,F,3,1440,1
2549,C,Ship,3,1,143.0,6,medium,M,2,1323,1
4847,C,Ship,5,4,267.0,2,low,M,7,5292,0
9419,C,Ship,5,4,238.0,6,low,M,6,1850,1
10309,D,Ship,3,5,209.0,3,medium,M,8,5591,0
7881,A,Ship,2,2,220.0,3,low,M,1,5289,0
376,B,Ship,3,5,262.0,2,low,F,53,3275,1
7485,A,Ship,5,2,232.0,5,medium,F,10,1916,0
92,F,Ship,5,5,286.0,3,low,F,18,3163,1
5417,C,Ship,3,1,202.0,3,medium,F,9,4322,0
524,F,Road,3,1,155.0,3,medium,F,47,1193,1
5793,A,Ship,5,1,240.0,5,medium,M,1,1200,0
9811,D,Ship,3,1,232.0,2,low,F,3,4562,1
9961,D,Ship,6,5,254.0,4,high,F,10,1217,0
4146,F,Ship,2,5,123.0,4,medium,M,8,4042,0
7799,C,Road,4,4,169.0,3,medium,M,5,5743,0
9046,B,Flight,4,2,199.0,3,low,M,4,4070,0
6284,F,Road,5,1,231.0,5,low,M,10,1418,0
4203,A,Ship,3,2,168.0,3,medium,M,2,4231,0
4749,A,Ship,5,3,199.0,10,medium,F,1,5865,0
6394,B,Ship,5,1,173.0,2,low,F,4,4242,1
4355,C,Ship,5,3,198.0,4,medium,M,2,5316,0
3374,F,Ship,3,4,186.0,2,medium,F,9,5841,0
6326,F,Ship,3,4,237.0,3,low,M,1,5980,0
1513,D,Flight,5,3,171.0,3,medium,M,62,1304,1
6202,B,Ship,4,4,251.0,2,medium,F,6,4376,0
2069,C,Flight,5,4,178.0,7,medium,F,36,1179,1
2454,F,Road,4,5,184.0,3,low,F,64,3812,1
1363,D,Road,4,5,233.0,3,medium,F,43,3856,1
3490,B,Ship,3,1,244.0,4,medium,M,6,4734,1
6329,C,Ship,5,5,137.0,2,low,M,8,5111,1
1018,B,Ship,3,3,148.0,2,low,M,42,1950,1
10872,F,Ship,3,5,205.0,4,low,F,9,4819,1
10427,C,Flight,5,4,217.0,2,low,M,2,5469,1
8551,D,Ship,4,2,232.0,5,medium,F,4,1783,0
8165,C,Ship,2,3,129.0,5,medium,M,3,5444,1
10726,B,Ship,5,5,240.0,5,low,M,8,1750,1
8372,F,Flight,5,4,254.0,3,low,F,4,5611,1
1815,A,Ship,5,4,260.0,3,low,M,43,2143,1
10217,C,Ship,5,1,271.0,5,low,F,4,1557,1
7425,A,Ship,6,2,257.0,4,medium,M,2,1012,0
6910,B,Ship,6,4,299.0,4,low,F,9,1817,0
8871,A,Ship,5,3,239.0,5,low,M,10,1784,0
8604,F,Ship,6,5,308.0,4,low,M,4,1202,0
4724,F,Ship,4,3,140.0,3,low,M,1,4453,0
10182,F,Ship,6,1,267.0,4,low,M,9,1146,1
3119,C,Ship,2,4,182.0,4,medium,M,1,3624,1
1367,C,Flight,4,5,138.0,3,low,F,64,1708,1
29,C,Ship,2,3,234.0,4,low,M,44,3134,1
3886,B,Ship,3,3,104.0,5,low,F,5,4643,0
10507,D,Ship,4,5,200.0,4,low,F,1,4885,0
8719,D,Ship,5,1,149.0,3,low,F,9,5173,1
5720,F,Ship,3,1,239.0,8,high,M,6,5023,1
5631,A,Flight,5,5,175.0,6,medium,F,2,4995,1
7962,F,Flight,$7,1,308.0,4,medium,M,5,1705,0
3937,D,Ship,3,5,137.0,2,low,F,6,5709,1
4436,F,Ship,3,3,261.0,4,medium,F,7,4542,1
3706,B,Flight,3,2,269.0,2,medium,F,1,4978,0
8200,B,Road,5,4,180.0,4,medium,F,7,4200,1
3021,A,Flight,3,3,253.0,4,medium,F,57,2489,1
1706,F,Ship,3,2,262.0,3,low,M,54,3150,1
10271,C,Flight,4,5,157.0,3,medium,M,10,5898,1
692,F,Flight,5,5,140.0,3,high,F,42,1384,1
7257,A,Flight,5,4,154.0,2,medium,M,10,5670,0
1149,A,Ship,3,1,140.0,2,medium,F,55,1339,1
6832,B,Road,5,1,168.0,2,low,F,10,4240,0
