ID,model,year,transmission,mileage,fuelType,tax(£),mpg,engineSize
3703, Kona,2018,Manual,5971,Petrol,145,52.3,1.0
3704, I10,2019,Semi-Auto,2600,Petrol,150,47.9,1.2
3706, IX20,2016,Manual,29099,Petrol,125,50.4,1.4
3707, I30,2016,Manual,38594,Diesel,0,78.4,1.6
3708, Santa Fe,2017,Semi-Auto,38202,Diesel,150,42.8,2.2
3709, I10,2019,Semi-Auto,2034,Petrol,150,47.9,1.2
3712, IX20,2015,Automatic,20500,Petrol,205,43.6,1.6
3715, I40,2012,Manual,74768,Petrol,205,42.8,1.6
3716, I10,2018,Semi-Auto,11006,Petrol,150,47.9,1.2
3718, I20,2014,Manual,30950,Petrol,30,57.6,1.2
3719, I20,2018,Manual,5000,Petrol,145,46.3,1.2
3721, IX35,2015,Automatic,52747,Diesel,265,41.5,2.0
3722, Tucson,2019,Manual,15861,Petrol,145,34.9,1.6
3723, I20,2017,Automatic,6264,Petrol,165,45.6,1.4
3724, I10,2017,Manual,30446,Petrol,145,57.7,1.2
3725, Tucson,2019,Manual,223,Petrol,145,34.9,1.6
3726, I30,2013,Manual,68728,Diesel,0,76.3,1.6
3727, I10,2019,Manual,3215,Petrol,145,49.6,1.0
3728, Kona,2019,Manual,14098,Petrol,145,44.1,1.0
3730, I10,2017,Manual,39968,Petrol,145,57.7,1.2
3731, Tucson,2017,Semi-Auto,35828,Diesel,125,57.6,1.7
3732, I30,2015,Manual,36312,Petrol,145,48.7,1.4
3733, Tucson,2016,Manual,29051,Diesel,30,61.7,1.7
3734, Tucson,2017,Semi-Auto,18626,Diesel,125,57.6,1.7
3735, I20,2014,Manual,12378,Petrol,30,57.6,1.2
3736, Tucson,2015,Manual,54411,Diesel,30,61.7,1.7
3737, IX20,2018,Manual,11038,Petrol,145,50.4,1.4
3738, Tucson,2017,Manual,31927,Diesel,30,61.7,1.7
3739, I30,2019,Semi-Auto,350,Petrol,145,46.3,1.4
3740, Tucson,2019,Manual,9676,Diesel,145,48.7,1.6
3741, Tucson,2018,Manual,11779,Petrol,145,34.9,1.6
3742, Tucson,2019,Manual,13177,Petrol,150,34.9,1.6
3743, Kona,2019,Manual,7842,Petrol,145,44.1,1.0
3744, Tucson,2018,Manual,7390,Petrol,145,34.9,1.6
3745, Tucson,2017,Manual,23855,Diesel,30,61.7,1.7
3747, I30,2017,Manual,31083,Diesel,145,74.3,1.6
3748, Kona,2019,Manual,11488,Petrol,145,44.1,1.0
3749, I20,2019,Manual,12545,Petrol,145,46.3,1.2
3750, I30,2019,Manual,6175,Petrol,145,44.8,1.0
3751, Tucson,2018,Manual,14007,Petrol,145,44.8,1.6
3752, I10,2018,Manual,16494,Petrol,145,60.1,1.0
3753, Tucson,2016,Automatic,31828,Diesel,125,57.6,1.7
3754, Ioniq,2018,Automatic,28227,Hybrid,135,78.5,1.6
3755, I800,2018,Automatic,21600,Diesel,150,33.6,2.5
3756, Tucson,2016,Manual,12663,Diesel,30,61.7,1.7
3758, Tucson,2017,Manual,11028,Petrol,150,44.8,1.6
3759, I30,2017,Manual,31546,Diesel,145,74.3,1.6
3760, Tucson,2016,Automatic,20025,Diesel,125,57.6,1.7
3761, I800,2018,Automatic,32469,Diesel,145,33.6,2.5
3762, I10,2017,Manual,29880,Petrol,145,57.7,1.2
3763, Kona,2020,Manual,1,Petrol,145,44.1,1.0
3764, I20,2019,Manual,5409,Petrol,150,46.3,1.2
3765, I30,2014,Manual,38703,Diesel,0,76.3,1.6
3767, I20,2017,Manual,32500,Petrol,145,58.9,1.2
3768, Ioniq,2018,Semi-Auto,30381,Hybrid,135,78.5,1.6
3770, I10,2019,Manual,10,Petrol,145,60.1,1.0
3771, Kona,2019,Semi-Auto,7200,Hybrid,135,52.3,1.6
3772, I30,2020,Manual,100,Petrol,145,45.6,1.0
3773, Tucson,2016,Automatic,25233,Diesel,235,43.5,2.0
3774, I10,2017,Manual,39877,Petrol,145,60.1,1.0
3775, I10,2018,Manual,19995,Petrol,145,60.1,1.0
3776, Tucson,2016,Manual,31352,Petrol,160,44.8,1.6
3777, Tucson,2019,Manual,5500,Diesel,145,45.6,1.6
3778, I10,2013,Manual,42000,Petrol,20,61.4,1.2
3779, Tucson,2018,Semi-Auto,16172,Diesel,145,57.7,1.7
3780, I30,2016,Manual,31334,Petrol,235,38.7,1.6
3782, Ioniq,2019,Automatic,10,Hybrid,135,78.5,1.6
3784, IX20,2019,Manual,7887,Petrol,150,37.2,1.6
3786, I10,2019,Manual,8639,Petrol,145,57.6,1.2
3788, I10,2017,Manual,5082,Petrol,145,60.1,1.0
3789, Kona,2019,Semi-Auto,10,Petrol,145,37.7,1.6
3790, I30,2016,Manual,5156,Petrol,145,48.7,1.4
3792, I30,2017,Manual,52586,Diesel,145,74.3,1.6
3793, I10,2014,Manual,52000,Petrol,20,60.1,1.0
3794, I10,2017,Semi-Auto,24890,Petrol,145,47.9,1.2
3796, I10,2020,Manual,1000,Petrol,145,53.3,1.0
3797, Tucson,2019,Semi-Auto,4500,Petrol,145,36.2,1.6
3799, Kona,2018,Manual,12407,Petrol,145,52.3,1.0
3801, Tucson,2017,Manual,26393,Diesel,125,58.9,2.0
3802, Ioniq,2017,Automatic,13587,Hybrid,0,78.5,1.6
3803, I800,2018,Manual,37902,Diesel,145,37.7,2.5
3804, I30,2017,Semi-Auto,16844,Petrol,150,51.4,1.4
3805, I20,2014,Manual,33013,Petrol,30,57.6,1.2
3807, Tucson,2015,Manual,47085,Diesel,145,54.3,2.0
3809, Tucson,2018,Manual,8786,Diesel,145,61.7,1.7
3810, I10,2014,Manual,25500,Petrol,20,60.1,1.0
3811, I10,2018,Manual,2307,Petrol,145,60.1,1.0
3812, IX35,2015,Manual,67648,Diesel,145,54.3,1.7
3815, Kona,2019,Manual,11372,Petrol,145,44.1,1.0
3816, Kona,2018,Manual,9884,Petrol,145,44.1,1.0
3817, I10,2018,Manual,1480,Petrol,150,60.1,1.0
3818, I10,2010,Manual,62000,Petrol,30,56.5,1.2
3819, Santa Fe,2020,Automatic,2885,Diesel,145,39.2,2.2
3820, Tucson,2017,Manual,23546,Diesel,30,61.7,1.7
3821, Tucson,2018,Manual,4188,Diesel,145,48.7,1.6
3823, Tucson,2018,Automatic,18076,Diesel,145,47.1,2.0
3824, I30,2012,Manual,64008,Diesel,30,64.2,1.6
3825, I30,2019,Manual,350,Petrol,145,42.2,1.4
3826, I10,2019,Manual,5223,Petrol,145,57.6,1.2
3827, Tucson,2019,Manual,3400,Diesel,145,49.6,1.6
3828, I30,2017,Manual,14027,Diesel,145,72.4,1.6
3829, I10,2016,Manual,20500,Petrol,20,61.4,1.0
3831, Santa Fe,2017,Manual,41109,Diesel,200,47.1,2.2
3832, Ioniq,2019,Automatic,4004,Hybrid,135,78.5,1.6
3833, I10,2017,Manual,20100,Petrol,145,60.1,1.0
3834, Santa Fe,2002,Manual,94000,Petrol,325,30.4,2.4
3838, Tucson,2017,Manual,10587,Diesel,145,61.7,1.7
3839, I30,2018,Manual,8404,Diesel,145,74.3,1.6
3840, I40,2015,Manual,62106,Diesel,125,60.1,1.7
3841, I10,2016,Manual,19000,Petrol,20,60.1,1.0
3843, Tucson,2018,Manual,18,Petrol,145,34.9,1.6
3844, Tucson,2016,Manual,25044,Diesel,125,58.9,2.0
3845, I10,2017,Manual,8616,Petrol,145,60.1,1.0
3846, IX35,2014,Manual,57675,Diesel,145,53.3,1.7
3847, I30,2016,Manual,20251,Petrol,125,50.4,1.4
3848, I10,2018,Manual,7785,Petrol,145,60.1,1.0
3849, Tucson,2020,Semi-Auto,3100,Petrol,145,36.2,1.6
3850, Tucson,2019,Manual,2765,Petrol,145,34.9,1.6
3851, Ioniq,2019,Automatic,7603,Hybrid,135,78.5,1.6
3852, I20,2017,Automatic,37101,Petrol,145,45.6,1.4
3853, Santa Fe,2019,Automatic,623,Diesel,145,42.8,2.2
3854, Tucson,2016,Manual,32125,Petrol,160,44.8,1.6
3855, I800,2018,Manual,39010,Diesel,145,37.7,2.5
3856, I10,2018,Manual,19702,Petrol,145,60.1,1.0
3857, Tucson,2020,Semi-Auto,300,Petrol,145,36.2,1.6
3859, Tucson,2018,Manual,11014,Petrol,145,44.8,1.6
3860, I800,2018,Manual,22756,Diesel,145,31.7,2.5
3861, I10,2016,Manual,29000,Petrol,30,57.6,1.2
3863, Tucson,2018,Semi-Auto,30288,Diesel,145,57.6,1.7
3864, I10,2017,Semi-Auto,24708,Petrol,145,47.9,1.2
3865, I30,2015,Manual,15318,Petrol,145,47.1,1.4
3866, Tucson,2016,Manual,20258,Petrol,160,44.8,1.6
3867, Tucson,2016,Automatic,27867,Diesel,200,47.1,2.0
3868, I30,2016,Manual,44534,Diesel,0,78.4,1.6
3869, IX20,2015,Automatic,37500,Petrol,200,43.6,1.6
3870, Santa Fe,2020,Semi-Auto,50,Diesel,145,39.2,2.2
3872, Ioniq,2019,Automatic,961,Hybrid,135,78.5,1.6
3874, I10,2012,Manual,50800,Petrol,20,61.4,1.2
3876, I10,2018,Manual,35458,Petrol,145,57.7,1.2
3879, I40,2018,Automatic,32289,Diesel,145,60.1,1.7
3880, IX35,2012,Manual,119050,Diesel,150,48.7,1.7
3882, Tucson,2018,Automatic,25814,Petrol,145,39.8,1.6
3883, I10,2016,Manual,16205,Petrol,30,57.6,1.2
3884, I20,2019,Manual,10,Petrol,145,46.3,1.2
3885, I10,2018,Manual,9533,Petrol,150,60.1,1.0
3886, I30,2015,Manual,54412,Diesel,0,78.4,1.6
3888, Tucson,2017,Semi-Auto,7317,Diesel,145,57.6,1.7
3889, IX20,2016,Automatic,15728,Petrol,165,43.5,1.6
3890, I10,2020,Manual,3213,Petrol,145,56.5,1.0
3891, I20,2015,Manual,26846,Petrol,125,51.4,1.4
3893, Tucson,2016,Manual,26452,Diesel,30,61.7,1.7
3894, I20,2016,Manual,26543,Petrol,30,55.4,1.2
3895, Tucson,2017,Manual,9140,Petrol,160,44.8,1.6
3896, IX35,2014,Manual,41778,Diesel,150,53.3,1.7
3897, I10,2017,Manual,19625,Petrol,145,57.7,1.2
3898, Santa Fe,2015,Automatic,43450,Diesel,265,41.5,2.2
3899, I800,2019,Manual,2804,Diesel,145,28.0,2.5
3900, I30,2015,Manual,25686,Diesel,20,72.4,1.6
3903, Kona,2019,Manual,13192,Petrol,150,44.1,1.0
3904, I10,2017,Manual,38578,Petrol,145,60.1,1.0
3905, Tucson,2016,Manual,64038,Diesel,30,61.7,1.7
3906, Kona,2019,Manual,2779,Petrol,145,44.1,1.0
3907, Tucson,2019,Semi-Auto,10610,Petrol,145,36.2,1.6
3911, I40,2019,Manual,10,Diesel,145,52.3,1.6
3912, Ioniq,2019,Automatic,1963,Petrol,135,78.5,1.6
3913, Tucson,2017,Manual,52029,Diesel,30,61.7,1.7
3914, Ioniq,2018,Automatic,28283,Hybrid,135,78.5,1.6
3915, Santa Fe,2019,Automatic,4566,Diesel,145,42.2,2.2
3916, I10,2018,Manual,6145,Petrol,145,60.1,1.0
3917, I30,2020,Manual,6000,Diesel,150,60.1,1.6
3918, I40,2019,Manual,8178,Petrol,150,38.2,1.6
3919, I10,2017,Manual,13699,Petrol,30,57.7,1.2
3920, I20,2016,Manual,31163,Petrol,30,55.4,1.2
3921, Santa Fe,2018,Manual,17452,Diesel,145,47.1,2.2
3922, I10,2017,Semi-Auto,15917,Petrol,145,47.9,1.2
3923, IX35,2014,Manual,43978,Diesel,145,53.3,1.7
3924, I800,2018,Manual,37324,Diesel,145,28.0,2.5
3925, Tucson,2019,Manual,10,Petrol,145,35.3,1.6
3926, IX20,2016,Manual,51500,Diesel,30,64.2,1.6
3927, I10,2019,Manual,3000,Petrol,145,49.6,1.0
3929, I30,2015,Manual,54755,Diesel,0,78.4,1.6
3930, I10,2018,Manual,16874,Petrol,150,57.7,1.2
3931, I30,2016,Manual,18577,Petrol,145,48.7,1.4
3932, I800,2019,Manual,11872,Diesel,145,31.7,2.5
3934, I20,2016,Manual,16228,Petrol,20,62.8,1.0
3935, I10,2018,Manual,1500,Petrol,145,60.1,1.0
3936, I10,2018,Manual,19931,Petrol,150,60.1,1.0
3937, I30,2017,Manual,15882,Petrol,150,52.3,1.4
3939, Kona,2019,Manual,2160,Petrol,145,44.1,1.0
3940, I10,2014,Manual,27397,Petrol,20,60.1,1.0
3941, Tucson,2019,Manual,6491,Hybrid,145,47.9,1.6
3942, Tucson,2018,Semi-Auto,32802,Diesel,145,57.6,1.7
3944, I10,2018,Manual,13546,Petrol,145,60.1,1.0
3945, I30,2017,Manual,18994,Petrol,150,56.5,1.0
3946, I800,2019,Automatic,10124,Diesel,145,28.0,2.5
3947, I10,2017,Manual,42005,Petrol,145,60.1,1.0
3948, Tucson,2016,Manual,31480,Diesel,30,61.7,1.7
3949, I800,2019,Manual,5137,Diesel,145,31.7,2.5
3950, Tucson,2019,Semi-Auto,10,Petrol,145,36.2,1.6
3951, IX35,2014,Manual,62300,Petrol,205,41.5,1.6
3952, I30,2018,Automatic,33616,Petrol,145,51.4,1.4
3953, I10,2014,Manual,31500,Petrol,30,57.6,1.2
3954, Tucson,2017,Manual,8418,Petrol,145,44.8,1.6
3955, I10,2019,Manual,3500,Petrol,145,49.6,1.0
3957, Tucson,2017,Manual,24866,Petrol,145,44.8,1.6
3958, IX20,2016,Manual,18562,Petrol,125,50.4,1.4
3959, Tucson,2017,Semi-Auto,7497,Diesel,145,57.6,1.7
3960, I10,2018,Manual,8623,Petrol,145,60.1,1.0
3961, Ioniq,2019,Automatic,9852,Hybrid,140,78.5,1.6
3962, I10,2015,Manual,40883,Petrol,20,61.4,1.0
3963, I30,2017,Manual,61942,Diesel,20,72.4,1.6
3964, Tucson,2019,Manual,3475,Petrol,145,35.3,1.6
3965, I10,2014,Manual,31090,Petrol,30,57.6,0.0
3966, Kona,2018,Manual,29920,Petrol,145,52.3,1.0
3967, IX20,2015,Automatic,21900,Petrol,165,43.5,1.6
3968, IX20,2016,Manual,8423,Petrol,125,50.4,1.4
3969, IX35,2014,Manual,50000,Diesel,145,53.3,1.7
3970, Tucson,2017,Automatic,21477,Diesel,145,47.1,2.0
3971, I30,2019,Manual,3303,Petrol,145,41.5,1.4
3972, Tucson,2017,Manual,24026,Diesel,30,61.7,1.7
3975, I10,2017,Manual,30193,Petrol,145,60.1,1.0
3976, I10,2017,Manual,35640,Petrol,150,57.7,1.2
3977, I30,2018,Manual,13406,Petrol,150,56.5,1.0
3979, Tucson,2017,Manual,28000,Diesel,30,61.7,1.7
3980, Kona,2019,Manual,15575,Petrol,145,44.1,1.0
3982, IX20,2018,Manual,3250,Petrol,145,37.2,1.6
3983, Kona,2018,Manual,13812,Petrol,145,52.3,1.0
3984, I20,2014,Manual,48879,Petrol,30,57.6,1.2
3986, I20,2017,Manual,9812,Petrol,145,62.8,1.0
3987, I10,2019,Manual,5650,Petrol,145,60.1,1.0
3988, Tucson,2018,Manual,7894,Petrol,145,34.9,1.6
3989, I10,2016,Manual,20300,Petrol,20,60.1,1.0
3990, Tucson,2019,Manual,3774,Petrol,150,34.9,1.6
3991, I30,2017,Manual,23786,Petrol,145,48.7,1.4
3992, I10,2018,Manual,9196,Petrol,145,57.6,1.2
3993, I10,2018,Manual,3796,Petrol,150,57.6,1.2
3994, I40,2017,Manual,17393,Diesel,145,65.7,1.7
3995, Tucson,2017,Manual,22888,Diesel,150,61.7,1.7
3997, IX35,2014,Manual,54093,Diesel,160,50.4,1.7
3998, Ioniq,2019,Automatic,9000,Hybrid,135,78.5,1.6
3999, I40,2016,Manual,26775,Diesel,30,65.7,1.7
4000, I30,2018,Manual,12486,Diesel,145,74.3,1.6
4001, I10,2018,Semi-Auto,17560,Petrol,145,47.9,1.2
4002, I30,2017,Manual,8092,Petrol,145,56.5,1.0
4003, I10,2018,Manual,12544,Petrol,145,57.7,1.2
4006, Kona,2019,Automatic,4672,Hybrid,140,52.3,1.6
4007, Tucson,2016,Manual,26000,Diesel,30,61.7,1.7
4008, Kona,2018,Manual,15028,Petrol,145,52.3,1.0
4009, Tucson,2020,Semi-Auto,7417,Petrol,145,36.2,1.6
4010, I20,2020,Manual,3000,Petrol,145,46.3,1.2
4011, Kona,2018,Manual,13655,Petrol,145,52.3,1.0
4013, Kona,2019,Automatic,144,Petrol,145,37.7,1.6
4014, I10,2018,Manual,30360,Petrol,145,60.1,1.0
4015, Tucson,2015,Manual,43169,Diesel,30,61.7,1.7
4016, Tucson,2019,Manual,10066,Petrol,150,34.9,0.0
4018, I10,2017,Manual,15618,Petrol,145,60.1,1.0
4019, I10,2019,Manual,11782,Petrol,145,57.6,1.2
4020, I10,2017,Manual,30195,Petrol,145,60.1,1.0
4021, I30,2020,Manual,37,Petrol,145,44.8,1.0
4022, Kona,2018,Manual,13733,Petrol,145,44.1,1.0
4023, I10,2017,Manual,31050,Petrol,150,60.1,1.0
4025, Ioniq,2017,Automatic,23000,Hybrid,0,78.5,1.6
4026, I20,2016,Manual,88000,Diesel,20,68.9,1.4
4027, Tucson,2017,Semi-Auto,17526,Diesel,145,57.6,1.7
4028, I10,2015,Manual,41650,Petrol,20,60.1,1.0
4029, I30,2016,Manual,33298,Diesel,20,72.4,1.6
4030, I30,2019,Manual,1913,Diesel,145,60.1,1.6
4031, IX20,2017,Manual,14962,Diesel,145,64.2,1.6
4034, I10,2018,Manual,16281,Petrol,145,60.1,1.0
4035, I30,2016,Manual,31745,Diesel,20,72.4,1.6
4037, I10,2018,Manual,4705,Petrol,145,57.7,1.2
4038, I10,2018,Manual,9031,Petrol,145,57.7,1.2
4039, I20,2017,Manual,21821,Petrol,145,61.4,0.0
4041, I20,2013,Manual,49252,Diesel,0,74.3,1.1
4042, I30,2016,Automatic,11511,Petrol,200,41.5,1.6
4043, Santa Fe,2016,Semi-Auto,14157,Diesel,235,42.2,2.2
4044, I30,2017,Manual,18228,Diesel,0,74.3,1.6
4045, Tucson,2016,Manual,52417,Diesel,150,54.3,2.0
4046, Tucson,2017,Manual,14491,Diesel,30,61.7,1.7
4049, Kona,2019,Manual,3475,Petrol,145,44.1,1.0
4051, I10,2013,Manual,28520,Petrol,20,61.4,0.0
4054, Kona,2018,Semi-Auto,10344,Petrol,145,34.0,1.6
4055, Ioniq,2017,Semi-Auto,46899,Hybrid,0,78.5,1.6
4056, I20,2019,Manual,7372,Petrol,150,46.3,1.2
4057, Ioniq,2019,Automatic,5308,Hybrid,135,78.5,1.6
4058, Tucson,2017,Manual,15679,Petrol,160,44.8,1.6
4060, I20,2015,Manual,25730,Diesel,20,68.9,1.4
4061, Tucson,2019,Manual,4412,Petrol,145,35.3,1.6
4063, I10,2017,Manual,31696,Petrol,20,60.1,1.0
4064, I10,2016,Manual,7418,Petrol,20,60.1,1.0
4065, Kona,2019,Manual,6483,Petrol,145,44.1,1.0
4066, Tucson,2017,Manual,13673,Petrol,145,44.8,1.6
4067, I10,2018,Manual,9170,Petrol,150,57.7,1.2
4068, Ioniq,2017,Automatic,27860,Hybrid,0,78.5,1.6
4069, I10,2018,Manual,22773,Petrol,145,60.1,1.0
4070, Ioniq,2018,Automatic,6308,Hybrid,135,78.5,1.6
4071, I30,2018,Manual,13164,Petrol,150,57.7,1.0
4072, Tucson,2008,Manual,83000,Diesel,300,39.8,2.0
4073, I30,2019,Manual,12972,Petrol,145,44.8,1.0
4074, I10,2017,Manual,19750,Petrol,145,57.7,1.2
4075, I20,2019,Manual,1000,Petrol,145,46.3,1.2
4077, Tucson,2016,Semi-Auto,31441,Diesel,125,57.6,1.7
4078, Tucson,2017,Manual,47840,Diesel,30,61.7,1.7
4079, Tucson,2019,Semi-Auto,17452,Petrol,150,36.2,1.6
4080, Tucson,2019,Manual,1247,Petrol,145,35.3,1.6
4081, Tucson,2019,Manual,17841,Petrol,150,34.9,1.6
4082, Tucson,2019,Manual,8359,Petrol,145,34.9,1.6
4083, I20,2019,Manual,4000,Petrol,145,46.3,1.2
4084, I20,2017,Manual,34945,Petrol,30,58.9,1.2
4086, I30,2016,Manual,9671,Diesel,0,78.4,1.6
4087, Tucson,2017,Manual,15040,Diesel,145,61.7,1.7
4088, I10,2019,Manual,4217,Petrol,145,60.1,1.0
4089, Kona,2019,Semi-Auto,1026,Petrol,145,37.7,1.6
4090, Santa Fe,2019,Automatic,4000,Diesel,145,39.2,2.2
4091, I10,2019,Manual,2328,Petrol,145,49.6,1.0
4092, Tucson,2017,Semi-Auto,36541,Diesel,150,57.6,1.7
4094, I10,2016,Manual,29650,Petrol,30,57.6,1.2
4095, Tucson,2019,Manual,14147,Petrol,150,34.9,1.6
4096, Tucson,2016,Automatic,15550,Diesel,205,47.1,2.0
4097, I10,2018,Manual,30842,Petrol,145,60.1,1.0
4099, Tucson,2017,Semi-Auto,28979,Diesel,125,57.6,1.7
4100, I10,2018,Manual,9458,Petrol,145,60.1,1.0
4101, I20,2010,Manual,78100,Petrol,125,54.3,1.2
4102, Ioniq,2018,Automatic,15946,Hybrid,135,78.5,1.6
4104, I800,2016,Automatic,53292,Diesel,330,33.6,2.5
4105, Ioniq,2018,Automatic,1675,Hybrid,135,78.5,1.6
4106, Tucson,2016,Manual,14756,Diesel,30,61.7,1.7
4108, IX35,2015,Manual,33910,Petrol,200,41.5,1.6
4109, I10,2013,Manual,42186,Petrol,20,61.4,1.2
4110, IX35,2013,Automatic,37000,Diesel,300,39.2,2.0
4111, I10,2017,Semi-Auto,31564,Petrol,145,47.9,1.2
4112, I30,2019,Manual,14121,Diesel,145,58.9,1.6
4113, I30,2018,Manual,14655,Petrol,145,56.5,1.0
4114, Kona,2020,Automatic,7000,Hybrid,135,52.3,1.6
4116, I10,2015,Semi-Auto,16229,Petrol,145,47.9,1.2
4118, Tucson,2018,Manual,16103,Petrol,145,38.7,1.6
4121, I30,2019,Manual,12540,Diesel,145,58.9,1.6
4122, Santa Fe,2019,Semi-Auto,3960,Diesel,145,39.8,2.2
4123, Tucson,2018,Manual,11897,Petrol,145,34.9,1.6
4124, I20,2018,Manual,3600,Petrol,145,65.7,1.0
4126, I30,2018,Manual,9664,Petrol,145,56.5,1.0
4127, Ioniq,2019,Automatic,6933,Hybrid,135,78.5,1.6
4129, Tucson,2018,Manual,14429,Petrol,145,34.9,1.6
4130, Kona,2017,Manual,22300,Diesel,150,74.3,1.0
4131, I10,2017,Manual,16165,Petrol,20,60.1,1.0
4134, Kona,2019,Manual,1642,Petrol,145,44.1,1.0
4135, I30,2016,Manual,31362,Diesel,20,72.4,1.6
4136, Tucson,2017,Manual,29800,Diesel,200,47.9,2.0
4137, Ioniq,2019,Automatic,5500,Hybrid,135,78.5,1.6
4138, Tucson,2017,Semi-Auto,35793,Diesel,125,57.6,1.7
4139, Tucson,2018,Manual,67250,Petrol,150,34.9,1.6
4140, I10,2017,Manual,25884,Petrol,145,60.1,1.0
4141, Santa Fe,2019,Semi-Auto,1001,Diesel,145,39.8,2.2
4142, Kona,2019,Manual,9000,Petrol,145,44.1,1.0
4143, I10,2017,Manual,15422,Petrol,20,60.1,1.0
4146, I10,2018,Manual,9426,Petrol,145,60.1,1.0
4147, I20,2019,Manual,11435,Petrol,145,46.3,1.2
4151, I20,2019,Manual,3279,Petrol,145,46.3,1.2
4152, IX35,2014,Manual,90000,Diesel,145,53.3,1.7
4158, I10,2019,Manual,7832,Petrol,145,60.1,1.0
4159, I10,2016,Semi-Auto,15047,Petrol,145,47.9,1.2
4162, I20,2017,Manual,14923,Petrol,145,62.8,1.0
4163, I20,2018,Manual,5657,Petrol,145,46.3,1.2
4164, I40,2015,Manual,39779,Diesel,30,65.7,1.7
4165, I800,2018,Automatic,36862,Diesel,145,28.0,2.5
4166, I10,2019,Manual,1497,Petrol,145,49.6,1.0
4167, Tucson,2017,Manual,17936,Diesel,30,61.7,1.7
4168, I30,2018,Manual,34153,Petrol,145,54.3,1.0
4169, I30,2019,Manual,16673,Diesel,145,60.1,1.6
4170, I10,2012,Manual,64000,Petrol,20,61.4,1.2
4171, IX35,2015,Manual,39000,Diesel,145,54.3,1.7
4172, I10,2018,Manual,10173,Petrol,145,60.1,1.0
4173, I20,2015,Manual,23656,Petrol,30,55.4,1.2
4174, I20,2017,Manual,22851,Petrol,145,55.4,1.2
4175, I20,2013,Manual,30252,Petrol,30,57.6,1.2
4176, Tucson,2019,Semi-Auto,2012,Petrol,145,36.2,1.6
4177, I40,2017,Manual,8613,Diesel,145,65.7,1.7
4179, I10,2009,Manual,67887,Petrol,30,56.5,1.1
4180, Kona,2019,Manual,13240,Petrol,145,44.1,1.0
4181, Tucson,2017,Manual,18386,Diesel,30,61.7,1.7
4182, I10,2017,Manual,30676,Petrol,145,60.1,1.0
4183, I20,2017,Manual,44120,Petrol,150,62.8,1.0
4184, I10,2018,Manual,8043,Petrol,145,60.1,1.0
4185, Santa Fe,2019,Automatic,6813,Diesel,145,39.2,2.2
4186, Tucson,2017,Automatic,12921,Diesel,145,57.6,1.7
4187, IX20,2013,Manual,35300,Petrol,145,45.6,1.4
4188, I10,2017,Manual,21962,Petrol,145,60.1,1.0
4190, IX35,2016,Manual,34292,Diesel,150,53.3,1.7
4191, I10,2016,Automatic,12700,Petrol,150,47.9,1.2
4192, Tucson,2019,Manual,623,Petrol,145,34.9,1.6
4195, I30,2020,Manual,3811,Petrol,145,34.0,2.0
4196, Ioniq,2016,Automatic,24695,Hybrid,0,78.5,1.6
4197, I10,2019,Manual,3682,Petrol,145,57.6,1.2
4198, I10,2019,Manual,50,Petrol,145,49.6,1.0
4199, Tucson,2020,Manual,433,Petrol,145,34.9,1.6
4200, Tucson,2017,Manual,32000,Diesel,30,61.7,1.7
4201, Ioniq,2019,Automatic,4489,Hybrid,135,62.8,1.6
4202, Tucson,2019,Manual,25,Petrol,145,34.9,1.6
4203, IX20,2016,Manual,25969,Petrol,125,50.4,1.4
4204, I20,2017,Manual,32113,Petrol,145,55.4,1.2
4205, I30,2019,Manual,2640,Petrol,145,44.8,1.0
4206, I20,2017,Automatic,3283,Petrol,160,45.6,1.4
4208, Santa Fe,2017,Manual,29458,Diesel,200,47.1,2.2
4209, Ioniq,2017,Automatic,19542,Hybrid,0,78.5,1.6
4210, I10,2018,Semi-Auto,4192,Petrol,150,47.9,1.2
4211, Tucson,2019,Manual,14231,Petrol,145,34.9,1.6
4213, Tucson,2018,Manual,11611,Petrol,145,44.8,1.6
4214, I30,2016,Manual,18361,Diesel,0,78.4,1.6
4215, I30,2017,Manual,29664,Diesel,145,74.3,1.6
4216, I10,2016,Manual,26753,Petrol,20,60.1,1.0
4217, I20,2015,Manual,26413,Petrol,30,55.4,1.2
4218, I20,2016,Manual,32182,Petrol,30,58.9,1.2
4219, Kona,2018,Manual,8435,Petrol,145,44.1,1.0
4220, I30,2018,Semi-Auto,11196,Diesel,145,68.9,1.6
4221, Ioniq,2018,Automatic,10434,Hybrid,135,78.5,1.6
4223, Tucson,2017,Manual,17443,Petrol,160,44.8,1.6
4225, I10,2015,Manual,18405,Petrol,30,57.6,1.2
4226, Tucson,2016,Manual,26804,Diesel,30,61.7,1.7
4228, I800,2018,Manual,30305,Diesel,145,31.7,0.0
4229, I10,2013,Manual,31946,Petrol,20,61.4,1.2
4230, I10,2018,Semi-Auto,9963,Petrol,150,47.9,1.2
4231, Tucson,2019,Manual,15091,Petrol,145,34.9,1.6
4232, Santa Fe,2019,Semi-Auto,10000,Diesel,145,39.2,2.2
4233, Tucson,2017,Manual,26182,Diesel,150,61.4,1.7
4235, Ioniq,2018,Automatic,27318,Hybrid,135,78.5,1.6
4236, Tucson,2017,Semi-Auto,33664,Diesel,125,57.6,1.7
4237, Kona,2018,Manual,14791,Petrol,145,54.3,1.0
4238, Ioniq,2018,Automatic,28141,Hybrid,135,78.5,1.6
