ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
8638,C,Flight,4,3,250,2,medium,M,4,4808
8640,D,Road,5,4,223,2,low,M,5,4424
8641,D,Ship,3,1,246,2,low,F,9,4947
8642,D,Ship,4,2,265,2,low,M,2,5649
8643,D,Ship,3,5,212,3,high,M,6,2069
8645,B,Road,4,5,254,3,low,M,29,3885
8646,F,Ship,4,2,253,5,medium,F,3,1092
8647,B,Flight,3,3,183,2,low,M,53,3932
8649,A,Road,6,5,260,4,high,M,10,2756
8650,A,Ship,6,1,247,4,low,F,4,1623
8651,D,Ship,5,4,157,7,medium,F,9,4272
8652,F,Road,5,1,162,3,low,F,4,5869
8653,F,Ship,3,4,257,5,medium,F,5,5365
8654,D,Ship,5,5,192,2,low,M,10,5564
8655,C,Ship,4,3,175,4,medium,F,4,5685
8656,D,Ship,3,4,245,10,medium,M,1,5363
8657,D,Road,3,1,101,2,medium,F,1,5560
8659,B,Ship,4,5,170,3,low,M,2,5671
8660,D,Ship,4,4,205,4,low,F,6,5064
8661,F,Flight,5,1,272,3,medium,M,27,2415
8663,A,Ship,3,2,204,2,high,M,7,5961
8664,D,Ship,3,1,156,3,medium,M,9,4278
8665,F,Road,5,5,266,4,medium,M,62,2201
8666,B,Ship,3,1,239,2,medium,F,2,5757
8668,B,Road,3,4,261,2,medium,F,1,3398
8669,F,Flight,4,5,193,3,medium,M,65,2267
8670,B,Ship,5,3,240,5,low,M,6,1489
8671,D,Ship,4,5,247,2,medium,F,9,4656
8672,B,Ship,4,4,207,3,low,M,9,4314
8675,F,Ship,3,4,208,3,medium,F,23,2100
8676,B,Road,$7,5,287,4,low,F,8,1748
8677,F,Flight,4,5,216,3,low,F,20,3549
8680,A,Ship,5,1,197,4,low,F,2,5594
8681,A,Ship,5,5,153,5,medium,M,10,5297
8682,C,Ship,4,5,192,3,medium,F,41,3873
8683,C,Ship,4,5,141,2,low,M,1,4395
8684,B,Road,5,1,113,3,medium,F,6,5509
8686,F,Ship,4,3,248,3,low,M,5,4781
8688,C,Ship,4,1,193,3,low,F,3,5919
8689,C,Road,3,2,221,2,low,F,10,4312
8690,A,Ship,5,2,232,3,low,F,1,1187
8691,B,Ship,$7,4,282,4,low,M,6,1800
8692,C,Ship,5,1,250,4,medium,M,10,5306
8693,B,Road,5,5,271,6,low,M,6,1450
8694,F,Flight,6,1,285,4,low,F,3,1448
8696,B,Ship,4,1,188,2,low,M,6,5894
8697,F,Flight,3,5,133,4,low,M,10,4151
8699,F,Ship,2,1,264,3,medium,M,10,3409
8700,A,Flight,4,5,161,3,low,F,5,4732
8701,B,Ship,3,2,265,6,low,M,9,5936
8703,B,Ship,4,3,158,6,medium,M,43,1478
8704,B,Ship,4,4,153,3,low,M,13,1402
8705,C,Ship,6,2,259,5,medium,M,1,1357
8706,D,Ship,6,3,287,4,medium,F,8,1850
8708,B,Flight,6,5,301,4,low,F,3,1958
8713,B,Ship,6,2,143,5,low,M,17,1955
8714,A,Ship,6,5,285,7,medium,M,9,4112
8715,A,Ship,3,2,174,3,low,M,3,4132
8716,C,Ship,$7,5,308,4,medium,M,6,1165
8717,F,Road,5,1,215,2,low,M,3,4700
8718,B,Ship,4,1,147,3,medium,M,32,1666
8721,F,Road,4,3,186,3,low,M,7,5156
8722,A,Ship,2,3,141,2,medium,F,28,1624
8724,B,Ship,3,2,192,3,low,M,1,4308
8725,F,Ship,3,4,264,3,low,M,8,4575
8726,D,Ship,6,5,264,4,low,F,4,1822
8729,F,Flight,5,3,98,5,medium,M,44,1269
8730,F,Ship,5,1,267,5,medium,F,3,1194
8731,D,Road,4,5,192,2,high,F,4,4518
8732,F,Flight,3,2,119,2,low,M,32,1791
8734,A,Ship,3,5,237,3,low,M,55,2451
8735,B,Ship,4,3,231,3,medium,F,8,5069
8736,D,Road,5,2,236,2,low,M,24,3679
8738,F,Ship,6,3,244,5,medium,F,5,1092
8739,B,Flight,5,2,227,3,medium,M,2,4058
8744,F,Ship,4,5,170,3,low,F,9,1138
8746,F,Ship,4,2,252,4,low,F,3,4956
8747,D,Ship,3,3,159,4,medium,M,9,4214
8750,F,Ship,3,2,226,4,medium,F,8,5225
8751,C,Ship,5,4,168,3,low,M,34,1779
8752,F,Ship,3,5,222,5,medium,M,2,4027
8755,C,Ship,5,4,185,3,medium,F,1,4925
8756,D,Ship,4,2,245,3,medium,M,1,4731
8758,F,Ship,6,5,261,5,low,M,1,5442
8759,B,Flight,4,3,149,3,medium,F,3,4781
8760,B,Flight,5,2,261,3,high,M,3,5303
8761,A,Ship,5,1,230,4,medium,M,4,5363
8762,A,Road,4,4,184,3,high,F,27,3967
8764,C,Ship,4,3,142,2,medium,F,63,1615
8766,D,Ship,5,5,210,6,low,M,3,5051
8768,F,Ship,6,2,285,4,medium,M,6,1016
8769,A,Flight,3,1,166,2,low,F,10,5932
8770,D,Flight,2,1,203,3,medium,M,6,4234
8771,F,Ship,4,3,273,2,high,M,43,3462
8772,F,Ship,6,5,113,3,high,F,35,1402
8773,A,Ship,$7,1,281,4,low,F,9,1235
8774,A,Ship,3,2,159,2,medium,M,8,4326
8775,B,Flight,3,1,199,6,medium,F,7,4805
8778,D,Ship,3,4,273,3,high,F,8,4530
8781,B,Ship,4,1,300,5,medium,M,6,1027
8783,A,Ship,4,1,253,5,low,F,1,1235
8784,F,Ship,4,5,265,2,medium,F,18,2969
8787,F,Ship,4,3,248,2,medium,M,2,4701
8788,B,Ship,$7,1,269,4,medium,M,4,1118
8790,C,Ship,3,5,196,3,low,F,5,4891
8792,F,Road,2,2,148,6,medium,F,63,1279
8793,F,Ship,4,5,268,3,low,M,17,3085
8794,D,Ship,2,3,198,2,medium,F,6,1730
8796,F,Ship,4,2,247,5,medium,F,17,3630
8797,F,Ship,6,3,278,4,medium,M,4,1716
8798,C,Flight,$7,3,310,4,medium,F,8,1497
8799,D,Ship,$7,3,309,4,low,F,1,1290
8802,F,Ship,4,4,151,2,low,F,38,1001
8804,A,Ship,3,2,137,3,low,F,4,5617
8805,A,Ship,5,3,177,3,low,F,1,1916
8806,B,Ship,3,5,251,3,low,M,1,5073
8809,A,Flight,5,2,260,3,low,F,22,2935
8811,B,Ship,4,3,213,3,medium,M,2,5432
8813,D,Road,4,4,146,10,low,F,3,4152
8814,F,Ship,5,2,239,2,medium,F,59,2897
8815,D,Road,$7,5,250,4,low,F,2,1296
8817,C,Ship,3,4,174,3,medium,F,4,4051
8818,C,Ship,3,5,220,2,low,F,1,5663
8820,F,Ship,3,2,274,3,medium,F,50,3958
8821,A,Ship,3,3,143,3,medium,F,16,1343
8822,F,Flight,5,5,258,5,medium,M,7,1819
8824,B,Ship,3,4,153,3,medium,F,9,5474
8825,D,Road,6,2,240,6,low,M,3,5967
8826,D,Ship,3,3,205,2,medium,F,58,2187
8828,C,Ship,2,3,198,2,medium,F,6,1996
8830,A,Ship,4,5,135,3,medium,F,5,4515
8831,F,Road,4,3,207,3,medium,F,5,4847
8833,F,Ship,5,3,266,3,low,M,4,4969
8834,F,Ship,4,4,232,4,low,M,27,3436
8835,D,Flight,3,2,142,3,low,M,9,4234
8836,F,Ship,3,1,187,3,medium,M,7,4607
8839,A,Flight,3,3,213,6,low,F,17,2424
8840,C,Road,5,1,206,2,low,M,2,3490
8841,F,Ship,4,4,163,3,low,F,5,4440
8842,D,Ship,$7,5,133,5,low,F,7,1239
8844,B,Ship,4,3,210,2,medium,M,22,3124
8846,C,Flight,5,3,217,2,low,F,4,5588
8848,F,Road,5,2,274,2,low,F,5,4154
8851,C,Ship,2,3,197,2,medium,F,2,4277
8852,F,Road,4,5,234,5,low,F,1,1991
8853,C,Ship,3,1,137,5,low,F,8,4980
8854,F,Ship,5,3,219,5,low,M,7,1993
8855,F,Road,6,4,287,4,medium,F,9,1936
8857,A,Ship,5,4,182,4,high,M,20,2212
8858,C,Ship,4,3,235,3,high,F,10,4172
8859,F,Ship,5,5,265,3,low,M,3,5637
8861,A,Ship,3,2,143,4,low,F,3,5845
8863,B,Ship,4,3,271,4,low,F,24,3499
8866,C,Ship,6,3,310,4,low,F,2,1817
8867,F,Ship,5,1,267,4,low,M,5,5792
8868,A,Road,6,5,308,4,low,M,8,1569
8869,F,Ship,3,3,234,3,low,F,6,5652
8870,C,Flight,4,5,228,5,low,M,2,1996
8871,B,Ship,5,5,219,3,medium,M,27,3430
8872,D,Ship,5,3,209,4,medium,F,7,2675
8873,F,Ship,6,1,208,5,low,M,6,4537
8874,F,Ship,2,2,206,5,low,F,7,5203
8877,F,Ship,4,2,242,6,low,F,10,1531
8879,A,Ship,3,3,273,6,low,M,6,1771
8880,D,Ship,3,3,181,3,low,F,1,5094
8881,F,Ship,4,5,237,2,medium,F,60,3427
8882,C,Ship,4,4,206,4,medium,F,9,1074
8885,F,Ship,5,2,263,2,medium,F,63,1254
8886,F,Flight,4,4,149,3,low,M,34,1977
8887,B,Ship,5,2,192,3,high,F,7,5695
8888,B,Road,5,1,298,4,low,M,4,1551
8890,F,Flight,4,5,227,4,low,F,20,2217
8892,B,Ship,3,4,181,2,medium,F,4,4629
8893,B,Flight,5,5,173,3,low,M,4,5265
8894,F,Ship,3,2,185,4,low,M,6,5854
8895,D,Flight,3,4,210,2,low,F,35,2741
8896,B,Ship,6,5,280,3,low,M,9,4074
8897,A,Ship,5,1,132,4,medium,F,4,5461
8898,D,Ship,3,3,180,3,medium,M,8,5953
8899,C,Flight,4,1,234,2,medium,F,4,5164
8901,A,Ship,6,5,298,4,medium,F,5,1804
8902,F,Ship,3,5,162,3,medium,F,1,4432
8904,F,Ship,2,5,154,3,low,F,21,1113
8905,A,Ship,3,5,164,3,low,M,61,1473
8908,F,Road,4,1,262,6,low,M,1,1627
8909,F,Ship,5,5,152,6,medium,M,2,4915
8910,B,Road,5,3,225,4,low,F,60,2130
8912,F,Flight,3,4,217,3,low,F,5,4077
8913,F,Road,5,4,208,6,medium,M,8,5098
8914,B,Ship,4,1,238,4,medium,F,10,4860
8915,F,Ship,4,5,222,2,medium,M,2,4425
8916,B,Ship,4,3,198,3,medium,F,1,5846
8917,F,Road,$7,1,250,4,low,M,9,1890
8918,F,Road,3,5,170,3,low,F,5,5064
8919,A,Ship,4,3,101,6,low,M,37,1344
8920,F,Road,4,2,259,5,low,M,6,1827
8921,A,Ship,5,4,156,4,low,M,1,5533
8922,F,Ship,4,4,218,4,low,M,45,3234
8923,C,Ship,$7,3,305,4,medium,F,6,1167
8924,F,Ship,6,3,273,4,medium,F,32,2532
8925,B,Ship,5,1,158,2,medium,M,6,4873
8926,F,Flight,6,4,258,4,low,F,7,1726
8928,C,Ship,4,3,250,2,low,F,46,2878
8930,A,Ship,5,5,218,5,medium,F,7,1692
8931,D,Flight,4,3,248,3,medium,F,5,4667
8934,B,Road,3,5,159,2,high,F,9,4099
8935,A,Ship,4,1,222,2,high,M,3,5665
8937,B,Ship,3,1,230,3,medium,M,3,4957
8938,B,Flight,5,4,189,5,low,M,3,3301
8940,D,Flight,3,3,238,8,medium,F,3,4943
8941,F,Ship,3,1,109,6,low,F,6,5457
8942,D,Ship,3,1,200,2,medium,M,27,2551
8943,F,Ship,4,2,146,2,medium,M,4,4348
8944,F,Ship,4,2,246,4,medium,M,7,5056
8945,A,Ship,3,3,189,3,medium,F,1,5896
8946,B,Ship,5,1,205,2,medium,M,27,3569
8947,C,Flight,3,1,155,3,medium,F,6,5113
8948,F,Road,4,1,196,5,low,M,7,5380
8950,F,Flight,3,5,162,2,medium,M,7,1739
8951,C,Road,4,2,168,2,high,F,9,5684
8953,D,Ship,4,3,149,3,medium,F,5,4031
8955,F,Road,3,3,203,3,low,M,4,3114
8956,B,Ship,5,1,167,3,medium,M,3,4267
8957,A,Ship,3,2,182,10,low,M,1,4303
8958,D,Ship,3,1,159,3,low,M,10,4784
8959,D,Ship,6,1,281,4,medium,M,2,1592
8962,C,Road,2,1,135,4,medium,F,8,5001
8965,F,Ship,4,5,157,3,medium,M,2,5791
8966,D,Ship,$7,1,264,4,medium,F,9,1829
8967,B,Road,4,1,194,2,medium,F,3,5503
8968,D,Ship,4,4,180,3,low,M,3,5031
8969,F,Road,6,4,285,4,medium,F,10,1422
8970,F,Ship,5,1,195,6,low,F,29,1039
8971,F,Ship,5,4,219,5,low,M,5,1388
8972,F,Road,3,4,163,3,medium,M,58,1443
8975,B,Flight,4,3,225,5,low,M,1,1755
8976,F,Ship,2,5,246,5,low,M,46,2437
8977,F,Flight,4,4,148,2,low,M,4,5437
8978,F,Road,4,4,139,3,high,F,64,1415
8980,B,Ship,4,2,233,7,medium,M,56,3925
8981,A,Flight,3,2,264,3,medium,M,5,3861
8982,A,Ship,4,5,168,3,low,F,4,1363
8983,A,Road,6,4,201,2,low,M,4,5916
8984,B,Ship,4,1,155,3,low,F,4,4397
8985,C,Ship,3,4,154,2,low,M,29,1016
8986,A,Ship,5,1,182,3,low,M,8,3580
8987,C,Ship,4,3,258,3,low,F,12,2017
8988,F,Ship,6,1,303,4,medium,F,10,1003
8989,D,Ship,4,4,161,4,low,M,5,5038
8990,D,Ship,3,5,266,3,medium,M,16,2334
8991,D,Ship,3,5,211,3,medium,M,5,4058
8992,F,Flight,5,1,226,4,high,F,2,5600
8993,B,Flight,3,2,178,3,low,M,4,5119
8994,B,Ship,2,3,258,5,low,F,6,1727
8995,F,Ship,5,5,198,2,high,M,3,5249
8996,D,Ship,3,2,206,2,medium,F,28,2822
8998,F,Ship,3,2,164,4,medium,F,10,4560
9002,D,Ship,4,4,226,7,low,M,9,2182
9003,B,Ship,6,5,174,3,medium,F,32,1921
9005,F,Ship,3,1,185,2,medium,M,8,5430
9006,C,Road,4,2,190,4,medium,M,61,2077
9007,D,Flight,5,1,195,6,high,F,8,4944
9008,B,Ship,4,3,233,5,low,M,5,1799
9009,F,Ship,4,5,216,2,low,F,8,5767
9010,F,Road,5,3,229,5,low,F,10,1951
9011,C,Ship,3,2,225,3,low,M,3,5529
9013,A,Ship,3,3,141,2,medium,F,48,1758
9014,F,Ship,4,1,222,3,medium,M,25,2582
9015,F,Ship,4,5,272,2,medium,F,1,5378
9016,D,Flight,3,2,257,2,medium,F,1,4132
9017,F,Ship,4,3,144,2,low,F,5,4882
9019,A,Ship,3,1,179,2,medium,M,2,4085
9020,F,Ship,3,1,203,10,medium,F,7,5917
9021,F,Ship,3,2,210,3,medium,M,8,4011
9022,C,Road,4,2,112,2,medium,F,8,4599
9023,F,Flight,4,2,246,3,low,F,7,5616
9024,C,Ship,3,3,175,3,high,F,45,1212
9026,D,Ship,3,2,231,3,low,M,55,3952
9027,B,Flight,2,1,220,2,medium,F,6,4382
9028,C,Ship,2,3,239,6,medium,M,4,4022
9030,D,Ship,5,1,236,5,medium,M,3,1906
9031,A,Ship,4,5,223,5,medium,M,4,4704
9035,F,Ship,4,3,191,3,medium,M,1,4219
9036,A,Ship,2,1,104,7,low,M,30,1870
9037,F,Flight,5,1,262,3,medium,M,9,5146
9041,F,Ship,5,3,218,5,low,F,9,4435
9042,C,Ship,4,5,240,5,medium,M,8,4314
9043,F,Ship,2,2,278,2,medium,F,9,4318
9045,F,Ship,5,1,181,3,low,F,3,5118
9046,B,Ship,4,2,251,6,medium,F,1,1154
9048,B,Ship,5,3,226,2,high,F,2,4219
9049,F,Ship,5,3,245,5,low,F,1,1605
9050,C,Ship,5,1,189,4,low,F,10,4166
9051,A,Road,6,1,192,6,medium,M,7,4014
9053,C,Ship,5,5,274,5,low,M,7,1875
9054,C,Ship,4,2,237,3,low,M,2,5277
9059,F,Ship,$7,2,310,4,low,M,4,1806
9060,B,Flight,3,3,121,2,low,M,10,5130
9061,F,Road,5,3,261,5,medium,M,10,1434
9062,C,Flight,$7,1,255,4,medium,F,3,1450
9064,C,Flight,5,1,253,5,low,M,31,3836
9065,D,Ship,3,3,116,5,low,F,6,4524
9066,F,Flight,2,3,226,2,medium,M,2,4566
9068,F,Ship,5,2,222,5,low,F,5,1329
9069,F,Ship,4,3,129,6,medium,F,5,5626
9070,D,Ship,6,4,310,4,medium,M,1,1494
9071,C,Road,3,1,235,4,high,M,7,4833
9072,F,Ship,4,3,164,2,low,F,3,1376
9074,A,Road,4,1,224,2,medium,M,2,4581
9076,C,Road,3,3,178,8,medium,M,8,4774
9077,F,Ship,2,1,258,5,low,M,10,1221
9078,B,Flight,3,2,227,3,low,F,4,4450
9079,A,Road,5,2,261,8,medium,F,1,3308
9080,F,Ship,6,2,304,4,medium,F,10,1983
9081,B,Ship,4,1,157,2,medium,F,7,4690
9082,F,Ship,5,5,232,7,medium,M,6,5139
9084,F,Road,3,5,234,2,medium,F,8,5241
9086,B,Ship,3,5,118,4,low,F,10,5699
9087,F,Ship,2,1,206,2,low,M,7,4721
9088,D,Ship,3,2,250,3,low,F,37,2736
9089,D,Ship,4,3,185,3,medium,M,3,3131
9091,C,Ship,4,3,228,2,high,F,4,4719
9092,F,Ship,5,3,264,2,low,F,61,2025
9093,B,Ship,4,2,268,6,medium,M,2,4348
9095,C,Road,6,5,246,4,medium,M,50,3618
9096,F,Ship,6,2,103,4,medium,M,37,1093
9097,F,Ship,4,5,243,4,medium,F,41,2782
9098,B,Flight,3,3,215,2,low,F,2,5661
9099,D,Road,$7,5,244,4,low,M,2,1330
9101,C,Ship,4,1,229,4,medium,F,2,5378
9102,B,Ship,4,2,204,3,medium,M,14,3829
9103,B,Ship,4,5,242,2,low,F,1,5682
9104,F,Ship,2,5,275,2,low,M,41,2546
9105,C,Flight,3,3,123,5,medium,F,5,4292
9106,F,Ship,5,3,246,5,medium,M,4,1257
9108,F,Flight,3,5,156,3,medium,F,2,4190
9109,F,Flight,3,5,218,4,medium,M,60,3048
9110,A,Ship,4,5,155,4,high,F,48,1972
9111,F,Ship,3,5,194,3,low,M,8,5726
9112,C,Ship,3,3,176,3,low,F,10,5284
9114,F,Flight,3,1,250,3,medium,F,8,5509
9115,B,Ship,3,3,181,3,medium,F,3,5620
9116,D,Ship,2,2,237,5,low,F,6,4622
9117,B,Ship,4,3,175,3,low,F,2,5208
9119,D,Road,4,2,245,3,medium,F,2,4835
9121,F,Road,4,4,263,3,medium,M,5,4193
9122,F,Road,4,2,219,2,low,F,1,5071
9124,C,Road,6,1,295,4,medium,F,6,1611
9125,C,Road,3,5,244,2,medium,M,8,5715
9126,F,Flight,3,1,224,2,low,M,9,4007
9127,F,Ship,3,3,145,3,low,F,10,5696
9128,F,Flight,4,1,253,3,low,M,36,2591
9129,C,Road,3,3,157,4,medium,F,2,5684
9130,C,Road,3,4,136,3,low,F,4,5368
9131,B,Ship,3,5,247,3,medium,F,7,4966
9132,B,Flight,3,5,162,3,medium,M,1,4480
9133,F,Ship,2,5,206,3,low,F,46,2944
9134,D,Ship,3,1,153,3,low,M,10,5121
9137,F,Flight,5,3,198,3,low,F,6,5061
9138,F,Ship,3,4,145,4,high,M,4,5801
9139,C,Ship,4,1,246,6,low,F,6,1335
9142,A,Ship,3,2,211,2,low,M,4,4978
9143,A,Flight,$7,5,260,4,low,F,3,1930
9144,F,Ship,6,5,276,4,medium,F,6,1005
9145,D,Flight,3,1,237,3,medium,F,1,4476
9148,A,Flight,5,4,175,4,low,M,4,4505
9149,D,Ship,$7,5,284,4,medium,F,8,1148
9150,F,Ship,4,3,161,3,medium,F,28,1809
9151,F,Flight,5,1,233,4,high,M,2,4615
9153,F,Road,6,4,304,4,low,M,6,1890
9154,F,Flight,3,4,254,2,high,M,56,3266
9155,B,Ship,3,3,234,3,medium,F,8,2334
9156,D,Ship,5,4,190,2,medium,M,9,3753
9157,F,Ship,6,3,170,4,low,M,1,4912
9158,F,Ship,4,3,273,10,medium,M,6,4251
9160,F,Ship,2,1,203,4,medium,F,4,4145
9161,F,Ship,4,4,201,5,medium,M,3,5901
9163,A,Flight,3,4,120,4,high,M,10,5537
9164,F,Ship,4,4,224,4,medium,F,2,4503
9165,B,Flight,4,3,240,3,low,F,8,4423
9166,C,Flight,3,5,138,2,medium,M,1,4881
9167,D,Ship,3,5,193,3,medium,M,2,4784
9169,F,Ship,4,3,174,3,medium,M,2,4069
9170,F,Ship,3,1,225,2,high,F,43,2585
9171,A,Ship,3,1,133,3,medium,F,5,4538
9172,C,Ship,3,4,188,3,medium,F,49,3221
9174,F,Ship,5,1,271,5,low,F,5,1869
9176,A,Ship,6,3,100,4,low,M,3,5756
9177,D,Flight,3,5,162,2,low,M,4,4495
9178,D,Ship,6,5,152,3,medium,F,62,1325
9180,F,Ship,4,4,198,2,low,M,6,5520
9181,B,Ship,3,3,214,3,medium,F,9,5856
9182,F,Flight,4,5,194,2,high,M,44,2651
9184,F,Ship,3,3,172,6,medium,F,5,5366
9185,A,Ship,3,2,171,3,medium,M,11,1282
9186,C,Ship,5,1,156,2,low,M,10,5086
9188,B,Flight,4,3,248,5,low,M,3,1093
9189,F,Ship,5,2,136,2,low,M,3,1370
9190,B,Road,5,1,251,4,medium,M,10,5931
9191,A,Ship,4,2,148,2,low,M,9,4334
9192,C,Flight,5,2,214,2,low,F,8,4767
9195,B,Ship,5,3,245,4,low,M,1,5743
9197,F,Flight,5,2,234,5,medium,M,7,1524
9199,B,Ship,3,3,156,7,medium,M,2,5467
9200,D,Road,6,3,244,4,low,F,1,1317
9201,D,Flight,3,1,264,4,low,M,33,3561
9202,D,Flight,3,3,203,3,medium,M,29,3261
9206,F,Ship,3,3,239,3,low,M,8,5366
9207,C,Flight,3,1,156,3,medium,F,1,1517
9208,F,Ship,5,3,245,4,high,M,8,4129
9209,D,Road,5,3,216,3,medium,F,1,2434
9210,D,Ship,5,2,157,2,low,M,32,1497
9211,D,Road,4,5,169,10,medium,F,6,4385
9212,C,Ship,3,1,220,4,medium,M,7,5894
9213,F,Ship,5,3,222,3,medium,F,10,4597
9214,D,Road,3,4,260,5,low,M,2,4461
9215,C,Ship,5,2,165,5,medium,M,9,5313
9216,F,Ship,4,1,244,3,low,M,59,3073
9218,D,Ship,6,3,121,3,medium,F,10,5208
9220,F,Ship,4,1,198,4,low,F,5,5182
9223,B,Ship,4,2,151,3,medium,M,8,4390
9224,F,Ship,4,5,251,5,medium,F,6,1434
9227,D,Ship,6,2,255,4,low,M,9,1157
9228,D,Ship,4,2,182,2,medium,F,54,3261
9230,D,Ship,3,3,233,3,low,F,5,4976
9231,C,Flight,3,2,189,2,medium,F,3,4617
9234,F,Flight,5,1,211,2,medium,M,1,5913
9237,F,Flight,5,1,149,3,low,M,40,1062
9238,B,Flight,4,3,148,3,medium,M,8,4240
9239,D,Flight,3,3,234,2,medium,F,39,2449
9240,C,Ship,5,4,222,3,low,F,20,3632
9241,F,Flight,5,2,152,3,medium,M,4,4699
9242,D,Flight,4,4,160,3,medium,M,5,4440
9243,B,Ship,4,3,218,5,medium,F,9,1024
9244,F,Ship,6,2,152,2,low,M,6,1711
9245,F,Ship,2,4,255,3,low,F,55,1663
9246,C,Ship,5,5,230,3,medium,M,43,3609
9247,A,Ship,5,4,145,3,low,M,2,4492
9249,F,Flight,4,2,229,4,low,F,32,3518
9250,F,Ship,3,3,151,3,low,M,9,5082
9251,D,Flight,5,5,169,3,medium,M,2,5942
9254,F,Ship,4,4,192,2,low,M,7,4151
9255,C,Ship,5,2,162,3,high,M,57,1233
9256,B,Ship,3,5,168,3,low,F,5,1143
9257,C,Ship,2,2,219,2,medium,M,8,4518
9261,B,Road,3,4,200,3,medium,F,49,2942
9264,A,Flight,5,3,199,4,low,F,24,3473
9265,F,Ship,3,4,160,4,medium,M,9,4733
9266,F,Ship,3,4,148,4,high,F,1,4249
9269,A,Flight,3,1,105,3,low,M,58,1304
9270,A,Flight,5,4,190,2,medium,F,23,3960
9271,F,Ship,5,1,153,2,low,F,55,1414
9272,F,Ship,5,1,270,5,medium,M,10,1397
9273,A,Ship,4,3,213,4,medium,M,8,4220
9274,F,Ship,3,4,190,10,medium,F,38,2018
9276,D,Road,4,4,212,2,medium,M,8,4239
9277,D,Road,3,1,178,4,medium,M,9,4298
9278,A,Ship,5,1,257,5,high,F,2,1323
9280,D,Road,4,4,251,3,high,F,5,5460
9283,B,Ship,4,1,173,2,medium,F,8,4893
9284,B,Ship,$7,4,243,4,medium,F,6,1362
9285,A,Ship,5,5,245,5,low,F,1,1924
9286,F,Ship,5,2,268,3,medium,F,41,3716
9288,A,Ship,3,3,165,2,medium,M,1,4768
9289,F,Ship,5,1,242,5,medium,M,8,1382
9290,C,Ship,5,3,156,4,low,F,9,4098
9291,C,Flight,3,5,214,2,medium,F,4,4077
9292,F,Ship,4,5,233,3,medium,F,7,5604
9293,A,Ship,3,1,241,3,low,F,10,4120
9294,A,Ship,2,2,180,3,low,M,33,1217
9297,D,Road,3,3,183,3,low,M,2,4363
9299,C,Ship,5,5,223,5,medium,M,8,1132
9300,A,Ship,4,2,270,4,low,F,46,1736
9301,D,Flight,$7,1,280,5,low,M,10,1199
9302,F,Ship,6,5,255,4,low,F,9,1113
9303,F,Ship,4,4,143,8,medium,F,39,1345
9304,F,Ship,3,5,240,3,medium,F,54,2919
9305,D,Road,3,3,199,2,low,M,4,3553
9306,F,Flight,3,5,125,2,low,F,2,4182
9307,F,Flight,4,5,232,3,low,F,8,5923
9309,F,Ship,3,1,164,2,low,M,2,1304
9310,A,Ship,3,4,150,2,low,M,1,4742
9311,A,Ship,2,5,279,3,low,F,8,4632
9312,D,Ship,5,4,222,3,medium,F,10,4663
9315,B,Ship,4,2,232,3,medium,M,8,4658
9316,C,Flight,3,2,163,3,medium,M,6,4323
9317,D,Flight,3,3,268,3,low,F,33,3872
9318,C,Flight,3,4,251,3,medium,M,5,5608
9319,D,Flight,4,2,283,2,high,F,1,4115
9320,F,Ship,5,2,280,4,low,M,8,4539
9321,F,Ship,4,1,276,2,medium,M,3,1966
9322,D,Ship,4,2,262,6,medium,F,2,1069
9323,B,Flight,2,1,238,4,medium,F,4,4780
9325,B,Road,3,1,225,2,low,F,2,4438
9326,F,Road,6,5,282,4,medium,M,3,1385
9328,F,Ship,6,5,185,3,high,F,1,5399
9330,A,Ship,4,5,233,4,low,F,6,4652
9331,A,Road,4,4,184,3,medium,M,2,4639
9332,F,Ship,4,4,222,2,low,M,5,5660
9334,A,Ship,4,4,229,5,medium,F,7,1716
9335,F,Ship,5,1,257,6,low,M,2,1258
9337,B,Ship,4,4,177,3,medium,M,23,1142
9338,A,Flight,4,2,258,5,medium,M,2,1494
9339,C,Ship,4,1,253,2,low,F,9,4299
9340,F,Flight,3,2,227,2,medium,M,10,4290
9341,B,Road,3,3,167,3,low,F,8,4420
9343,D,Road,5,2,130,4,high,M,4,4371
9344,C,Ship,2,5,185,3,low,F,9,5810
9345,F,Ship,3,1,229,3,low,M,5,4971
9346,F,Ship,2,5,133,3,low,F,62,1596
9347,F,Ship,5,5,174,6,medium,F,26,1184
9350,B,Ship,4,2,184,3,medium,F,5,5931
9353,D,Ship,5,4,215,2,medium,M,34,2713
9354,B,Ship,5,1,256,4,medium,F,5,4970
9355,F,Ship,3,4,208,2,low,F,37,2537
9356,A,Ship,3,3,250,3,low,F,33,3463
9357,D,Ship,5,5,140,3,high,F,7,4799
9360,C,Ship,$7,1,257,4,low,M,1,1405
9362,D,Road,4,3,184,3,medium,F,19,2774
9363,C,Ship,5,5,213,2,high,M,12,2522
9364,F,Ship,3,1,200,2,medium,M,8,4337
9365,C,Ship,6,2,266,4,low,F,9,1220
9368,F,Road,4,1,167,3,low,F,10,1616
9369,B,Ship,3,3,198,2,low,M,8,4620
9370,F,Ship,3,5,286,6,medium,M,3,4424
9371,F,Ship,4,1,240,4,medium,M,7,4818
9373,D,Ship,5,3,237,2,medium,M,3,5113
9374,F,Flight,4,4,255,6,low,F,9,1322
