ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Reached.on.Time_Y.N
5264,F,Ship,$7,4,283,5,low,M,6,1
8833,D,Ship,5,1,237,5,medium,F,8,1
6791,C,Ship,4,4,201,10,low,M,3,0
2465,C,Flight,5,3,167,2,low,M,3,1
6731,C,Ship,3,5,161,2,medium,M,9,0
1766,F,Road,2,2,148,6,medium,F,63,1
10447,D,Ship,4,5,248,5,low,F,6,0
3591,A,Ship,3,4,203,3,medium,M,1,0
8660,F,Ship,6,2,269,4,medium,F,10,0
4308,F,Ship,4,5,135,3,medium,F,6,1
5148,F,Ship,3,4,106,6,medium,F,7,0
4265,C,Ship,5,4,178,6,medium,M,10,0
9525,A,Ship,3,5,258,3,low,F,5,0
2534,F,Ship,3,4,229,3,medium,F,46,1
8021,C,Ship,$7,4,281,4,low,M,9,0
1059,A,Ship,4,3,260,4,medium,M,40,1
1469,C,Ship,5,5,224,3,medium,F,48,1
4791,A,Flight,5,1,199,10,medium,F,8,0
10506,F,Ship,4,2,136,4,low,F,3,0
7001,C,Flight,5,5,235,5,low,F,4,1
3295,D,Flight,4,1,155,3,low,F,5,1
4222,B,Road,3,2,239,2,low,F,3,1
4288,B,Ship,2,3,147,3,low,F,5,0
840,F,Ship,5,2,151,6,medium,M,12,1
782,F,Ship,2,4,122,2,low,F,32,1
358,B,Ship,2,3,247,2,medium,F,62,1
5155,D,Ship,2,4,193,4,low,M,7,1
6980,F,Road,3,5,139,3,low,F,1,1
5400,F,Ship,5,1,263,3,medium,M,6,1
8119,D,Ship,4,5,163,2,medium,F,10,1
3124,B,Ship,4,4,222,3,low,F,24,1
726,F,Ship,3,4,207,7,medium,F,46,1
1237,D,Flight,3,1,231,6,medium,F,64,1
7849,D,Ship,3,5,211,3,medium,M,5,1
8088,F,Flight,4,1,164,3,high,F,1,0
5578,B,Ship,3,1,242,6,low,M,10,1
6475,D,Ship,3,1,147,8,medium,M,6,0
8472,F,Road,4,5,248,2,medium,M,4,1
2093,C,Ship,5,4,178,7,medium,M,52,1
30,F,Ship,5,4,183,2,low,F,36,1
907,D,Ship,2,5,113,5,low,M,43,1
4088,F,Road,3,5,268,2,medium,M,5,0
219,A,Ship,3,4,148,3,low,M,37,1
7882,B,Ship,4,4,152,3,low,M,8,0
4207,D,Ship,3,3,181,3,low,F,1,1
7593,A,Ship,5,1,256,2,medium,F,1,1
1790,F,Flight,5,2,231,4,medium,M,41,1
10803,A,Road,4,5,229,5,low,F,3,0
5598,F,Road,5,2,251,3,low,M,9,1
2440,B,Road,2,1,115,3,high,M,42,1
5892,F,Flight,3,3,255,2,medium,F,3,0
7871,C,Ship,5,4,223,3,low,M,7,1
4701,A,Ship,3,1,201,3,low,F,3,1
7918,B,Ship,3,3,264,3,low,M,3,0
3296,F,Flight,3,5,125,2,low,M,5,1
9917,C,Ship,6,2,298,4,low,M,2,0
7716,F,Ship,5,5,262,5,low,M,6,1
10242,F,Ship,4,3,257,3,low,M,8,0
537,A,Road,2,3,154,4,high,F,17,1
2067,A,Flight,3,1,139,3,high,F,6,1
8253,A,Ship,5,2,158,3,low,M,4,0
9933,A,Ship,4,2,228,5,low,F,3,1
10319,C,Ship,2,5,243,3,medium,F,9,0
946,B,Road,2,2,163,3,medium,M,35,1
8235,A,Flight,6,3,229,8,medium,M,6,0
2756,F,Flight,4,4,173,3,medium,F,64,1
10056,F,Ship,3,5,171,3,medium,M,5,1
2484,F,Ship,6,3,167,6,low,F,15,1
9970,B,Ship,3,2,198,5,medium,F,6,0
2273,C,Ship,5,5,234,6,low,F,52,1
6121,D,Ship,4,2,142,3,medium,F,3,0
4375,D,Road,6,1,246,3,medium,M,7,1
5374,B,Ship,3,3,254,2,medium,M,8,1
9851,C,Road,3,2,122,4,low,F,9,1
3519,A,Ship,3,1,148,2,medium,M,5,1
10252,B,Road,3,1,267,2,low,F,9,0
234,F,Ship,2,1,222,2,medium,M,58,1
2478,F,Flight,5,2,209,4,medium,M,15,1
10257,A,Road,2,2,163,3,low,M,5,0
6243,A,Ship,4,5,251,2,medium,F,8,0
806,F,Road,4,1,133,3,low,M,57,1
10065,A,Ship,3,1,258,2,low,F,4,0
9580,B,Road,4,5,176,3,high,F,1,1
812,F,Road,4,1,182,3,medium,M,28,1
3069,A,Ship,4,3,139,3,low,M,64,1
4907,C,Road,3,1,223,3,low,M,8,0
3720,F,Ship,3,1,252,4,high,M,4,0
6881,C,Ship,4,4,247,6,low,F,4,0
4676,F,Ship,4,4,269,4,medium,F,3,1
3840,F,Flight,5,2,171,3,low,M,3,1
7914,F,Ship,4,2,192,2,low,M,9,0
654,F,Ship,3,1,157,2,high,M,19,1
9071,C,Ship,3,1,173,2,low,F,7,0
8536,B,Ship,3,5,154,10,high,F,10,1
10761,A,Ship,4,5,218,5,low,M,8,1
2941,D,Ship,3,1,263,3,medium,M,6,1
5538,F,Ship,5,4,219,5,low,M,5,1
10021,D,Ship,3,3,158,2,low,F,4,0
4478,F,Ship,5,4,226,2,low,M,6,0
3358,B,Ship,3,3,211,6,low,M,5,1
3543,A,Road,5,3,174,3,medium,F,7,1
8603,C,Ship,5,5,232,5,low,M,1,0
3263,C,Road,4,4,199,4,medium,F,5,0
10718,F,Ship,4,3,225,5,low,F,10,0
1378,B,Flight,4,3,258,2,high,M,11,1
4456,B,Ship,5,1,224,2,medium,M,4,0
10888,B,Ship,4,1,275,3,medium,F,7,1
3601,D,Ship,3,4,245,10,medium,M,1,0
10162,B,Ship,3,4,174,2,low,M,7,0
9908,F,Ship,3,1,243,3,medium,M,6,0
5908,B,Flight,4,3,96,4,medium,M,1,1
581,C,Ship,3,3,214,2,low,M,21,1
4616,F,Ship,2,2,254,2,low,F,8,0
7051,D,Ship,3,2,223,2,low,F,10,0
6369,A,Ship,4,2,247,4,high,F,9,1
9033,A,Road,4,5,180,4,high,F,10,1
9633,A,Ship,5,1,172,2,low,F,9,0
5010,F,Ship,4,3,263,3,low,F,3,0
6025,D,Flight,5,3,270,5,medium,F,7,1
6517,D,Ship,5,5,189,5,low,M,3,1
85,D,Ship,4,5,197,2,medium,F,40,1
3321,A,Ship,2,4,194,2,low,F,4,1
10843,D,Ship,5,5,251,2,medium,F,5,1
6823,D,Ship,5,2,266,5,low,F,1,1
8631,A,Flight,$7,1,254,4,medium,M,6,1
1518,F,Flight,3,2,270,4,high,M,29,1
9078,F,Ship,3,2,247,2,high,M,1,0
9822,F,Ship,4,2,151,3,medium,M,3,1
8675,C,Ship,4,5,148,3,medium,F,5,0
7774,B,Ship,6,1,214,2,low,M,5,0
10576,B,Ship,4,3,184,3,low,F,5,1
2681,C,Ship,5,2,243,2,medium,M,58,1
6337,D,Ship,5,4,264,3,medium,M,10,1
1720,B,Ship,3,2,243,3,medium,M,31,1
8365,D,Flight,5,5,232,6,low,M,2,1
7785,A,Road,4,2,144,3,low,M,2,0
2830,B,Ship,3,4,172,3,low,M,56,1
2184,F,Road,3,2,257,3,low,F,25,1
3733,D,Ship,5,5,273,4,low,M,1,1
936,F,Road,5,2,208,3,medium,M,8,1
250,B,Road,5,5,161,5,high,F,54,1
8014,B,Ship,6,4,254,4,low,M,9,0
6727,D,Flight,4,1,265,2,low,F,10,1
7984,B,Ship,6,3,250,2,medium,F,1,0
6316,B,Flight,5,3,257,5,medium,F,7,1
8149,D,Ship,3,2,176,2,medium,F,1,0
3993,A,Ship,5,4,178,5,low,F,9,1
1622,F,Road,5,2,260,2,high,M,58,1
27,A,Ship,4,1,172,3,high,F,24,1
7950,F,Flight,4,2,201,8,medium,F,6,0
10795,D,Ship,5,5,224,5,low,F,7,0
8602,B,Ship,4,5,228,5,low,M,5,1
9400,B,Ship,5,4,226,6,low,M,1,0
8000,F,Ship,3,2,183,5,low,F,2,1
4963,D,Ship,4,5,169,4,low,M,6,1
8844,F,Ship,3,4,195,2,medium,F,10,0
4351,D,Ship,2,5,211,4,low,M,1,0
7501,D,Ship,$7,2,300,4,medium,F,10,0
1764,F,Road,3,5,286,3,medium,F,12,1
353,C,Ship,2,2,267,3,medium,M,15,1
7650,F,Road,5,1,265,4,low,F,2,1
1264,B,Ship,5,4,184,3,low,M,9,1
8646,F,Flight,4,4,225,5,low,F,1,1
7510,B,Road,5,4,239,5,low,F,10,1
5087,C,Ship,4,3,158,3,high,M,1,1
8039,C,Ship,$7,3,301,4,medium,M,1,1
683,C,Flight,4,4,143,2,medium,M,58,1
1346,F,Road,3,5,264,2,medium,F,1,1
7605,A,Ship,3,5,224,3,low,M,6,0
6043,D,Flight,5,5,271,5,low,F,4,0
8386,B,Ship,4,5,231,3,low,F,4,1
2135,C,Ship,4,1,202,2,low,M,40,1
1422,F,Ship,5,5,167,3,low,F,53,1
4639,D,Road,5,4,223,2,low,M,5,1
2762,F,Ship,3,1,193,2,medium,F,23,1
4162,B,Ship,3,3,260,2,low,M,8,0
832,B,Flight,3,5,224,3,medium,F,20,1
4492,B,Ship,5,1,174,3,low,M,10,0
3862,B,Ship,4,5,226,2,high,M,2,1
564,F,Flight,3,3,229,3,low,M,14,1
7223,C,Ship,4,2,244,5,low,F,7,0
456,F,Ship,4,1,149,3,medium,M,54,1
6051,A,Ship,6,4,271,4,medium,M,8,0
9531,A,Ship,4,2,144,5,low,F,3,1
1115,C,Ship,5,2,178,3,medium,M,60,1
5655,A,Ship,5,2,266,2,low,M,3,0
9712,B,Road,4,5,217,5,low,F,3,1
4435,D,Ship,3,3,171,4,low,M,8,0
4416,F,Ship,5,3,181,3,high,M,7,1
8237,C,Flight,5,1,264,6,high,F,4,0
3344,F,Ship,5,1,255,3,medium,F,6,0
6988,B,Flight,3,5,210,3,low,M,6,0
3845,C,Flight,3,2,163,3,medium,M,6,0
4170,F,Ship,2,5,264,2,low,M,9,1
540,F,Road,4,4,266,4,medium,F,33,1
589,D,Ship,3,1,201,6,medium,F,3,1
2237,C,Ship,4,2,275,3,medium,M,26,1
10064,F,Ship,4,3,242,2,medium,M,2,0
1205,C,Ship,5,2,198,5,low,M,65,1
6734,F,Ship,4,4,135,3,medium,M,2,0
10635,A,Ship,3,1,241,3,low,F,10,0
8618,F,Road,5,2,254,6,low,F,5,0
8953,D,Ship,4,3,233,2,medium,F,3,0
6847,D,Flight,4,2,250,3,low,M,5,1
1370,F,Flight,3,2,152,6,low,F,7,1
5860,B,Ship,4,4,159,2,low,M,4,1
5771,C,Flight,4,2,239,6,low,F,7,0
2448,F,Road,6,5,286,4,low,F,31,1
10980,F,Ship,4,2,253,5,low,F,3,1
9297,A,Road,4,4,128,6,medium,F,3,0
10050,F,Ship,4,2,239,4,medium,M,8,0
3698,F,Flight,5,1,211,2,medium,M,1,1
10199,C,Ship,5,5,239,6,low,M,1,0
8817,A,Ship,4,3,211,7,high,M,9,1
6333,A,Ship,2,2,199,3,low,M,1,1
9216,F,Ship,3,4,162,3,medium,M,7,0
8329,D,Ship,4,2,228,5,low,M,6,0
10916,F,Ship,4,4,220,10,medium,F,7,0
2530,B,Ship,2,1,255,3,low,M,19,1
4742,F,Ship,3,5,221,2,low,F,6,0
9871,D,Flight,3,4,194,3,medium,M,7,0
3104,F,Ship,3,5,159,3,low,M,46,1
3619,D,Ship,4,5,237,2,medium,F,6,0
100,B,Ship,4,2,145,2,medium,M,21,1
7032,F,Ship,5,5,125,3,low,M,10,0
2767,D,Ship,3,1,132,2,medium,F,16,1
2683,D,Ship,4,4,279,5,medium,F,56,1
397,D,Road,3,4,205,3,low,F,10,1
9348,F,Ship,3,5,193,10,high,M,6,1
9808,B,Ship,4,2,242,6,medium,F,10,1
9219,A,Ship,3,3,224,4,medium,M,10,0
2368,B,Ship,4,5,185,2,low,F,47,1
6383,C,Ship,4,1,214,2,low,F,10,0
1537,D,Ship,3,4,211,3,low,M,56,1
6889,D,Ship,$7,3,309,4,low,F,1,1
5218,B,Flight,6,4,275,4,low,M,9,0
5102,F,Ship,4,3,272,3,low,F,4,0
7262,F,Flight,4,3,148,5,medium,M,2,1
8372,F,Flight,5,4,254,3,low,F,4,1
6410,F,Ship,3,2,164,2,medium,F,7,0
2605,D,Flight,3,3,203,3,medium,M,29,1
868,B,Ship,4,3,261,3,low,F,10,1
3356,F,Ship,2,4,162,3,high,F,2,1
3413,C,Road,3,2,172,2,low,F,9,1
4307,C,Ship,4,3,191,3,medium,F,6,0
10508,F,Ship,3,1,187,2,low,M,6,0
1830,F,Ship,3,2,257,2,high,F,46,1
858,F,Ship,5,2,239,5,medium,M,24,1
5268,F,Ship,6,2,301,5,medium,M,3,1
1309,D,Ship,5,4,141,3,medium,M,64,1
7169,C,Ship,5,3,266,5,medium,F,2,1
144,F,Flight,2,1,205,4,medium,F,63,1
5429,C,Ship,5,2,121,5,medium,F,10,0
5996,F,Ship,6,1,250,4,low,M,4,0
4804,B,Flight,6,3,247,4,medium,F,4,1
7144,B,Ship,4,4,245,6,low,F,6,1
4437,A,Ship,3,4,212,3,medium,M,10,0
9358,B,Ship,6,1,283,5,low,F,9,1
7126,B,Flight,4,2,266,4,low,F,7,0
9226,B,Ship,5,4,244,6,high,F,3,0
8791,D,Ship,3,3,182,4,low,F,2,1
4856,F,Ship,3,1,170,2,low,M,9,0
5701,D,Ship,3,2,275,2,low,F,5,1
5025,A,Ship,$7,2,310,4,low,F,7,0
4613,C,Ship,4,2,205,2,low,F,10,0
2627,C,Ship,3,3,156,3,high,F,20,1
5092,B,Ship,4,4,157,3,medium,F,10,1
836,F,Flight,3,5,218,4,medium,M,60,1
10185,A,Ship,$7,5,254,4,medium,F,1,0
9693,A,Ship,6,4,292,4,medium,M,5,0
2295,A,Ship,4,5,155,4,high,F,54,1
3937,D,Ship,3,5,137,2,low,F,6,1
3258,F,Ship,4,2,222,3,high,F,9,0
491,C,Ship,2,1,176,3,low,F,15,1
2696,F,Ship,5,1,224,2,low,F,14,1
7947,A,Flight,3,5,255,7,medium,M,8,1
4242,F,Road,4,2,212,3,low,F,3,0
7590,F,Ship,4,4,172,4,medium,M,7,0
447,A,Ship,4,4,173,5,medium,F,51,1
6952,B,Ship,5,4,143,3,medium,F,1,1
9627,A,Ship,4,2,275,5,medium,M,5,0
2258,F,Ship,4,5,178,3,low,F,5,1
4604,F,Ship,3,4,164,6,medium,F,4,1
1889,C,Ship,3,2,169,10,medium,F,4,1
4257,A,Flight,3,1,166,2,low,F,10,1
7454,F,Ship,6,5,305,4,low,F,6,1
2214,F,Ship,3,1,256,2,medium,F,63,1
5432,F,Ship,4,4,261,3,high,M,9,0
755,C,Ship,3,5,205,6,low,F,25,1
251,C,Road,2,3,155,3,low,F,45,1
5990,F,Ship,4,2,134,3,low,F,9,1
10370,F,Ship,3,4,189,6,low,F,9,1
4417,D,Ship,3,5,159,3,medium,M,9,0
7888,B,Ship,4,3,137,3,medium,M,9,0
5954,F,Ship,5,1,233,7,medium,F,5,1
4107,A,Flight,6,1,274,5,low,F,8,1
10190,F,Ship,4,1,228,5,low,F,6,0
9796,B,Ship,5,4,222,2,high,M,8,1
3633,A,Ship,3,1,205,2,medium,F,2,0
10031,C,Ship,4,4,186,3,low,F,8,1
4154,F,Ship,3,4,134,3,low,F,9,0
3281,C,Road,4,3,196,2,medium,F,7,1
10174,B,Ship,4,3,211,2,low,F,6,1
10532,F,Road,5,4,236,4,medium,M,6,0
1557,A,Ship,5,2,191,3,high,F,52,1
4560,F,Ship,6,2,244,4,low,F,4,1
917,C,Ship,5,5,261,8,medium,M,39,1
6326,F,Ship,3,4,237,3,low,M,1,0
4780,B,Road,4,5,188,2,low,F,4,0
2509,D,Ship,3,5,190,10,medium,M,26,1
7353,A,Ship,5,1,163,3,medium,F,1,0
10224,F,Ship,5,3,242,5,low,F,6,0
2343,A,Flight,5,2,260,3,low,F,22,1
546,F,Flight,3,1,168,3,low,M,46,1
479,C,Ship,3,4,145,8,low,F,24,1
9176,F,Flight,5,3,224,5,medium,M,9,1
5050,B,Road,4,1,259,3,medium,M,5,1
1130,F,Ship,3,3,162,2,low,F,42,1
9739,D,Flight,4,1,161,3,low,M,1,0
10555,D,Flight,4,3,248,3,medium,F,5,0
9093,A,Ship,5,3,270,5,medium,F,8,0
5388,F,Ship,5,2,226,3,medium,M,6,1
5227,D,Ship,4,1,231,2,low,F,1,1
4369,D,Road,5,3,217,3,low,M,6,1
9457,D,Flight,6,4,264,5,medium,F,7,1
3215,C,Ship,5,2,145,4,medium,F,9,0
21,A,Ship,3,3,161,2,medium,F,38,1
8828,F,Ship,4,3,246,5,low,M,7,0
1451,C,Ship,3,4,285,6,low,F,27,1
10872,F,Ship,3,5,205,4,low,F,9,1
6548,F,Ship,6,2,251,4,medium,F,6,0
2864,F,Road,5,4,239,2,low,M,35,1
6446,F,Flight,4,3,224,2,medium,M,8,1
3017,C,Flight,5,5,195,3,low,M,55,1
4748,F,Ship,5,5,232,7,medium,M,6,0
2452,B,Road,4,3,272,4,low,M,61,1
1165,D,Ship,5,2,230,6,low,M,10,1
4076,F,Ship,2,3,228,3,high,M,5,0
998,F,Ship,3,5,164,3,medium,F,43,1
592,B,Ship,3,3,281,2,medium,M,55,1
3775,D,Ship,4,2,204,2,low,F,1,0
2409,A,Ship,2,4,136,6,medium,M,58,1
3957,A,Road,3,1,157,3,medium,M,1,0
6131,C,Ship,4,1,263,3,high,M,5,0
6417,A,Road,4,3,143,4,medium,F,2,0
7108,B,Road,$7,1,309,4,low,F,4,0
5120,F,Ship,3,5,197,3,low,M,4,0
9686,F,Ship,6,3,262,4,low,F,5,0
10231,D,Ship,4,3,137,3,medium,M,5,1
4146,F,Ship,2,5,123,4,medium,M,8,0
4454,F,Ship,4,4,106,2,low,F,10,1
10488,F,Ship,5,2,254,5,medium,F,4,0
4152,F,Ship,4,4,177,2,low,F,6,0
6778,B,Ship,5,1,249,3,medium,F,5,0
3517,D,Ship,3,4,232,3,medium,F,1,1
4037,C,Ship,5,4,260,6,medium,M,8,1
10414,B,Flight,5,1,234,5,medium,M,2,1
6113,C,Ship,4,1,225,2,medium,F,10,1
3728,F,Ship,3,4,148,4,high,F,1,0
9616,B,Ship,3,2,198,4,low,F,3,1
1176,F,Ship,3,1,263,3,low,M,25,1
802,B,Road,3,4,261,2,medium,F,1,1
938,F,Road,4,5,143,2,medium,F,20,1
6074,F,Ship,3,3,112,4,low,F,7,1
7357,D,Ship,3,1,201,3,low,F,6,0
493,D,Ship,3,4,128,3,medium,F,51,1
1136,F,Ship,6,1,257,3,medium,M,60,1
8747,C,Road,4,2,112,2,medium,F,8,0
6506,F,Ship,5,1,254,5,medium,M,10,0
1482,F,Road,4,4,174,3,low,M,49,1
5147,C,Ship,3,4,243,4,medium,F,10,0
3439,D,Flight,3,1,179,3,high,M,5,1
5266,B,Ship,6,3,282,4,medium,M,3,0
4894,B,Ship,3,4,241,3,medium,M,3,0
60,F,Ship,4,1,150,3,high,F,17,1
9685,D,Ship,6,1,303,4,low,F,9,0
3846,F,Flight,5,2,263,3,low,M,9,1
7161,A,Ship,5,3,257,5,low,F,3,1
10249,D,Road,3,1,159,2,medium,M,5,1
408,F,Flight,4,5,193,3,medium,M,65,1
2383,D,Ship,3,5,244,3,low,F,8,1
989,C,Ship,3,1,223,3,medium,F,31,1
3094,B,Ship,4,1,145,6,low,M,32,1
1391,C,Ship,4,5,186,3,low,F,16,1
4797,A,Flight,5,2,275,4,medium,F,10,1
6747,A,Ship,4,5,202,3,medium,M,8,0
10712,F,Ship,4,3,263,6,medium,M,10,1
3402,F,Road,4,5,167,2,low,F,7,1
1665,A,Ship,3,5,204,3,low,F,45,1
1354,B,Road,3,2,158,3,medium,F,39,1
10573,D,Ship,5,1,208,2,low,F,9,0
2702,F,Ship,3,2,132,2,medium,M,6,1
2689,D,Ship,2,2,137,3,low,F,20,1
1195,D,Ship,4,1,127,8,low,F,12,1
1375,D,Flight,4,3,153,4,low,M,36,1
9786,F,Ship,5,1,183,3,medium,F,8,0
416,F,Flight,3,2,115,3,low,F,27,1
10090,B,Ship,5,3,137,4,low,F,9,0
9988,B,Road,3,5,244,5,medium,F,10,0
10584,F,Ship,3,2,209,2,low,M,5,0
2257,D,Ship,3,4,230,3,high,F,22,1
10445,C,Ship,5,2,245,5,low,M,8,0
8058,F,Road,4,3,136,3,low,M,6,1
7167,A,Ship,5,4,261,5,low,M,2,0
2821,D,Ship,2,2,188,4,medium,M,39,1
4515,A,Road,3,1,219,8,low,F,1,1
6984,F,Flight,3,3,231,3,medium,F,4,0
1251,A,Ship,4,4,192,4,medium,F,46,1
8826,F,Ship,2,1,258,5,low,M,10,1
6611,C,Ship,6,4,283,4,medium,M,1,1
5781,A,Ship,5,4,269,5,low,F,4,1
8951,C,Ship,5,4,208,2,low,M,9,0
9,A,Flight,3,4,150,3,low,F,11,1
4599,A,Ship,2,1,255,3,medium,F,1,0
6307,D,Flight,5,3,221,5,low,F,2,1
2147,C,Ship,3,3,133,6,low,F,10,1
7432,B,Ship,3,2,166,2,medium,M,6,0
4040,F,Ship,4,3,129,6,medium,F,5,0
4727,C,Ship,4,2,273,2,low,F,5,1
10087,D,Ship,4,3,260,3,low,M,1,0
7531,D,Flight,3,4,174,3,low,F,10,1
1352,F,Road,5,5,245,4,medium,F,12,1
8495,C,Flight,3,2,251,2,medium,F,4,0
7913,C,Ship,3,3,167,2,low,M,6,0
6329,C,Ship,5,5,137,2,low,M,8,1
2736,F,Flight,5,1,272,3,medium,M,27,1
6834,F,Road,3,2,220,3,medium,M,7,1
2729,C,Road,4,4,179,3,low,M,48,1
5993,C,Ship,4,4,187,3,low,F,8,0
8824,B,Ship,6,2,305,4,low,F,9,0
8168,F,Ship,4,2,185,3,low,M,1,0
9088,B,Ship,3,3,250,3,low,M,9,0
160,B,Ship,3,3,149,3,low,F,63,1
9432,F,Road,6,5,285,4,low,M,8,1
8368,B,Flight,4,3,240,3,low,F,8,0
172,B,Ship,4,4,176,4,high,F,52,1
9793,D,Ship,4,2,245,3,medium,M,1,1
10191,A,Ship,5,5,235,5,low,M,8,1
244,B,Ship,2,4,136,3,low,M,43,1
2306,F,Road,3,3,155,3,low,M,20,1
4232,F,Road,4,5,194,2,low,F,1,1
1262,F,Ship,4,1,258,3,medium,F,4,1
2458,B,Road,5,2,137,3,medium,M,47,1
1305,A,Ship,5,4,270,2,high,F,43,1
2115,A,Ship,4,1,143,3,medium,F,28,1
617,C,Ship,5,5,143,2,high,F,18,1
8097,A,Flight,4,2,216,3,low,M,4,1
7520,F,Road,4,4,155,3,low,F,2,1
5821,D,Ship,3,1,192,3,low,F,4,0
5807,C,Ship,4,4,208,2,medium,F,6,1
10724,F,Ship,5,5,221,5,low,M,7,1
2718,F,Road,4,5,159,3,low,M,2,1
7235,C,Road,6,3,175,4,low,M,3,0
4721,C,Ship,4,2,152,2,low,M,7,0
7119,A,Road,3,5,221,3,medium,F,8,0
1648,B,Flight,4,4,198,2,medium,M,64,1
1753,D,Ship,3,1,192,3,medium,M,35,1
2301,A,Ship,4,1,251,3,low,F,33,1
4427,C,Ship,5,3,254,2,low,F,4,0
1435,D,Ship,3,5,172,2,medium,M,60,1
5670,F,Ship,3,5,149,3,low,F,7,0
9999,A,Flight,5,3,187,3,low,M,2,0
9133,D,Ship,4,5,251,5,medium,F,7,0
1263,A,Ship,3,3,187,3,low,F,63,1
5078,F,Flight,3,2,200,4,medium,F,4,0
5925,A,Ship,4,2,272,2,low,F,1,1
3085,D,Ship,3,3,147,2,low,F,52,1
7968,F,Ship,4,1,248,2,low,F,6,0
1840,B,Ship,3,2,188,3,medium,M,3,1
10072,B,Ship,5,4,208,4,medium,F,8,0
2996,F,Road,6,5,130,6,low,F,60,1
6381,A,Ship,3,3,151,3,low,M,7,0
6350,F,Ship,3,3,237,4,low,F,8,0
1577,C,Ship,5,1,261,3,low,M,25,1
4959,A,Ship,5,4,250,6,low,F,1,0
1625,C,Road,3,3,156,6,low,M,45,1
3587,C,Ship,4,2,210,2,high,F,3,1
2827,D,Ship,2,3,172,3,medium,F,11,1
4113,A,Flight,5,4,143,5,medium,F,5,1
9898,B,Ship,3,5,220,3,low,F,5,0
9409,D,Ship,5,5,222,6,low,M,1,0
2164,B,Ship,4,5,193,4,low,M,33,1
4011,A,Ship,2,5,154,3,medium,F,1,0
4502,F,Road,4,2,173,2,medium,M,2,0
1501,D,Road,4,1,271,2,high,M,33,1
6574,B,Flight,4,4,223,5,medium,M,4,0
10760,F,Ship,4,3,253,5,low,M,6,1
3741,A,Ship,5,2,241,3,low,F,10,1
6672,F,Ship,4,5,224,6,high,F,5,1
3630,F,Ship,5,2,134,2,low,M,9,0
7526,F,Road,4,3,174,3,low,F,3,1
6873,A,Ship,2,3,164,5,low,M,7,0
5792,F,Ship,5,1,265,5,medium,F,3,1
8782,B,Flight,3,2,199,3,low,F,8,0
10387,D,Road,3,2,180,6,medium,M,3,1
380,F,Ship,3,2,201,3,medium,M,5,1
6343,D,Ship,3,1,286,4,medium,M,4,0
10778,F,Ship,5,5,263,5,medium,F,1,1
9681,A,Ship,$7,3,255,4,medium,F,4,0
5340,F,Flight,5,1,162,3,medium,F,1,0
3927,A,Ship,2,3,178,3,medium,F,8,1
4360,B,Road,5,1,236,2,low,F,2,1
7179,A,Ship,5,2,242,5,medium,F,1,1
5951,C,Ship,4,4,184,8,low,M,7,1
3717,A,Ship,5,1,197,4,low,F,2,1
10810,B,Road,4,2,220,6,medium,M,10,1
313,D,Ship,3,3,140,3,medium,M,51,1
3365,C,Ship,2,1,180,3,low,M,2,1
9637,D,Ship,4,4,251,5,medium,F,2,1
292,B,Ship,4,1,206,3,medium,M,23,1
1412,F,Ship,3,2,240,6,low,F,26,1
3589,D,Ship,4,3,185,10,high,M,1,0
6157,D,Road,3,4,273,4,medium,M,4,0
7274,F,Flight,3,3,239,4,low,F,5,1
3922,B,Ship,4,2,261,2,medium,M,7,0
2188,B,Flight,4,5,155,2,medium,M,41,1
4466,F,Ship,6,2,182,3,low,M,7,1
4895,C,Ship,6,5,211,4,medium,F,4,0
6987,A,Flight,3,2,223,4,medium,M,3,0
2250,F,Ship,3,4,270,2,low,M,39,1
3447,A,Ship,5,4,237,2,low,M,8,1
5521,D,Ship,6,5,301,4,medium,F,2,0
3180,F,Ship,3,2,153,10,high,F,7,0
7071,A,Ship,4,3,248,6,medium,M,5,0
9397,D,Ship,$7,5,255,4,low,M,7,0
7549,D,Flight,5,2,268,3,medium,M,8,1
4192,B,Ship,3,3,272,3,low,M,2,1
10598,F,Ship,2,2,258,3,medium,F,3,1
9726,F,Flight,4,1,152,5,medium,M,8,0
3212,F,Ship,3,5,251,2,low,M,4,0
4400,F,Flight,4,4,165,6,low,F,5,1
3262,B,Road,5,1,248,2,low,F,9,1
10758,F,Ship,5,4,274,5,low,M,6,0
10902,F,Ship,4,4,201,2,medium,M,7,0
3435,A,Flight,4,3,267,4,low,M,7,0
6523,D,Ship,3,5,270,6,medium,F,9,0
5994,F,Ship,3,4,148,3,low,F,8,1
9137,C,Ship,$7,3,305,4,medium,F,6,0
3033,A,Ship,3,2,141,4,low,M,9,1
7130,F,Flight,2,4,264,3,medium,F,6,1
3795,A,Ship,4,1,197,2,low,F,2,0
8629,D,Flight,5,5,225,5,low,M,7,0
6569,C,Road,6,2,308,5,medium,F,6,0
4066,B,Ship,5,4,227,2,medium,M,10,0
571,D,Ship,2,2,236,3,medium,M,3,1
4335,A,Ship,5,2,152,3,low,F,2,0
10526,F,Road,3,2,164,2,medium,F,3,0
616,B,Ship,4,1,177,4,medium,F,33,1
2081,C,Ship,3,4,196,3,low,F,52,1
3491,C,Ship,3,1,256,4,medium,F,3,1
2811,A,Ship,4,2,225,2,low,F,6,1
2292,F,Ship,5,4,192,3,medium,M,46,1
